"bf","lr","best.iter","best.iter.sd","cv.r.squared","cv.r.squared.sd"
0.5,5e-04,39846.6,353.241560408738,0.35235688372772,0.0305674147058729
0.6,5e-04,39901.6,115.325818637651,0.356618221405516,0.0367610122304965
0.7,5e-04,39942.4,128.845471614471,0.359131198492975,0.0231917287650149
0.5,0.001,32426.7,5340.93223344223,0.37690311111354,0.0356028070527475
0.6,0.001,30794,5904.49352423879,0.381839185489243,0.0384129839254554
0.7,0.001,30852.7,5607.52583686523,0.365433593101768,0.046234070610863
0.5,0.005,5535.3,1399.62034931699,0.361176677823815,0.039704166701493
0.6,0.005,6848.2,2782.92978312026,0.355243150230358,0.0281730976829319
0.7,0.005,6112.2,1455.73256090839,0.373274278434199,0.0458003622693093
0.5,0.01,2902.9,751.865598214054,0.345084818856149,0.0322892339065389
0.6,0.01,2773,634.540778831432,0.36814965655524,0.0375614113547428
0.7,0.01,3460.1,507.484964199816,0.395263120396262,0.0215883085534875
0.5,0.05,808.4,271.921230424466,0.36599716070451,0.0215138985855536
0.6,0.05,699.8,224.472121505842,0.347088154054845,0.0425348991029782
0.7,0.05,636,176.745894184592,0.360470194594724,0.0291915378276365
0.5,0.1,381.6,148.452910603554,0.38371539735759,0.0373312783538744
0.6,0.1,286.2,56.2707739417186,0.40832448427286,0.0322273269564805
0.7,0.1,340.3,140.813548906189,0.394096110473401,0.0264807986609787
