"","Ordinal_date","tmean_month","Predicted"
"1",152,2.403333,1.46834118794582
"2",154.326530612245,2.403333,1.46834118794582
"3",156.65306122449,2.403333,1.46834118794582
"4",158.979591836735,2.403333,1.46834118794582
"5",161.30612244898,2.403333,1.46834118794582
"6",163.632653061224,2.403333,1.46834118794582
"7",165.959183673469,2.403333,1.46834118794582
"8",168.285714285714,2.403333,1.46834118794582
"9",170.612244897959,2.403333,1.46834118794582
"10",172.938775510204,2.403333,1.46834118794582
"11",175.265306122449,2.403333,1.46834118794582
"12",177.591836734694,2.403333,1.46834118794582
"13",179.918367346939,2.403333,1.47856015822705
"14",182.244897959184,2.403333,1.51801872201761
"15",184.571428571429,2.403333,1.55007345347847
"16",186.897959183673,2.403333,1.55007345347847
"17",189.224489795918,2.403333,1.51859735652798
"18",191.551020408163,2.403333,1.51859735652798
"19",193.877551020408,2.403333,1.54581346588765
"20",196.204081632653,2.403333,1.63854687900424
"21",198.530612244898,2.403333,1.63117991528068
"22",200.857142857143,2.403333,1.65131220542862
"23",203.183673469388,2.403333,1.6767032372298
"24",205.510204081633,2.403333,1.71730412800732
"25",207.836734693878,2.403333,1.71730412800732
"26",210.163265306122,2.403333,1.88914285294713
"27",212.489795918367,2.403333,1.91719067460414
"28",214.816326530612,2.403333,1.91719067460414
"29",217.142857142857,2.403333,1.84151890725445
"30",219.469387755102,2.403333,1.84151890725445
"31",221.795918367347,2.403333,1.84151890725445
"32",224.122448979592,2.403333,1.86870071309076
"33",226.448979591837,2.403333,1.86870071309076
"34",228.775510204082,2.403333,1.7763450119983
"35",231.102040816327,2.403333,1.7763450119983
"36",233.428571428571,2.403333,1.7763450119983
"37",235.755102040816,2.403333,1.7763450119983
"38",238.081632653061,2.403333,1.7763450119983
"39",240.408163265306,2.403333,1.7763450119983
"40",242.734693877551,2.403333,1.7763450119983
"41",245.061224489796,2.403333,1.7763450119983
"42",247.387755102041,2.403333,1.7763450119983
"43",249.714285714286,2.403333,1.7763450119983
"44",252.040816326531,2.403333,1.7763450119983
"45",254.367346938776,2.403333,1.7763450119983
"46",256.69387755102,2.403333,1.7763450119983
"47",259.020408163265,2.403333,1.7763450119983
"48",261.34693877551,2.403333,1.7763450119983
"49",263.673469387755,2.403333,1.7763450119983
"50",266,2.403333,1.7763450119983
"51",152,2.64973506122449,1.46834118794582
"52",154.326530612245,2.64973506122449,1.46834118794582
"53",156.65306122449,2.64973506122449,1.46834118794582
"54",158.979591836735,2.64973506122449,1.46834118794582
"55",161.30612244898,2.64973506122449,1.46834118794582
"56",163.632653061224,2.64973506122449,1.46834118794582
"57",165.959183673469,2.64973506122449,1.46834118794582
"58",168.285714285714,2.64973506122449,1.46834118794582
"59",170.612244897959,2.64973506122449,1.46834118794582
"60",172.938775510204,2.64973506122449,1.46834118794582
