"n.trees","cv.r.squared"
235,0.368129603275902
237,0.253748259012411
240,0.321916354353382
193,0.334523135120626
282,0.380157864479469
285,0.252232013468898
263,0.395285463918962
282,0.394496560849165
284,0.350425782427606
286,0.378458664838472
242,0.365895153161611
165,0.276926082185777
198,0.364723494514076
276,0.354059908179339
246,0.356165647834877
177,0.392357353458478
279,0.274659020497822
226,0.374627931065105
254,0.380116533692353
241,0.325670934444122
207,0.342339646696848
228,0.401216501527314
245,0.26193127193632
282,0.377289265074719
225,0.355129475748256
212,0.276934774840101
263,0.39582038640123
189,0.317664988599892
263,0.382797843734244
272,0.335529634018184
253,0.354331974477274
244,0.374259851057588
209,0.357150115105378
273,0.366584147646711
257,0.339239477626637
286,0.329658007277852
278,0.252119060478571
226,0.274887677010165
210,0.30927928715947
215,0.276683867504296
273,0.323920164369188
273,0.372009003814495
266,0.354912616801501
279,0.392528649080524
162,0.312149017197665
166,0.244664765305914
251,0.341891613326932
252,0.374043818695979
189,0.287355429808759
281,0.364418555689352
198,0.283077139666856
271,0.322530547070274
285,0.344226191678944
237,0.42471047845315
248,0.39243806002177
274,0.431028456737241
272,0.385094668782349
281,0.349175732659045
272,0.314054849511878
281,0.276269518052287
186,0.371778035520556
152,0.296670540039097
270,0.388413221905859
252,0.386329327702355
286,0.281541143278736
286,0.305010260489583
207,0.351234410532722
237,0.346878426746491
283,0.354376763674007
256,0.341893654244139
248,0.341980828246496
279,0.420835351566153
151,0.333353931634185
254,0.325868506833893
282,0.354888143904427
238,0.333825895650777
283,0.33299023087374
249,0.255178307387946
236,0.323162107419275
268,0.339275425757689
209,0.333581764833163
249,0.406632253645863
252,0.398442302752097
282,0.405034507613255
267,0.369264029279657
286,0.35347172106054
272,0.353139754402563
232,0.328077379740233
260,0.337472871588941
246,0.290947599589145
255,0.363656257238338
282,0.321974531678695
220,0.383533804289059
224,0.316015289705271
268,0.231486520824695
253,0.35274858791788
204,0.311372374994004
228,0.367529647893285
277,0.290647839185713
236,0.316373630842861
