"","elevation_m","ppt_week","Predicted"
"1",2987,0,1.99367649093401
"2",2998.48979591837,0,1.99367649093401
"3",3009.97959183673,0,1.99367649093401
"4",3021.4693877551,0,1.99367649093401
"5",3032.95918367347,0,1.99367649093401
"6",3044.44897959184,0,1.99367649093401
"7",3055.9387755102,0,1.99367649093401
"8",3067.42857142857,0,1.99367649093401
"9",3078.91836734694,0,1.99367649093401
"10",3090.40816326531,0,1.99367649093401
"11",3101.89795918367,0,1.99367649093401
"12",3113.38775510204,0,1.99367649093401
"13",3124.87755102041,0,1.99367649093401
"14",3136.36734693878,0,1.99367649093401
"15",3147.85714285714,0,1.99367649093401
"16",3159.34693877551,0,1.99367649093401
"17",3170.83673469388,0,1.99367649093401
"18",3182.32653061224,0,1.99367649093401
"19",3193.81632653061,0,1.99367649093401
"20",3205.30612244898,0,1.99367649093401
"21",3216.79591836735,0,1.99367649093401
"22",3228.28571428571,0,2.06496539372245
"23",3239.77551020408,0,2.13181513617168
"24",3251.26530612245,0,2.07368585779211
"25",3262.75510204082,0,2.07368585779211
"26",3274.24489795918,0,2.07368585779211
"27",3285.73469387755,0,2.07368585779211
"28",3297.22448979592,0,2.07368585779211
"29",3308.71428571429,0,2.07368585779211
"30",3320.20408163265,0,2.07914229302865
"31",3331.69387755102,0,2.05488049602345
"32",3343.18367346939,0,2.05488049602345
"33",3354.67346938776,0,2.05488049602345
"34",3366.16326530612,0,1.92444719476545
"35",3377.65306122449,0,1.92444719476545
"36",3389.14285714286,0,1.92444719476545
"37",3400.63265306122,0,1.92444719476545
"38",3412.12244897959,0,1.89135468701944
"39",3423.61224489796,0,1.89185675536335
"40",3435.10204081633,0,1.89185675536335
"41",3446.59183673469,0,1.89185675536335
"42",3458.08163265306,0,1.92227605255639
"43",3469.57142857143,0,1.87806604392839
"44",3481.0612244898,0,1.96003208872242
"45",3492.55102040816,0,1.96003208872242
"46",3504.04081632653,0,1.85930009533848
"47",3515.5306122449,0,1.85930009533848
"48",3527.02040816327,0,1.85930009533848
"49",3538.51020408163,0,1.85930009533848
"50",3550,0,1.85930009533848
"51",2987,0.551857142857143,1.80721898694713
"52",2998.48979591837,0.551857142857143,1.80721898694713
"53",3009.97959183673,0.551857142857143,1.80721898694713
"54",3021.4693877551,0.551857142857143,1.80721898694713
"55",3032.95918367347,0.551857142857143,1.80721898694713
"56",3044.44897959184,0.551857142857143,1.80721898694713
"57",3055.9387755102,0.551857142857143,1.80721898694713
"58",3067.42857142857,0.551857142857143,1.80721898694713
"59",3078.91836734694,0.551857142857143,1.80721898694713
"60",3090.40816326531,0.551857142857143,1.80721898694713
"61",3101.89795918367,0.551857142857143,1.80721898694713
"62",3113.38775510204,0.551857142857143,1.80721898694713
"63",3124.87755102041,0.551857142857143,1.80721898694713
"64",3136.36734693878,0.551857142857143,1.80721898694713
"65",3147.85714285714,0.551857142857143,1.80721898694713
"66",3159.34693877551,0.551857142857143,1.80721898694713
"67",3170.83673469388,0.551857142857143,1.80721898694713
"68",3182.32653061224,0.551857142857143,1.80721898694713
"69",3193.81632653061,0.551857142857143,1.80721898694713
"70",3205.30612244898,0.551857142857143,1.80721898694713
"71",3216.79591836735,0.551857142857143,1.80721898694713
"72",3228.28571428571,0.551857142857143,1.87850788973557
"73",3239.77551020408,0.551857142857143,1.9453576321848
"74",3251.26530612245,0.551857142857143,1.88722835380524
"75",3262.75510204082,0.551857142857143,1.88722835380524
"76",3274.24489795918,0.551857142857143,1.88722835380524
"77",3285.73469387755,0.551857142857143,1.88722835380524
"78",3297.22448979592,0.551857142857143,1.88722835380524
"79",3308.71428571429,0.551857142857143,1.88722835380524
"80",3320.20408163265,0.551857142857143,1.89268478904178
"81",3331.69387755102,0.551857142857143,1.86842299203657
"82",3343.18367346939,0.551857142857143,1.86842299203657
"83",3354.67346938776,0.551857142857143,1.86842299203657
"84",3366.16326530612,0.551857142857143,1.73798969077857
"85",3377.65306122449,0.551857142857143,1.73798969077857
"86",3389.14285714286,0.551857142857143,1.73798969077857
"87",3400.63265306122,0.551857142857143,1.73798969077857
"88",3412.12244897959,0.551857142857143,1.70489718303256
"89",3423.61224489796,0.551857142857143,1.70539925137648
"90",3435.10204081633,0.551857142857143,1.70539925137648
"91",3446.59183673469,0.551857142857143,1.70539925137648
"92",3458.08163265306,0.551857142857143,1.73581854856951
"93",3469.57142857143,0.551857142857143,1.69160853994151
"94",3481.0612244898,0.551857142857143,1.77357458473554
"95",3492.55102040816,0.551857142857143,1.77357458473554
"96",3504.04081632653,0.551857142857143,1.67284259135161
"97",3515.5306122449,0.551857142857143,1.67284259135161
"98",3527.02040816327,0.551857142857143,1.67284259135161
"99",3538.51020408163,0.551857142857143,1.67284259135161
"100",3550,0.551857142857143,1.67284259135161
"101",2987,1.10371428571429,1.80721898694713
"102",2998.48979591837,1.10371428571429,1.80721898694713
"103",3009.97959183673,1.10371428571429,1.80721898694713
"104",3021.4693877551,1.10371428571429,1.80721898694713
"105",3032.95918367347,1.10371428571429,1.80721898694713
"106",3044.44897959184,1.10371428571429,1.80721898694713
"107",3055.9387755102,1.10371428571429,1.80721898694713
"108",3067.42857142857,1.10371428571429,1.80721898694713
"109",3078.91836734694,1.10371428571429,1.80721898694713
"110",3090.40816326531,1.10371428571429,1.80721898694713
"111",3101.89795918367,1.10371428571429,1.80721898694713
"112",3113.38775510204,1.10371428571429,1.80721898694713
"113",3124.87755102041,1.10371428571429,1.80721898694713
"114",3136.36734693878,1.10371428571429,1.80721898694713
"115",3147.85714285714,1.10371428571429,1.80721898694713
