"bf","lr","best.iter","best.iter.sd","cv.r.squared","cv.r.squared.sd"
0.5,5e-04,39615.9,666.476381176908,0.321694395556448,0.0248506784781431
0.6,5e-04,39309.4,1352.55291126735,0.31543607310733,0.0239734441372345
0.7,5e-04,39914,223.331343274716,0.300411765137841,0.0312624805205504
0.5,0.001,27028.9,7107.26746131498,0.307681932727547,0.0338562246018641
0.6,0.001,27762.1,5720.02638785677,0.309293917556139,0.041059790227476
0.7,0.001,27225.5,5442.46682733728,0.317844593242512,0.0291217272847983
0.5,0.005,5273.3,1334.34478719374,0.315939033383523,0.038268865553297
0.6,0.005,5119.4,1502.61011428632,0.311238329829248,0.046752051479287
0.7,0.005,5547.8,1210.68151606165,0.317129845407654,0.0283169934019178
0.5,0.01,2716,673.618091601861,0.31988560407497,0.0465319204141727
0.6,0.01,3247.3,876.101598623762,0.303019873209164,0.0344135444569003
0.7,0.01,2571.3,544.027378804494,0.318085850130387,0.0418452729668526
0.5,0.05,510.7,127.715873893751,0.310450607822307,0.0393316085403803
0.6,0.05,552.9,123.495793900485,0.305517529959526,0.0335466020685683
0.7,0.05,478.8,126.936379515269,0.328569453040351,0.0363695886664972
0.5,0.1,1579.8,4237.46354425485,0.344869711058637,0.0357483270951339
0.6,0.1,1203,2087.77925610497,0.313080532301881,0.0307898071171496
0.7,0.1,1851.6,4856.2323347312,0.302786689745899,0.0448165249382132
