"var","rel.inf"
"snow1992to2011",9.94529160794012
"tmean_month",9.75192038128527
"ppt_week",9.69736748550866
"Ordinal_date",8.3113021245924
"max_depth_m",8.07022362917404
"tmean_day",7.99831635267876
"lake_perc_area",7.86484687799974
"ppt_percent_normal",7.22749409648154
"elevation_m",6.81486083801068
"tmean_percent_normal",6.31324514851168
"snow2011",6.2445962082342
"eastMEAN",6.14086118198514
"ppt_day",5.61967406759778
