"","Ordinal_date","tmean_day","Predicted"
"1",152,5.619,1.0647593501247
"2",154.326530612245,5.619,1.0647593501247
"3",156.65306122449,5.619,1.0647593501247
"4",158.979591836735,5.619,1.0647593501247
"5",161.30612244898,5.619,1.0647593501247
"6",163.632653061224,5.619,1.0647593501247
"7",165.959183673469,5.619,1.0647593501247
"8",168.285714285714,5.619,1.0647593501247
"9",170.612244897959,5.619,1.0647593501247
"10",172.938775510204,5.619,1.0647593501247
"11",175.265306122449,5.619,1.0647593501247
"12",177.591836734694,5.619,1.0647593501247
"13",179.918367346939,5.619,1.0647593501247
"14",182.244897959184,5.619,1.06963135263317
"15",184.571428571429,5.619,1.09992743100217
"16",186.897959183673,5.619,1.09992743100217
"17",189.224489795918,5.619,1.13296111842102
"18",191.551020408163,5.619,1.17690222582139
"19",193.877551020408,5.619,1.17690222582139
"20",196.204081632653,5.619,1.25701031608884
"21",198.530612244898,5.619,1.21136317057229
"22",200.857142857143,5.619,1.21136317057229
"23",203.183673469388,5.619,1.24457564946363
"24",205.510204081633,5.619,1.33065313825218
"25",207.836734693878,5.619,1.33065313825218
"26",210.163265306122,5.619,1.57017802998479
"27",212.489795918367,5.619,1.55389430586576
"28",214.816326530612,5.619,1.47550620474726
"29",217.142857142857,5.619,1.31350383930047
"30",219.469387755102,5.619,1.31350383930047
"31",221.795918367347,5.619,1.31350383930047
"32",224.122448979592,5.619,1.2971210956179
"33",226.448979591837,5.619,1.31584135836688
"34",228.775510204082,5.619,1.31584135836688
"35",231.102040816327,5.619,1.31584135836688
"36",233.428571428571,5.619,1.31584135836688
"37",235.755102040816,5.619,1.31584135836688
"38",238.081632653061,5.619,1.31584135836688
"39",240.408163265306,5.619,1.31584135836688
"40",242.734693877551,5.619,1.31584135836688
"41",245.061224489796,5.619,1.31584135836688
"42",247.387755102041,5.619,1.31584135836688
"43",249.714285714286,5.619,1.31584135836688
"44",252.040816326531,5.619,1.31584135836688
"45",254.367346938776,5.619,1.31584135836688
"46",256.69387755102,5.619,1.31584135836688
"47",259.020408163265,5.619,1.31584135836688
"48",261.34693877551,5.619,1.31584135836688
"49",263.673469387755,5.619,1.31584135836688
"50",266,5.619,1.31584135836688
"51",152,5.83942857142857,1.0647593501247
"52",154.326530612245,5.83942857142857,1.0647593501247
"53",156.65306122449,5.83942857142857,1.0647593501247
"54",158.979591836735,5.83942857142857,1.0647593501247
"55",161.30612244898,5.83942857142857,1.0647593501247
"56",163.632653061224,5.83942857142857,1.0647593501247
"57",165.959183673469,5.83942857142857,1.0647593501247
"58",168.285714285714,5.83942857142857,1.0647593501247
"59",170.612244897959,5.83942857142857,1.0647593501247
"60",172.938775510204,5.83942857142857,1.0647593501247
"61",175.265306122449,5.83942857142857,1.0647593501247
"62",177.591836734694,5.83942857142857,1.0647593501247
"63",179.918367346939,5.83942857142857,1.0647593501247
"64",182.244897959184,5.83942857142857,1.06963135263317
"65",184.571428571429,5.83942857142857,1.09992743100217
"66",186.897959183673,5.83942857142857,1.09992743100217
"67",189.224489795918,5.83942857142857,1.13296111842102
"68",191.551020408163,5.83942857142857,1.17690222582139
"69",193.877551020408,5.83942857142857,1.17690222582139
"70",196.204081632653,5.83942857142857,1.25701031608884
"71",198.530612244898,5.83942857142857,1.21136317057229
"72",200.857142857143,5.83942857142857,1.21136317057229
"73",203.183673469388,5.83942857142857,1.24457564946363
"74",205.510204081633,5.83942857142857,1.33065313825218
"75",207.836734693878,5.83942857142857,1.33065313825218
"76",210.163265306122,5.83942857142857,1.57017802998479
"77",212.489795918367,5.83942857142857,1.55389430586576
"78",214.816326530612,5.83942857142857,1.47550620474726
"79",217.142857142857,5.83942857142857,1.31350383930047
"80",219.469387755102,5.83942857142857,1.31350383930047
"81",221.795918367347,5.83942857142857,1.31350383930047
"82",224.122448979592,5.83942857142857,1.2971210956179
"83",226.448979591837,5.83942857142857,1.31584135836688
"84",228.775510204082,5.83942857142857,1.31584135836688
"85",231.102040816327,5.83942857142857,1.31584135836688
"86",233.428571428571,5.83942857142857,1.31584135836688
"87",235.755102040816,5.83942857142857,1.31584135836688
"88",238.081632653061,5.83942857142857,1.31584135836688
"89",240.408163265306,5.83942857142857,1.31584135836688
"90",242.734693877551,5.83942857142857,1.31584135836688
"91",245.061224489796,5.83942857142857,1.31584135836688
"92",247.387755102041,5.83942857142857,1.31584135836688
"93",249.714285714286,5.83942857142857,1.31584135836688
"94",252.040816326531,5.83942857142857,1.31584135836688
"95",254.367346938776,5.83942857142857,1.31584135836688
"96",256.69387755102,5.83942857142857,1.31584135836688
"97",259.020408163265,5.83942857142857,1.31584135836688
"98",261.34693877551,5.83942857142857,1.31584135836688
"99",263.673469387755,5.83942857142857,1.31584135836688
"100",266,5.83942857142857,1.31584135836688
"101",152,6.05985714285714,1.0647593501247
"102",154.326530612245,6.05985714285714,1.0647593501247
"103",156.65306122449,6.05985714285714,1.0647593501247
"104",158.979591836735,6.05985714285714,1.0647593501247
"105",161.30612244898,6.05985714285714,1.0647593501247
"106",163.632653061224,6.05985714285714,1.0647593501247
"107",165.959183673469,6.05985714285714,1.0647593501247
"108",168.285714285714,6.05985714285714,1.0647593501247
"109",170.612244897959,6.05985714285714,1.0647593501247
"110",172.938775510204,6.05985714285714,1.0647593501247
"111",175.265306122449,6.05985714285714,1.0647593501247
"112",177.591836734694,6.05985714285714,1.0647593501247
"113",179.918367346939,6.05985714285714,1.0647593501247
"114",182.244897959184,6.05985714285714,1.06963135263317
"115",184.571428571429,6.05985714285714,1.09992743100217
"116",186.897959183673,6.05985714285714,1.09992743100217
"117",189.224489795918,6.05985714285714,1.13296111842102
"118",191.551020408163,6.05985714285714,1.17690222582139
"119",193.877551020408,6.05985714285714,1.17690222582139
"120",196.204081632653,6.05985714285714,1.25701031608884
"121",198.530612244898,6.05985714285714,1.21136317057229
"122",200.857142857143,6.05985714285714,1.21136317057229
"123",203.183673469388,6.05985714285714,1.24457564946363
"124",205.510204081633,6.05985714285714,1.33065313825218
"125",207.836734693878,6.05985714285714,1.33065313825218
"126",210.163265306122,6.05985714285714,1.57017802998479
"127",212.489795918367,6.05985714285714,1.55389430586576
"128",214.816326530612,6.05985714285714,1.47550620474726
"129",217.142857142857,6.05985714285714,1.31350383930047
"130",219.469387755102,6.05985714285714,1.31350383930047
"131",221.795918367347,6.05985714285714,1.31350383930047
"132",224.122448979592,6.05985714285714,1.2971210956179
"133",226.448979591837,6.05985714285714,1.31584135836688
"134",228.775510204082,6.05985714285714,1.31584135836688
"135",231.102040816327,6.05985714285714,1.31584135836688
"136",233.428571428571,6.05985714285714,1.31584135836688
"137",235.755102040816,6.05985714285714,1.31584135836688
"138",238.081632653061,6.05985714285714,1.31584135836688
"139",240.408163265306,6.05985714285714,1.31584135836688
"140",242.734693877551,6.05985714285714,1.31584135836688
"141",245.061224489796,6.05985714285714,1.31584135836688
"142",247.387755102041,6.05985714285714,1.31584135836688
"143",249.714285714286,6.05985714285714,1.31584135836688
"144",252.040816326531,6.05985714285714,1.31584135836688
"145",254.367346938776,6.05985714285714,1.31584135836688
"146",256.69387755102,6.05985714285714,1.31584135836688
"147",259.020408163265,6.05985714285714,1.31584135836688
"148",261.34693877551,6.05985714285714,1.31584135836688
"149",263.673469387755,6.05985714285714,1.31584135836688
"150",266,6.05985714285714,1.31584135836688
"151",152,6.28028571428571,1.0647593501247
"152",154.326530612245,6.28028571428571,1.0647593501247
"153",156.65306122449,6.28028571428571,1.0647593501247
"154",158.979591836735,6.28028571428571,1.0647593501247
"155",161.30612244898,6.28028571428571,1.0647593501247
"156",163.632653061224,6.28028571428571,1.0647593501247
"157",165.959183673469,6.28028571428571,1.0647593501247
"158",168.285714285714,6.28028571428571,1.0647593501247
"159",170.612244897959,6.28028571428571,1.0647593501247
"160",172.938775510204,6.28028571428571,1.0647593501247
"161",175.265306122449,6.28028571428571,1.0647593501247
"162",177.591836734694,6.28028571428571,1.0647593501247
"163",179.918367346939,6.28028571428571,1.0647593501247
"164",182.244897959184,6.28028571428571,1.06963135263317
"165",184.571428571429,6.28028571428571,1.09992743100217
"166",186.897959183673,6.28028571428571,1.09992743100217
"167",189.224489795918,6.28028571428571,1.13296111842102
"168",191.551020408163,6.28028571428571,1.17690222582139
"169",193.877551020408,6.28028571428571,1.17690222582139
