"n.trees","cv.r.squared"
217,0.303046368532118
337,0.295332666854497
181,0.351822944453974
279,0.29850585455535
156,0.243717593179566
171,0.2651652297775
305,0.336132129811109
454,0.284672224873292
227,0.298016402413722
376,0.347777247050742
381,0.327458182784479
296,0.325230308991929
149,0.324199674509598
295,0.308094594947469
235,0.332856120700147
129,0.348205688936848
136,0.271088412202005
370,0.320676734934303
257,0.339375231400178
292,0.322975739231088
176,0.279999383550276
287,0.324502128159462
281,0.264822259565669
294,0.317317412664423
320,0.259663143343878
295,0.250787595078525
700,0.333293922549197
181,0.253630560603725
341,0.342719274283903
525,0.237161870136293
449,0.343284318567427
474,0.316707211472362
305,0.224415332544111
156,0.264714990595709
234,0.263645087500621
301,0.286424284006378
331,0.309228464239798
244,0.370851103970526
290,0.296156656002624
344,0.346224847358455
173,0.318355235506473
245,0.328391572745121
210,0.286297234187309
197,0.332435955791514
354,0.345355259021083
345,0.258812169538619
739,0.262357158465692
251,0.326338197892876
149,0.170204187352657
270,0.364642993210934
278,0.219148652090571
465,0.296241790622631
264,0.337358790851594
363,0.329135620603416
209,0.354468284283075
1246,0.234100656753851
523,0.209687519642909
328,0.307988034291041
280,0.312710479377553
380,0.35175243549795
367,0.304037896592669
258,0.291387435815778
129,0.302646015474684
289,0.26318053701099
248,0.321480947611674
408,0.322952793203742
201,0.312488924818859
215,0.238213550292943
338,0.316082881252373
167,0.291939012083559
159,0.226767199644672
250,0.342224389269192
298,0.32174757786354
271,0.327696804401946
197,0.310709786644222
1465,0.296442837546349
372,0.383609648764212
429,0.275130758060101
178,0.314124300494942
147,0.272108036141225
342,0.314755230785176
221,0.34250497649454
410,0.322674185478678
311,0.279516756345937
286,0.35773331508615
237,0.251669942693578
152,0.347364140817393
313,0.318786292468307
160,0.261721152517983
250,0.251403896347044
249,0.358247286003222
367,0.341206883042094
497,0.324765819965678
328,0.352703840986828
262,0.314246838692458
168,0.353848353764129
231,0.332671818895988
216,0.281250306541623
266,0.300132478334244
339,0.306187435721265
