"","ppt_percent_normal","elevation_m","Predicted"
"1",0.23120234,2987,0.559313948477007
"2",0.251468498367347,2987,0.559313948477007
"3",0.271734656734694,2987,0.559313948477007
"4",0.292000815102041,2987,0.60774225056966
"5",0.312266973469388,2987,0.630799402617126
"6",0.332533131836735,2987,0.630799402617126
"7",0.352799290204082,2987,0.630799402617126
"8",0.373065448571429,2987,0.61259829549027
"9",0.393331606938776,2987,0.61259829549027
"10",0.413597765306122,2987,0.61259829549027
"11",0.433863923673469,2987,0.65360513171758
"12",0.454130082040816,2987,0.809947721661989
"13",0.474396240408163,2987,0.965642789117183
"14",0.49466239877551,2987,0.965642789117183
"15",0.514928557142857,2987,0.98891493201693
"16",0.535194715510204,2987,0.98891493201693
"17",0.555460873877551,2987,1.00814256736751
"18",0.575727032244898,2987,1.00814256736751
"19",0.595993190612245,2987,1.00814256736751
"20",0.616259348979592,2987,1.00814256736751
"21",0.636525507346939,2987,1.00814256736751
"22",0.656791665714286,2987,1.00814256736751
"23",0.677057824081633,2987,1.00814256736751
"24",0.69732398244898,2987,1.00814256736751
"25",0.717590140816327,2987,1.00814256736751
"26",0.737856299183673,2987,1.00814256736751
"27",0.75812245755102,2987,1.00814256736751
"28",0.778388615918367,2987,1.00814256736751
"29",0.798654774285714,2987,1.00814256736751
"30",0.818920932653061,2987,1.00814256736751
"31",0.839187091020408,2987,1.00814256736751
"32",0.859453249387755,2987,1.00814256736751
"33",0.879719407755102,2987,1.00814256736751
"34",0.899985566122449,2987,1.00814256736751
"35",0.920251724489796,2987,1.00814256736751
"36",0.940517882857143,2987,1.00814256736751
"37",0.96078404122449,2987,1.02945581073665
"38",0.981050199591837,2987,1.02945581073665
"39",1.00131635795918,2987,1.02945581073665
"40",1.02158251632653,2987,0.926715744997031
"41",1.04184867469388,2987,0.794766908650297
"42",1.06211483306122,2987,0.766850542668966
"43",1.08238099142857,2987,0.766850542668966
"44",1.10264714979592,2987,0.766850542668966
"45",1.12291330816327,2987,0.766850542668966
"46",1.14317946653061,2987,0.766850542668966
"47",1.16344562489796,2987,0.766850542668966
"48",1.18371178326531,2987,0.766850542668966
"49",1.20397794163265,2987,0.766850542668966
"50",1.2242441,2987,0.766850542668966
"51",0.23120234,2998.48979591837,0.559313948477007
"52",0.251468498367347,2998.48979591837,0.559313948477007
"53",0.271734656734694,2998.48979591837,0.559313948477007
"54",0.292000815102041,2998.48979591837,0.60774225056966
"55",0.312266973469388,2998.48979591837,0.630799402617126
"56",0.332533131836735,2998.48979591837,0.630799402617126
"57",0.352799290204082,2998.48979591837,0.630799402617126
"58",0.373065448571429,2998.48979591837,0.61259829549027
"59",0.393331606938776,2998.48979591837,0.61259829549027
"60",0.413597765306122,2998.48979591837,0.61259829549027
"61",0.433863923673469,2998.48979591837,0.65360513171758
"62",0.454130082040816,2998.48979591837,0.809947721661989
"63",0.474396240408163,2998.48979591837,0.965642789117183
"64",0.49466239877551,2998.48979591837,0.965642789117183
"65",0.514928557142857,2998.48979591837,0.98891493201693
"66",0.535194715510204,2998.48979591837,0.98891493201693
"67",0.555460873877551,2998.48979591837,1.00814256736751
"68",0.575727032244898,2998.48979591837,1.00814256736751
"69",0.595993190612245,2998.48979591837,1.00814256736751
"70",0.616259348979592,2998.48979591837,1.00814256736751
"71",0.636525507346939,2998.48979591837,1.00814256736751
"72",0.656791665714286,2998.48979591837,1.00814256736751
"73",0.677057824081633,2998.48979591837,1.00814256736751
"74",0.69732398244898,2998.48979591837,1.00814256736751
"75",0.717590140816327,2998.48979591837,1.00814256736751
"76",0.737856299183673,2998.48979591837,1.00814256736751
"77",0.75812245755102,2998.48979591837,1.00814256736751
"78",0.778388615918367,2998.48979591837,1.00814256736751
"79",0.798654774285714,2998.48979591837,1.00814256736751
"80",0.818920932653061,2998.48979591837,1.00814256736751
"81",0.839187091020408,2998.48979591837,1.00814256736751
"82",0.859453249387755,2998.48979591837,1.00814256736751
"83",0.879719407755102,2998.48979591837,1.00814256736751
"84",0.899985566122449,2998.48979591837,1.00814256736751
"85",0.920251724489796,2998.48979591837,1.00814256736751
"86",0.940517882857143,2998.48979591837,1.00814256736751
"87",0.96078404122449,2998.48979591837,1.02945581073665
"88",0.981050199591837,2998.48979591837,1.02945581073665
"89",1.00131635795918,2998.48979591837,1.02945581073665
"90",1.02158251632653,2998.48979591837,0.926715744997031
"91",1.04184867469388,2998.48979591837,0.794766908650297
"92",1.06211483306122,2998.48979591837,0.766850542668966
"93",1.08238099142857,2998.48979591837,0.766850542668966
"94",1.10264714979592,2998.48979591837,0.766850542668966
"95",1.12291330816327,2998.48979591837,0.766850542668966
"96",1.14317946653061,2998.48979591837,0.766850542668966
"97",1.16344562489796,2998.48979591837,0.766850542668966
"98",1.18371178326531,2998.48979591837,0.766850542668966
"99",1.20397794163265,2998.48979591837,0.766850542668966
"100",1.2242441,2998.48979591837,0.766850542668966
"101",0.23120234,3009.97959183673,0.559313948477007
"102",0.251468498367347,3009.97959183673,0.559313948477007
"103",0.271734656734694,3009.97959183673,0.559313948477007
"104",0.292000815102041,3009.97959183673,0.60774225056966
"105",0.312266973469388,3009.97959183673,0.630799402617126
"106",0.332533131836735,3009.97959183673,0.630799402617126
"107",0.352799290204082,3009.97959183673,0.630799402617126
"108",0.373065448571429,3009.97959183673,0.61259829549027
"109",0.393331606938776,3009.97959183673,0.61259829549027
"110",0.413597765306122,3009.97959183673,0.61259829549027
"111",0.433863923673469,3009.97959183673,0.65360513171758
"112",0.454130082040816,3009.97959183673,0.809947721661989
"113",0.474396240408163,3009.97959183673,0.965642789117183
"114",0.49466239877551,3009.97959183673,0.965642789117183
"115",0.514928557142857,3009.97959183673,0.98891493201693
"116",0.535194715510204,3009.97959183673,0.98891493201693
"117",0.555460873877551,3009.97959183673,1.00814256736751
"118",0.575727032244898,3009.97959183673,1.00814256736751
"119",0.595993190612245,3009.97959183673,1.00814256736751
"120",0.616259348979592,3009.97959183673,1.00814256736751
"121",0.636525507346939,3009.97959183673,1.00814256736751
"122",0.656791665714286,3009.97959183673,1.00814256736751
"123",0.677057824081633,3009.97959183673,1.00814256736751
