"","ppt_week","shrub2011","Predicted"
"1",0,0,1.63477906830045
"2",0.551857142857143,0,1.34837035453155
"3",1.10371428571429,0,1.34837035453155
"4",1.65557142857143,0,1.2475442159836
"5",2.20742857142857,0,1.37803848800348
"6",2.75928571428571,0,1.29851855996739
"7",3.31114285714286,0,1.28558737626333
"8",3.863,0,1.27565323925507
"9",4.41485714285714,0,1.32265144717241
"10",4.96671428571429,0,1.34122203088807
"11",5.51857142857143,0,1.25714378569492
"12",6.07042857142857,0,1.01226103564781
"13",6.62228571428571,0,1.00628430314736
"14",7.17414285714286,0,0.973998715196721
"15",7.726,0,1.01321007623413
"16",8.27785714285714,0,1.01321007623413
"17",8.82971428571429,0,1.01321007623413
"18",9.38157142857143,0,1.01321007623413
"19",9.93342857142857,0,1.01321007623413
"20",10.4852857142857,0,1.01321007623413
"21",11.0371428571429,0,1.01321007623413
"22",11.589,0,0.945483706527184
"23",12.1408571428571,0,0.945483706527184
"24",12.6927142857143,0,0.945483706527184
"25",13.2445714285714,0,0.945483706527184
"26",13.7964285714286,0,0.945483706527184
"27",14.3482857142857,0,1.13313314835626
"28",14.9001428571429,0,1.1587656844005
"29",15.452,0,1.1587656844005
"30",16.0038571428571,0,1.17539530871031
"31",16.5557142857143,0,1.17539530871031
"32",17.1075714285714,0,1.17539530871031
"33",17.6594285714286,0,1.26228130833674
"34",18.2112857142857,0,1.45232523410766
"35",18.7631428571429,0,1.66896756208097
"36",19.315,0,1.66896756208097
"37",19.8668571428571,0,1.66896756208097
"38",20.4187142857143,0,1.66896756208097
"39",20.9705714285714,0,1.66896756208097
"40",21.5224285714286,0,1.66896756208097
"41",22.0742857142857,0,1.66896756208097
"42",22.6261428571429,0,1.66896756208097
"43",23.178,0,1.66896756208097
"44",23.7298571428571,0,1.66896756208097
"45",24.2817142857143,0,1.66896756208097
"46",24.8335714285714,0,1.66896756208097
"47",25.3854285714286,0,1.66896756208097
"48",25.9372857142857,0,1.66896756208097
"49",26.4891428571429,0,1.66896756208097
"50",27.041,0,1.66896756208097
"51",0,0.0102710668571429,1.63477906830045
"52",0.551857142857143,0.0102710668571429,1.34837035453155
"53",1.10371428571429,0.0102710668571429,1.34837035453155
"54",1.65557142857143,0.0102710668571429,1.2475442159836
"55",2.20742857142857,0.0102710668571429,1.37803848800348
"56",2.75928571428571,0.0102710668571429,1.29851855996739
"57",3.31114285714286,0.0102710668571429,1.28558737626333
"58",3.863,0.0102710668571429,1.27565323925507
"59",4.41485714285714,0.0102710668571429,1.32265144717241
"60",4.96671428571429,0.0102710668571429,1.34122203088807
"61",5.51857142857143,0.0102710668571429,1.25714378569492
"62",6.07042857142857,0.0102710668571429,1.01226103564781
"63",6.62228571428571,0.0102710668571429,1.00628430314736
"64",7.17414285714286,0.0102710668571429,0.973998715196721
"65",7.726,0.0102710668571429,1.01321007623413
"66",8.27785714285714,0.0102710668571429,1.01321007623413
"67",8.82971428571429,0.0102710668571429,1.01321007623413
"68",9.38157142857143,0.0102710668571429,1.01321007623413
"69",9.93342857142857,0.0102710668571429,1.01321007623413
"70",10.4852857142857,0.0102710668571429,1.01321007623413
"71",11.0371428571429,0.0102710668571429,1.01321007623413
"72",11.589,0.0102710668571429,0.945483706527184
"73",12.1408571428571,0.0102710668571429,0.945483706527184
"74",12.6927142857143,0.0102710668571429,0.945483706527184
"75",13.2445714285714,0.0102710668571429,0.945483706527184
"76",13.7964285714286,0.0102710668571429,0.945483706527184
"77",14.3482857142857,0.0102710668571429,1.13313314835626
"78",14.9001428571429,0.0102710668571429,1.1587656844005
"79",15.452,0.0102710668571429,1.1587656844005
"80",16.0038571428571,0.0102710668571429,1.17539530871031
"81",16.5557142857143,0.0102710668571429,1.17539530871031
"82",17.1075714285714,0.0102710668571429,1.17539530871031
"83",17.6594285714286,0.0102710668571429,1.26228130833674
"84",18.2112857142857,0.0102710668571429,1.45232523410766
"85",18.7631428571429,0.0102710668571429,1.66896756208097
"86",19.315,0.0102710668571429,1.66896756208097
"87",19.8668571428571,0.0102710668571429,1.66896756208097
"88",20.4187142857143,0.0102710668571429,1.66896756208097
"89",20.9705714285714,0.0102710668571429,1.66896756208097
"90",21.5224285714286,0.0102710668571429,1.66896756208097
"91",22.0742857142857,0.0102710668571429,1.66896756208097
"92",22.6261428571429,0.0102710668571429,1.66896756208097
"93",23.178,0.0102710668571429,1.66896756208097
"94",23.7298571428571,0.0102710668571429,1.66896756208097
"95",24.2817142857143,0.0102710668571429,1.66896756208097
"96",24.8335714285714,0.0102710668571429,1.66896756208097
"97",25.3854285714286,0.0102710668571429,1.66896756208097
"98",25.9372857142857,0.0102710668571429,1.66896756208097
"99",26.4891428571429,0.0102710668571429,1.66896756208097
