"","Difference_SnowFree","Ordinal_date","Predicted"
"1",-8,152,0.943191098747678
"2",-7.61224489795918,152,0.943191098747678
"3",-7.22448979591837,152,0.943191098747678
"4",-6.83673469387755,152,0.941707425155437
"5",-6.44897959183673,152,0.941707425155437
"6",-6.06122448979592,152,0.941707425155437
"7",-5.6734693877551,152,0.941707425155437
"8",-5.28571428571429,152,0.941707425155437
"9",-4.89795918367347,152,0.941707425155437
"10",-4.51020408163265,152,0.941707425155437
"11",-4.12244897959184,152,0.941707425155437
"12",-3.73469387755102,152,0.914922640472589
"13",-3.3469387755102,152,0.914922640472589
"14",-2.95918367346939,152,0.914922640472589
"15",-2.57142857142857,152,0.914922640472589
"16",-2.18367346938776,152,0.914922640472589
"17",-1.79591836734694,152,0.914922640472589
"18",-1.40816326530612,152,0.8960899963352
"19",-1.02040816326531,152,0.8960899963352
"20",-0.63265306122449,152,0.8960899963352
"21",-0.244897959183674,152,0.8960899963352
"22",0.142857142857142,152,0.8960899963352
"23",0.530612244897959,152,0.8960899963352
"24",0.918367346938775,152,0.8960899963352
"25",1.30612244897959,152,0.829298007415966
"26",1.69387755102041,152,0.829298007415966
"27",2.08163265306122,152,0.829298007415966
"28",2.46938775510204,152,0.829298007415966
"29",2.85714285714286,152,0.829298007415966
"30",3.24489795918367,152,0.829298007415966
"31",3.63265306122449,152,0.829298007415966
"32",4.02040816326531,152,0.829298007415966
"33",4.40816326530612,152,0.829298007415966
"34",4.79591836734694,152,0.829298007415966
"35",5.18367346938775,152,0.829298007415966
"36",5.57142857142857,152,0.829298007415966
"37",5.95918367346939,152,0.829298007415966
"38",6.3469387755102,152,0.829298007415966
"39",6.73469387755102,152,0.829298007415966
"40",7.12244897959184,152,0.829298007415966
"41",7.51020408163265,152,0.829298007415966
"42",7.89795918367347,152,0.829298007415966
"43",8.28571428571428,152,0.829298007415966
"44",8.6734693877551,152,0.829298007415966
"45",9.06122448979592,152,0.829298007415966
"46",9.44897959183674,152,0.829298007415966
"47",9.83673469387755,152,0.829298007415966
"48",10.2244897959184,152,0.829298007415966
"49",10.6122448979592,152,0.829298007415966
"50",11,152,0.829298007415966
"51",-8,154.326530612245,0.943191098747678
"52",-7.61224489795918,154.326530612245,0.943191098747678
"53",-7.22448979591837,154.326530612245,0.943191098747678
"54",-6.83673469387755,154.326530612245,0.941707425155437
"55",-6.44897959183673,154.326530612245,0.941707425155437
"56",-6.06122448979592,154.326530612245,0.941707425155437
"57",-5.6734693877551,154.326530612245,0.941707425155437
"58",-5.28571428571429,154.326530612245,0.941707425155437
"59",-4.89795918367347,154.326530612245,0.941707425155437
"60",-4.51020408163265,154.326530612245,0.941707425155437
"61",-4.12244897959184,154.326530612245,0.941707425155437
"62",-3.73469387755102,154.326530612245,0.914922640472589
"63",-3.3469387755102,154.326530612245,0.914922640472589
"64",-2.95918367346939,154.326530612245,0.914922640472589
"65",-2.57142857142857,154.326530612245,0.914922640472589
"66",-2.18367346938776,154.326530612245,0.914922640472589
"67",-1.79591836734694,154.326530612245,0.914922640472589
"68",-1.40816326530612,154.326530612245,0.8960899963352
"69",-1.02040816326531,154.326530612245,0.8960899963352
"70",-0.63265306122449,154.326530612245,0.8960899963352
"71",-0.244897959183674,154.326530612245,0.8960899963352
"72",0.142857142857142,154.326530612245,0.8960899963352
"73",0.530612244897959,154.326530612245,0.8960899963352
"74",0.918367346938775,154.326530612245,0.8960899963352
"75",1.30612244897959,154.326530612245,0.829298007415966
"76",1.69387755102041,154.326530612245,0.829298007415966
"77",2.08163265306122,154.326530612245,0.829298007415966
"78",2.46938775510204,154.326530612245,0.829298007415966
"79",2.85714285714286,154.326530612245,0.829298007415966
"80",3.24489795918367,154.326530612245,0.829298007415966
"81",3.63265306122449,154.326530612245,0.829298007415966
"82",4.02040816326531,154.326530612245,0.829298007415966
"83",4.40816326530612,154.326530612245,0.829298007415966
"84",4.79591836734694,154.326530612245,0.829298007415966
"85",5.18367346938775,154.326530612245,0.829298007415966
"86",5.57142857142857,154.326530612245,0.829298007415966
"87",5.95918367346939,154.326530612245,0.829298007415966
"88",6.3469387755102,154.326530612245,0.829298007415966
"89",6.73469387755102,154.326530612245,0.829298007415966
"90",7.12244897959184,154.326530612245,0.829298007415966
"91",7.51020408163265,154.326530612245,0.829298007415966
"92",7.89795918367347,154.326530612245,0.829298007415966
"93",8.28571428571428,154.326530612245,0.829298007415966
"94",8.6734693877551,154.326530612245,0.829298007415966
"95",9.06122448979592,154.326530612245,0.829298007415966
"96",9.44897959183674,154.326530612245,0.829298007415966
"97",9.83673469387755,154.326530612245,0.829298007415966
"98",10.2244897959184,154.326530612245,0.829298007415966
"99",10.6122448979592,154.326530612245,0.829298007415966
"100",11,154.326530612245,0.829298007415966
"101",-8,156.65306122449,0.943191098747678
"102",-7.61224489795918,156.65306122449,0.943191098747678
"103",-7.22448979591837,156.65306122449,0.943191098747678
"104",-6.83673469387755,156.65306122449,0.941707425155437
"105",-6.44897959183673,156.65306122449,0.941707425155437
"106",-6.06122448979592,156.65306122449,0.941707425155437
"107",-5.6734693877551,156.65306122449,0.941707425155437
"108",-5.28571428571429,156.65306122449,0.941707425155437
"109",-4.89795918367347,156.65306122449,0.941707425155437
"110",-4.51020408163265,156.65306122449,0.941707425155437
"111",-4.12244897959184,156.65306122449,0.941707425155437
"112",-3.73469387755102,156.65306122449,0.914922640472589
"113",-3.3469387755102,156.65306122449,0.914922640472589
"114",-2.95918367346939,156.65306122449,0.914922640472589
"115",-2.57142857142857,156.65306122449,0.914922640472589
