"","elevation_m","Ordinal_date","Predicted"
"1",2987,152,0.789768450349725
"2",2998.48979591837,152,0.789768450349725
"3",3009.97959183673,152,0.789768450349725
"4",3021.4693877551,152,0.789768450349725
"5",3032.95918367347,152,0.789768450349725
"6",3044.44897959184,152,0.789768450349725
"7",3055.9387755102,152,0.789768450349725
"8",3067.42857142857,152,0.789768450349725
"9",3078.91836734694,152,0.789768450349725
"10",3090.40816326531,152,0.789768450349725
"11",3101.89795918367,152,0.789768450349725
"12",3113.38775510204,152,0.789768450349725
"13",3124.87755102041,152,0.789768450349725
"14",3136.36734693878,152,0.789768450349725
"15",3147.85714285714,152,0.789768450349725
"16",3159.34693877551,152,0.789768450349725
"17",3170.83673469388,152,0.789768450349725
"18",3182.32653061224,152,0.789768450349725
"19",3193.81632653061,152,0.789768450349725
"20",3205.30612244898,152,0.789768450349725
"21",3216.79591836735,152,0.789768450349725
"22",3228.28571428571,152,0.918631985961178
"23",3239.77551020408,152,0.881927578791778
"24",3251.26530612245,152,0.857850227806602
"25",3262.75510204082,152,0.857850227806602
"26",3274.24489795918,152,0.857850227806602
"27",3285.73469387755,152,0.829298007415966
"28",3297.22448979592,152,0.829298007415966
"29",3308.71428571429,152,0.829298007415966
"30",3320.20408163265,152,0.814307700914816
"31",3331.69387755102,152,0.814307700914816
"32",3343.18367346939,152,0.767428528554962
"33",3354.67346938776,152,0.767428528554962
"34",3366.16326530612,152,0.649914799688788
"35",3377.65306122449,152,0.649914799688788
"36",3389.14285714286,152,0.649914799688788
"37",3400.63265306122,152,0.649914799688788
"38",3412.12244897959,152,0.649914799688788
"39",3423.61224489796,152,0.679918610063681
"40",3435.10204081633,152,0.679918610063681
"41",3446.59183673469,152,0.700735247590511
"42",3458.08163265306,152,0.665030616154553
"43",3469.57142857143,152,0.602844408747682
"44",3481.0612244898,152,0.626529318590856
"45",3492.55102040816,152,0.626529318590856
"46",3504.04081632653,152,0.551954830868178
"47",3515.5306122449,152,0.551954830868178
"48",3527.02040816327,152,0.551954830868178
"49",3538.51020408163,152,0.551954830868178
"50",3550,152,0.551954830868178
"51",2987,154.326530612245,0.789768450349725
"52",2998.48979591837,154.326530612245,0.789768450349725
"53",3009.97959183673,154.326530612245,0.789768450349725
"54",3021.4693877551,154.326530612245,0.789768450349725
"55",3032.95918367347,154.326530612245,0.789768450349725
"56",3044.44897959184,154.326530612245,0.789768450349725
"57",3055.9387755102,154.326530612245,0.789768450349725
"58",3067.42857142857,154.326530612245,0.789768450349725
"59",3078.91836734694,154.326530612245,0.789768450349725
"60",3090.40816326531,154.326530612245,0.789768450349725
"61",3101.89795918367,154.326530612245,0.789768450349725
"62",3113.38775510204,154.326530612245,0.789768450349725
"63",3124.87755102041,154.326530612245,0.789768450349725
"64",3136.36734693878,154.326530612245,0.789768450349725
"65",3147.85714285714,154.326530612245,0.789768450349725
"66",3159.34693877551,154.326530612245,0.789768450349725
"67",3170.83673469388,154.326530612245,0.789768450349725
"68",3182.32653061224,154.326530612245,0.789768450349725
"69",3193.81632653061,154.326530612245,0.789768450349725
"70",3205.30612244898,154.326530612245,0.789768450349725
"71",3216.79591836735,154.326530612245,0.789768450349725
"72",3228.28571428571,154.326530612245,0.918631985961178
"73",3239.77551020408,154.326530612245,0.881927578791778
"74",3251.26530612245,154.326530612245,0.857850227806602
"75",3262.75510204082,154.326530612245,0.857850227806602
"76",3274.24489795918,154.326530612245,0.857850227806602
"77",3285.73469387755,154.326530612245,0.829298007415966
"78",3297.22448979592,154.326530612245,0.829298007415966
"79",3308.71428571429,154.326530612245,0.829298007415966
"80",3320.20408163265,154.326530612245,0.814307700914816
"81",3331.69387755102,154.326530612245,0.814307700914816
"82",3343.18367346939,154.326530612245,0.767428528554962
"83",3354.67346938776,154.326530612245,0.767428528554962
"84",3366.16326530612,154.326530612245,0.649914799688788
"85",3377.65306122449,154.326530612245,0.649914799688788
"86",3389.14285714286,154.326530612245,0.649914799688788
"87",3400.63265306122,154.326530612245,0.649914799688788
"88",3412.12244897959,154.326530612245,0.649914799688788
"89",3423.61224489796,154.326530612245,0.679918610063681
"90",3435.10204081633,154.326530612245,0.679918610063681
"91",3446.59183673469,154.326530612245,0.700735247590511
"92",3458.08163265306,154.326530612245,0.665030616154553
"93",3469.57142857143,154.326530612245,0.602844408747682
"94",3481.0612244898,154.326530612245,0.626529318590856
"95",3492.55102040816,154.326530612245,0.626529318590856
"96",3504.04081632653,154.326530612245,0.551954830868178
"97",3515.5306122449,154.326530612245,0.551954830868178
"98",3527.02040816327,154.326530612245,0.551954830868178
"99",3538.51020408163,154.326530612245,0.551954830868178
"100",3550,154.326530612245,0.551954830868178
"101",2987,156.65306122449,0.789768450349725
"102",2998.48979591837,156.65306122449,0.789768450349725
"103",3009.97959183673,156.65306122449,0.789768450349725
"104",3021.4693877551,156.65306122449,0.789768450349725
"105",3032.95918367347,156.65306122449,0.789768450349725
"106",3044.44897959184,156.65306122449,0.789768450349725
"107",3055.9387755102,156.65306122449,0.789768450349725
"108",3067.42857142857,156.65306122449,0.789768450349725
"109",3078.91836734694,156.65306122449,0.789768450349725
"110",3090.40816326531,156.65306122449,0.789768450349725
"111",3101.89795918367,156.65306122449,0.789768450349725
"112",3113.38775510204,156.65306122449,0.789768450349725
"113",3124.87755102041,156.65306122449,0.789768450349725
"114",3136.36734693878,156.65306122449,0.789768450349725
"115",3147.85714285714,156.65306122449,0.789768450349725
"116",3159.34693877551,156.65306122449,0.789768450349725
"117",3170.83673469388,156.65306122449,0.789768450349725
"118",3182.32653061224,156.65306122449,0.789768450349725
"119",3193.81632653061,156.65306122449,0.789768450349725
"120",3205.30612244898,156.65306122449,0.789768450349725
"121",3216.79591836735,156.65306122449,0.789768450349725
"122",3228.28571428571,156.65306122449,0.918631985961178
