"","LON_DD","Ordinal_date","Predicted"
"1",-105.6737137,152,1.28643919695871
"2",-105.672053138776,152,1.28643919695871
"3",-105.670392577551,152,1.28643919695871
"4",-105.668732016327,152,1.28643919695871
"5",-105.667071455102,152,1.28643919695871
"6",-105.665410893878,152,1.28643919695871
"7",-105.663750332653,152,1.28643919695871
"8",-105.662089771429,152,1.28643919695871
"9",-105.660429210204,152,1.24110331397355
"10",-105.65876864898,152,1.23233788111638
"11",-105.657108087755,152,1.23165785366326
"12",-105.655447526531,152,1.23165785366326
"13",-105.653786965306,152,1.22619077390452
"14",-105.652126404082,152,1.22619077390452
"15",-105.650465842857,152,1.22369004405894
"16",-105.648805281633,152,1.22794156429621
"17",-105.647144720408,152,1.2298724120921
"18",-105.645484159184,152,1.23415529463971
"19",-105.643823597959,152,1.23941700702766
"20",-105.642163036735,152,1.25353063300113
"21",-105.64050247551,152,1.24421261582119
"22",-105.638841914286,152,1.2405014909067
"23",-105.637181353061,152,1.2405014909067
"24",-105.635520791837,152,1.2405014909067
"25",-105.633860230612,152,1.25252039293279
"26",-105.632199669388,152,1.25808503021959
"27",-105.630539108163,152,1.25808503021959
"28",-105.628878546939,152,1.25916405174981
"29",-105.627217985714,152,1.25916405174981
"30",-105.62555742449,152,1.25916405174981
"31",-105.623896863265,152,1.25916405174981
"32",-105.622236302041,152,1.26172120777573
"33",-105.620575740816,152,1.26172120777573
"34",-105.618915179592,152,1.31110214620215
"35",-105.617254618367,152,1.31351735853509
"36",-105.615594057143,152,1.31351735853509
"37",-105.613933495918,152,1.31351735853509
"38",-105.612272934694,152,1.31525000064355
"39",-105.610612373469,152,1.31525000064355
"40",-105.608951812245,152,1.31525000064355
"41",-105.60729125102,152,1.32671207734117
"42",-105.605630689796,152,1.32671207734117
"43",-105.603970128571,152,1.32671207734117
"44",-105.602309567347,152,1.32671207734117
"45",-105.600649006122,152,1.32671207734117
"46",-105.598988444898,152,1.32671207734117
"47",-105.597327883673,152,1.32671207734117
"48",-105.595667322449,152,1.32671207734117
"49",-105.594006761224,152,1.32671207734117
"50",-105.5923462,152,1.32671207734117
"51",-105.6737137,154.326530612245,1.28643919695871
