"","NtoP","lake_perc_area","Predicted"
"1",18.1,0.48,0.685494593094843
"2",44.0040816326531,0.48,0.685494593094843
"3",69.9081632653061,0.48,0.549268184445112
"4",95.8122448979592,0.48,0.692632709062964
"5",121.716326530612,0.48,0.706883353484264
"6",147.620408163265,0.48,0.698243104205793
"7",173.524489795918,0.48,0.71527795450275
"8",199.428571428571,0.48,0.746048418711157
"9",225.332653061225,0.48,0.759457517207701
"10",251.236734693878,0.48,0.962562065360679
"11",277.140816326531,0.48,0.959107897684062
"12",303.044897959184,0.48,0.961249398383123
"13",328.948979591837,0.48,0.961249398383123
"14",354.85306122449,0.48,0.961249398383123
"15",380.757142857143,0.48,0.961249398383123
"16",406.661224489796,0.48,0.961249398383123
"17",432.565306122449,0.48,0.961249398383123
"18",458.469387755102,0.48,0.961249398383123
"19",484.373469387755,0.48,0.961249398383123
"20",510.277551020408,0.48,0.961249398383123
"21",536.181632653061,0.48,0.961249398383123
"22",562.085714285714,0.48,0.961249398383123
"23",587.989795918367,0.48,0.961249398383123
"24",613.893877551021,0.48,0.961249398383123
"25",639.797959183674,0.48,0.961249398383123
"26",665.702040816327,0.48,0.961249398383123
"27",691.60612244898,0.48,0.961249398383123
"28",717.510204081633,0.48,0.961249398383123
"29",743.414285714286,0.48,0.961249398383123
"30",769.318367346939,0.48,0.961249398383123
"31",795.222448979592,0.48,0.961249398383123
"32",821.126530612245,0.48,0.961249398383123
"33",847.030612244898,0.48,0.961249398383123
"34",872.934693877551,0.48,0.961249398383123
"35",898.838775510204,0.48,0.961249398383123
"36",924.742857142857,0.48,0.961249398383123
"37",950.64693877551,0.48,0.961249398383123
"38",976.551020408163,0.48,0.961249398383123
"39",1002.45510204082,0.48,0.961249398383123
"40",1028.35918367347,0.48,0.961249398383123
"41",1054.26326530612,0.48,0.961249398383123
"42",1080.16734693878,0.48,0.961249398383123
"43",1106.07142857143,0.48,0.961249398383123
"44",1131.97551020408,0.48,0.961249398383123
"45",1157.87959183673,0.48,0.961249398383123
"46",1183.78367346939,0.48,0.961249398383123
"47",1209.68775510204,0.48,0.961249398383123
"48",1235.59183673469,0.48,0.961249398383123
"49",1261.49591836735,0.48,0.961249398383123
"50",1287.4,0.48,0.961249398383123
"51",18.1,0.680204081632653,0.685494593094843
"52",44.0040816326531,0.680204081632653,0.685494593094843
"53",69.9081632653061,0.680204081632653,0.549268184445112
"54",95.8122448979592,0.680204081632653,0.692632709062964
"55",121.716326530612,0.680204081632653,0.706883353484264
"56",147.620408163265,0.680204081632653,0.698243104205793
"57",173.524489795918,0.680204081632653,0.71527795450275
"58",199.428571428571,0.680204081632653,0.746048418711157
"59",225.332653061225,0.680204081632653,0.759457517207701
"60",251.236734693878,0.680204081632653,0.962562065360679
"61",277.140816326531,0.680204081632653,0.959107897684062
"62",303.044897959184,0.680204081632653,0.961249398383123
"63",328.948979591837,0.680204081632653,0.961249398383123
"64",354.85306122449,0.680204081632653,0.961249398383123
"65",380.757142857143,0.680204081632653,0.961249398383123
"66",406.661224489796,0.680204081632653,0.961249398383123
"67",432.565306122449,0.680204081632653,0.961249398383123
"68",458.469387755102,0.680204081632653,0.961249398383123
"69",484.373469387755,0.680204081632653,0.961249398383123
"70",510.277551020408,0.680204081632653,0.961249398383123
"71",536.181632653061,0.680204081632653,0.961249398383123
"72",562.085714285714,0.680204081632653,0.961249398383123
"73",587.989795918367,0.680204081632653,0.961249398383123
"74",613.893877551021,0.680204081632653,0.961249398383123
"75",639.797959183674,0.680204081632653,0.961249398383123
"76",665.702040816327,0.680204081632653,0.961249398383123
"77",691.60612244898,0.680204081632653,0.961249398383123
"78",717.510204081633,0.680204081632653,0.961249398383123
"79",743.414285714286,0.680204081632653,0.961249398383123
"80",769.318367346939,0.680204081632653,0.961249398383123
"81",795.222448979592,0.680204081632653,0.961249398383123
"82",821.126530612245,0.680204081632653,0.961249398383123
"83",847.030612244898,0.680204081632653,0.961249398383123
"84",872.934693877551,0.680204081632653,0.961249398383123
"85",898.838775510204,0.680204081632653,0.961249398383123
"86",924.742857142857,0.680204081632653,0.961249398383123
"87",950.64693877551,0.680204081632653,0.961249398383123
"88",976.551020408163,0.680204081632653,0.961249398383123
"89",1002.45510204082,0.680204081632653,0.961249398383123
"90",1028.35918367347,0.680204081632653,0.961249398383123
"91",1054.26326530612,0.680204081632653,0.961249398383123
"92",1080.16734693878,0.680204081632653,0.961249398383123
"93",1106.07142857143,0.680204081632653,0.961249398383123
"94",1131.97551020408,0.680204081632653,0.961249398383123
"95",1157.87959183673,0.680204081632653,0.961249398383123
"96",1183.78367346939,0.680204081632653,0.961249398383123
"97",1209.68775510204,0.680204081632653,0.961249398383123
"98",1235.59183673469,0.680204081632653,0.961249398383123
"99",1261.49591836735,0.680204081632653,0.961249398383123
"100",1287.4,0.680204081632653,0.961249398383123
"101",18.1,0.880408163265306,0.773449913612047
"102",44.0040816326531,0.880408163265306,0.773449913612047
"103",69.9081632653061,0.880408163265306,0.637223504962315
"104",95.8122448979592,0.880408163265306,0.780588029580166
"105",121.716326530612,0.880408163265306,0.794838674001466
"106",147.620408163265,0.880408163265306,0.786198424722995
"107",173.524489795918,0.880408163265306,0.805276687311182
"108",199.428571428571,0.880408163265306,0.83604715151959
"109",225.332653061225,0.880408163265306,0.854626852704128
"110",251.236734693878,0.880408163265306,1.0632492673447
"111",277.140816326531,0.880408163265306,1.05979509966809
"112",303.044897959184,0.880408163265306,1.06193660036715
"113",328.948979591837,0.880408163265306,1.06193660036715
"114",354.85306122449,0.880408163265306,1.06193660036715
"115",380.757142857143,0.880408163265306,1.06193660036715
"116",406.661224489796,0.880408163265306,1.06193660036715
"117",432.565306122449,0.880408163265306,1.06193660036715
"118",458.469387755102,0.880408163265306,1.06193660036715
"119",484.373469387755,0.880408163265306,1.06193660036715
"120",510.277551020408,0.880408163265306,1.06193660036715
"121",536.181632653061,0.880408163265306,1.06193660036715
