"n.trees","cv.r.squared"
2179,0.237192186108601
4865,0.268020144591365
2593,0.230373945270384
960,0.208681634157681
1691,0.199958807680032
3579,0.220836775672425
2517,0.253659408555461
1676,0.200025508188333
3791,0.221693393285616
1277,0.193127315367338
1706,0.194512075365581
1930,0.20706742649645
2347,0.227313918991214
2485,0.256889713395464
1897,0.19747049525421
3780,0.267498501376779
4833,0.220089114305599
2725,0.228428620269645
3092,0.236598548113845
3917,0.23421153069718
3186,0.218210655516723
4936,0.220660736645678
3916,0.237539169548374
5027,0.271533465910225
1594,0.17063403862047
2506,0.247206671748884
1782,0.225603960586757
4395,0.253355253715939
1899,0.207152280376116
4254,0.240252493921932
3970,0.237037287027909
2326,0.2196108484937
4871,0.277760359935631
2308,0.205414871820526
2750,0.196581754517921
5018,0.207343725108821
2098,0.222744700428132
3933,0.20196408912493
4646,0.224291027674525
3601,0.275064107161624
2223,0.232816821092401
2715,0.205985530204781
4153,0.271138830685181
1935,0.213667252229722
2142,0.215226464938923
3871,0.20235899569718
4644,0.214722856455822
4465,0.252328625695545
4310,0.271323110388659
2106,0.265086786753688
4922,0.22112183234053
2521,0.214746018571614
2420,0.22796141741034
4972,0.277891807311069
2966,0.220831986208951
1896,0.233156013228287
3986,0.233615831868103
1642,0.233445668436875
2440,0.255852217579266
3256,0.216653910656784
5057,0.212850028905364
5036,0.256659192306667
3351,0.281440125516035
1400,0.22536569450219
1779,0.245984373714317
3291,0.24546550136873
3514,0.171864695537126
1693,0.173751949332136
1945,0.207867225464028
5051,0.24934551186605
1258,0.216908650255142
2095,0.192545341059326
5049,0.268470847606829
2653,0.209746549273963
2766,0.259744286134063
3466,0.236918101729572
4933,0.200084869633262
4186,0.270785596208912
1525,0.218568997251812
2906,0.216879713573021
2280,0.215626778152018
2143,0.199314522157076
2417,0.199180531234707
4885,0.207561490433909
3385,0.277752900153355
5057,0.273286111157064
4845,0.274396603791143
3206,0.255298635467978
1303,0.180714302475901
2459,0.203258744541969
1392,0.224802355783402
2334,0.253279648159353
4848,0.208477670179797
2796,0.189690603921041
3548,0.274342686068361
1739,0.217001492296687
2444,0.231125006563558
4649,0.262602310652104
1930,0.218725115162452
3165,0.261050103180812
