"bf","lr","best.iter","best.iter.sd","cv.r.squared","cv.r.squared.sd"
0.5,5e-04,33349,7720.90652420786,0.225634008220491,0.0213901764139454
0.6,5e-04,25073.2,7769.90909141728,0.218330596177609,0.0271816085625536
0.7,5e-04,24551.8,6028.69891620258,0.207395803332641,0.0264844695253043
0.5,0.001,18361.9,11152.1447708003,0.231315839190548,0.0259876526872485
0.6,0.001,14987.3,6566.14514088069,0.222974327488646,0.0265364353867061
0.7,0.001,14435.6,9572.38046789941,0.218596908864207,0.0328952393544354
0.5,0.005,5057.5,3998.14516022395,0.250678416888485,0.0231507120596645
0.6,0.005,4417.9,2774.50277627462,0.239273121487791,0.0218131192998575
0.7,0.005,2255.6,648.840709779116,0.221824662055848,0.0201540233770471
0.5,0.01,1936.8,865.60329635848,0.238229130969175,0.0267519603333298
0.6,0.01,1409.5,801.705716304652,0.20958495362788,0.0227047923602248
0.7,0.01,1539.9,1262.43674869058,0.225145132329923,0.0226073561858898
0.5,0.05,395.1,399.552930716876,0.216655433066762,0.024967374412076
0.6,0.05,253.5,113.5030591854,0.220447703316803,0.0224249387555037
0.7,0.05,384.1,165.848290782738,0.213263780020379,0.0321560665950915
0.5,0.1,1896.7,5073.44277258221,0.219241383698569,0.0284081172645653
0.6,0.1,120.1,87.9020287972164,0.194331864561188,0.0337338401700811
0.7,0.1,109.7,74.2039980953408,0.204549290555469,0.0345786584981478
