"","NO3_N","lake_perc_area","Predicted"
"1",0.002,0.48,1.1126399260809
"2",0.0100612244897959,0.48,1.1126399260809
"3",0.0181224489795918,0.48,1.11151670175291
"4",0.0261836734693878,0.48,0.987430328219317
"5",0.0342448979591837,0.48,1.05788222575892
"6",0.0423061224489796,0.48,1.13861071678142
"7",0.0503673469387755,0.48,1.13159495551334
"8",0.0584285714285714,0.48,1.144064280708
"9",0.0664897959183673,0.48,1.12150209051938
"10",0.0745510204081633,0.48,1.09662499356578
"11",0.0826122448979592,0.48,0.730038331482196
"12",0.0906734693877551,0.48,0.701812984496512
"13",0.098734693877551,0.48,0.694578424577774
"14",0.106795918367347,0.48,0.664137614877128
"15",0.114857142857143,0.48,0.689963443492901
"16",0.122918367346939,0.48,0.638547360852657
"17",0.130979591836735,0.48,0.64810168018894
"18",0.139040816326531,0.48,0.647451221078872
"19",0.147102040816327,0.48,0.638896409555239
"20",0.155163265306122,0.48,0.636701132511765
"21",0.163224489795918,0.48,0.637921339232222
"22",0.171285714285714,0.48,0.633202549284593
"23",0.17934693877551,0.48,0.635862058943654
"24",0.187408163265306,0.48,0.663545653575701
"25",0.195469387755102,0.48,0.667062628251431
"26",0.203530612244898,0.48,0.667062628251431
"27",0.211591836734694,0.48,0.667062628251431
"28",0.21965306122449,0.48,0.667062628251431
"29",0.227714285714286,0.48,0.667062628251431
"30",0.235775510204082,0.48,0.667062628251431
"31",0.243836734693878,0.48,0.667062628251431
"32",0.251897959183673,0.48,0.667062628251431
"33",0.259959183673469,0.48,0.667062628251431
"34",0.268020408163265,0.48,0.667062628251431
"35",0.276081632653061,0.48,0.667062628251431
"36",0.284142857142857,0.48,0.667062628251431
"37",0.292204081632653,0.48,0.667062628251431
"38",0.300265306122449,0.48,0.667062628251431
"39",0.308326530612245,0.48,0.667062628251431
"40",0.316387755102041,0.48,0.667062628251431
"41",0.324448979591837,0.48,0.667062628251431
"42",0.332510204081633,0.48,0.667062628251431
"43",0.340571428571429,0.48,0.667062628251431
"44",0.348632653061224,0.48,0.667062628251431
"45",0.35669387755102,0.48,0.667062628251431
"46",0.364755102040816,0.48,0.667062628251431
"47",0.372816326530612,0.48,0.667062628251431
"48",0.380877551020408,0.48,0.667062628251431
"49",0.388938775510204,0.48,0.667062628251431
"50",0.397,0.48,0.667062628251431
"51",0.002,0.680204081632653,1.1126399260809
