"","ppt_percent_normal","lake_perc_area","Predicted"
"1",0.23120234,0.48,0.546908163724023
"2",0.251468498367347,0.48,0.546908163724023
"3",0.271734656734694,0.48,0.546908163724023
"4",0.292000815102041,0.48,0.546908163724023
"5",0.312266973469388,0.48,0.556086520567917
"6",0.332533131836735,0.48,0.54911068922183
"7",0.352799290204082,0.48,0.549911393655773
"8",0.373065448571429,0.48,0.542295144520125
"9",0.393331606938776,0.48,0.544549848956085
"10",0.413597765306122,0.48,0.544549848956085
"11",0.433863923673469,0.48,0.555339706242302
"12",0.454130082040816,0.48,0.608304849132544
"13",0.474396240408163,0.48,0.692213541365107
"14",0.49466239877551,0.48,0.694056253430769
"15",0.514928557142857,0.48,0.696224289072513
"16",0.535194715510204,0.48,0.696224289072513
"17",0.555460873877551,0.48,0.699251138346156
"18",0.575727032244898,0.48,0.699251138346156
"19",0.595993190612245,0.48,0.699251138346156
"20",0.616259348979592,0.48,0.699251138346156
"21",0.636525507346939,0.48,0.699251138346156
"22",0.656791665714286,0.48,0.699251138346156
"23",0.677057824081633,0.48,0.699251138346156
"24",0.69732398244898,0.48,0.699251138346156
"25",0.717590140816327,0.48,0.699251138346156
"26",0.737856299183673,0.48,0.694235286543626
"27",0.75812245755102,0.48,0.69274718834506
"28",0.778388615918367,0.48,0.691478278106562
"29",0.798654774285714,0.48,0.691478278106562
"30",0.818920932653061,0.48,0.691478278106562
"31",0.839187091020408,0.48,0.691478278106562
"32",0.859453249387755,0.48,0.691478278106562
"33",0.879719407755102,0.48,0.691478278106562
"34",0.899985566122449,0.48,0.691478278106562
"35",0.920251724489796,0.48,0.684539017657439
"36",0.940517882857143,0.48,0.684539017657439
"37",0.96078404122449,0.48,0.677473474206929
"38",0.981050199591837,0.48,0.675697800896913
"39",1.00131635795918,0.48,0.655426673469758
"40",1.02158251632653,0.48,0.492224073036922
"41",1.04184867469388,0.48,0.428746199563425
"42",1.06211483306122,0.48,0.419768921893418
"43",1.08238099142857,0.48,0.416489472390069
"44",1.10264714979592,0.48,0.416489472390069
"45",1.12291330816327,0.48,0.409478660808531
"46",1.14317946653061,0.48,0.409478660808531
"47",1.16344562489796,0.48,0.409478660808531
"48",1.18371178326531,0.48,0.409478660808531
"49",1.20397794163265,0.48,0.409478660808531
"50",1.2242441,0.48,0.409478660808531
"51",0.23120234,0.680204081632653,0.546908163724023
"52",0.251468498367347,0.680204081632653,0.546908163724023
"53",0.271734656734694,0.680204081632653,0.546908163724023
"54",0.292000815102041,0.680204081632653,0.546908163724023
"55",0.312266973469388,0.680204081632653,0.556086520567917
"56",0.332533131836735,0.680204081632653,0.54911068922183
"57",0.352799290204082,0.680204081632653,0.549911393655773
"58",0.373065448571429,0.680204081632653,0.542295144520125
"59",0.393331606938776,0.680204081632653,0.544549848956085
"60",0.413597765306122,0.680204081632653,0.544549848956085
"61",0.433863923673469,0.680204081632653,0.555339706242302
"62",0.454130082040816,0.680204081632653,0.608304849132544
"63",0.474396240408163,0.680204081632653,0.692213541365107
"64",0.49466239877551,0.680204081632653,0.694056253430769
"65",0.514928557142857,0.680204081632653,0.696224289072513
"66",0.535194715510204,0.680204081632653,0.696224289072513
"67",0.555460873877551,0.680204081632653,0.699251138346156
"68",0.575727032244898,0.680204081632653,0.699251138346156
"69",0.595993190612245,0.680204081632653,0.699251138346156
"70",0.616259348979592,0.680204081632653,0.699251138346156
"71",0.636525507346939,0.680204081632653,0.699251138346156
"72",0.656791665714286,0.680204081632653,0.699251138346156
"73",0.677057824081633,0.680204081632653,0.699251138346156
"74",0.69732398244898,0.680204081632653,0.699251138346156
"75",0.717590140816327,0.680204081632653,0.699251138346156
"76",0.737856299183673,0.680204081632653,0.694235286543626
"77",0.75812245755102,0.680204081632653,0.69274718834506
"78",0.778388615918367,0.680204081632653,0.691478278106562
"79",0.798654774285714,0.680204081632653,0.691478278106562
"80",0.818920932653061,0.680204081632653,0.691478278106562
"81",0.839187091020408,0.680204081632653,0.691478278106562
"82",0.859453249387755,0.680204081632653,0.691478278106562
"83",0.879719407755102,0.680204081632653,0.691478278106562
"84",0.899985566122449,0.680204081632653,0.691478278106562
"85",0.920251724489796,0.680204081632653,0.684539017657439
"86",0.940517882857143,0.680204081632653,0.684539017657439
"87",0.96078404122449,0.680204081632653,0.677473474206929
"88",0.981050199591837,0.680204081632653,0.675697800896913
"89",1.00131635795918,0.680204081632653,0.655426673469758
"90",1.02158251632653,0.680204081632653,0.492224073036922
"91",1.04184867469388,0.680204081632653,0.428746199563425
"92",1.06211483306122,0.680204081632653,0.419768921893418
"93",1.08238099142857,0.680204081632653,0.416489472390069
"94",1.10264714979592,0.680204081632653,0.416489472390069
"95",1.12291330816327,0.680204081632653,0.409478660808531
"96",1.14317946653061,0.680204081632653,0.409478660808531
"97",1.16344562489796,0.680204081632653,0.409478660808531
"98",1.18371178326531,0.680204081632653,0.409478660808531
"99",1.20397794163265,0.680204081632653,0.409478660808531
"100",1.2242441,0.680204081632653,0.409478660808531
"101",0.23120234,0.880408163265306,0.636906896532455
"102",0.251468498367347,0.880408163265306,0.636906896532455
"103",0.271734656734694,0.880408163265306,0.636906896532455
"104",0.292000815102041,0.880408163265306,0.636906896532455
"105",0.312266973469388,0.880408163265306,0.64608525337635
"106",0.332533131836735,0.880408163265306,0.639109422030263
"107",0.352799290204082,0.880408163265306,0.639910126464206
"108",0.373065448571429,0.880408163265306,0.632293877328558
"109",0.393331606938776,0.880408163265306,0.634548581764518
"110",0.413597765306122,0.880408163265306,0.634548581764518
"111",0.433863923673469,0.880408163265306,0.645338439050735
"112",0.454130082040816,0.880408163265306,0.698303581940977
"113",0.474396240408163,0.880408163265306,0.78221227417354
"114",0.49466239877551,0.880408163265306,0.784054986239202
"115",0.514928557142857,0.880408163265306,0.786223021880946
"116",0.535194715510204,0.880408163265306,0.786223021880946
"117",0.555460873877551,0.880408163265306,0.789249871154589
"118",0.575727032244898,0.880408163265306,0.789249871154589
"119",0.595993190612245,0.880408163265306,0.789249871154589
"120",0.616259348979592,0.880408163265306,0.789249871154589
"121",0.636525507346939,0.880408163265306,0.789249871154589
"122",0.656791665714286,0.880408163265306,0.789249871154589
"123",0.677057824081633,0.880408163265306,0.789249871154589
