"","NO3_N","radSUM","Predicted"
"1",0.002,171494.0177,1.5927576583401
"2",0.0100612244897959,171494.0177,1.5927576583401
"3",0.0181224489795918,171494.0177,1.5916344340121
"4",0.0261836734693878,171494.0177,1.47614488880427
"5",0.0342448979591837,171494.0177,1.55055744535342
"6",0.0423061224489796,171494.0177,1.64452791017578
"7",0.0503673469387755,171494.0177,1.63751214890769
"8",0.0584285714285714,171494.0177,1.65160105749636
"9",0.0664897959183673,171494.0177,1.63082641600954
"10",0.0745510204081633,171494.0177,1.61772285211779
"11",0.0826122448979592,171494.0177,1.34257755480935
"12",0.0906734693877551,171494.0177,1.31435220782366
"13",0.098734693877551,171494.0177,1.31179036167331
"14",0.106795918367347,171494.0177,1.28897549744475
"15",0.114857142857143,171494.0177,1.31480132606052
"16",0.122918367346939,171494.0177,1.25722739291476
"17",0.130979591836735,171494.0177,1.26385011479555
"18",0.139040816326531,171494.0177,1.26319965568548
"19",0.147102040816327,171494.0177,1.25162035278096
"20",0.155163265306122,171494.0177,1.24942507573748
"21",0.163224489795918,171494.0177,1.25064528245794
"22",0.171285714285714,171494.0177,1.24592649251031
"23",0.17934693877551,171494.0177,1.24858600216937
"24",0.187408163265306,171494.0177,1.27626959680142
"25",0.195469387755102,171494.0177,1.27843818376531
"26",0.203530612244898,171494.0177,1.27843818376531
"27",0.211591836734694,171494.0177,1.27843818376531
"28",0.21965306122449,171494.0177,1.27843818376531
"29",0.227714285714286,171494.0177,1.27843818376531
"30",0.235775510204082,171494.0177,1.27843818376531
"31",0.243836734693878,171494.0177,1.27843818376531
"32",0.251897959183673,171494.0177,1.27843818376531
"33",0.259959183673469,171494.0177,1.27843818376531
"34",0.268020408163265,171494.0177,1.27843818376531
"35",0.276081632653061,171494.0177,1.27843818376531
"36",0.284142857142857,171494.0177,1.27843818376531
"37",0.292204081632653,171494.0177,1.27843818376531
"38",0.300265306122449,171494.0177,1.27843818376531
"39",0.308326530612245,171494.0177,1.27843818376531
"40",0.316387755102041,171494.0177,1.27843818376531
"41",0.324448979591837,171494.0177,1.27843818376531
"42",0.332510204081633,171494.0177,1.27843818376531
"43",0.340571428571429,171494.0177,1.27843818376531
"44",0.348632653061224,171494.0177,1.27843818376531
"45",0.35669387755102,171494.0177,1.27843818376531
"46",0.364755102040816,171494.0177,1.27843818376531
"47",0.372816326530612,171494.0177,1.27843818376531
"48",0.380877551020408,171494.0177,1.27843818376531
"49",0.388938775510204,171494.0177,1.27843818376531
"50",0.397,171494.0177,1.27843818376531
"51",0.002,172632.792804082,1.5927576583401
"52",0.0100612244897959,172632.792804082,1.5927576583401
"53",0.0181224489795918,172632.792804082,1.5916344340121
"54",0.0261836734693878,172632.792804082,1.47614488880427
"55",0.0342448979591837,172632.792804082,1.55055744535342
"56",0.0423061224489796,172632.792804082,1.64452791017578
"57",0.0503673469387755,172632.792804082,1.63751214890769
"58",0.0584285714285714,172632.792804082,1.65160105749636
"59",0.0664897959183673,172632.792804082,1.63082641600954
"60",0.0745510204081633,172632.792804082,1.61772285211779
"61",0.0826122448979592,172632.792804082,1.34257755480935
"62",0.0906734693877551,172632.792804082,1.31435220782366
"63",0.098734693877551,172632.792804082,1.31179036167331
"64",0.106795918367347,172632.792804082,1.28897549744475
"65",0.114857142857143,172632.792804082,1.31480132606052
"66",0.122918367346939,172632.792804082,1.25722739291476
"67",0.130979591836735,172632.792804082,1.26385011479555
"68",0.139040816326531,172632.792804082,1.26319965568548
"69",0.147102040816327,172632.792804082,1.25162035278096
"70",0.155163265306122,172632.792804082,1.24942507573748
"71",0.163224489795918,172632.792804082,1.25064528245794
"72",0.171285714285714,172632.792804082,1.24592649251031
"73",0.17934693877551,172632.792804082,1.24858600216937
"74",0.187408163265306,172632.792804082,1.27626959680142
"75",0.195469387755102,172632.792804082,1.27843818376531
"76",0.203530612244898,172632.792804082,1.27843818376531
"77",0.211591836734694,172632.792804082,1.27843818376531
"78",0.21965306122449,172632.792804082,1.27843818376531
"79",0.227714285714286,172632.792804082,1.27843818376531
"80",0.235775510204082,172632.792804082,1.27843818376531
"81",0.243836734693878,172632.792804082,1.27843818376531
"82",0.251897959183673,172632.792804082,1.27843818376531
"83",0.259959183673469,172632.792804082,1.27843818376531
"84",0.268020408163265,172632.792804082,1.27843818376531
"85",0.276081632653061,172632.792804082,1.27843818376531
"86",0.284142857142857,172632.792804082,1.27843818376531
"87",0.292204081632653,172632.792804082,1.27843818376531
"88",0.300265306122449,172632.792804082,1.27843818376531
"89",0.308326530612245,172632.792804082,1.27843818376531
"90",0.316387755102041,172632.792804082,1.27843818376531
"91",0.324448979591837,172632.792804082,1.27843818376531
"92",0.332510204081633,172632.792804082,1.27843818376531
"93",0.340571428571429,172632.792804082,1.27843818376531
"94",0.348632653061224,172632.792804082,1.27843818376531
"95",0.35669387755102,172632.792804082,1.27843818376531
"96",0.364755102040816,172632.792804082,1.27843818376531
"97",0.372816326530612,172632.792804082,1.27843818376531
"98",0.380877551020408,172632.792804082,1.27843818376531
"99",0.388938775510204,172632.792804082,1.27843818376531
"100",0.397,172632.792804082,1.27843818376531
"101",0.002,173771.567908163,1.5927576583401
"102",0.0100612244897959,173771.567908163,1.5927576583401
"103",0.0181224489795918,173771.567908163,1.5916344340121
"104",0.0261836734693878,173771.567908163,1.47614488880427
