"","TEMP","TDP_P","Predicted"
"1",2.56,0.31,1.17958417812181
"2",2.89551020408163,0.31,1.17958417812181
"3",3.23102040816327,0.31,1.17958417812181
"4",3.5665306122449,0.31,1.17958417812181
"5",3.90204081632653,0.31,1.17958417812181
"6",4.23755102040816,0.31,1.17958417812181
"7",4.5730612244898,0.31,1.17958417812181
"8",4.90857142857143,0.31,1.17958417812181
"9",5.24408163265306,0.31,1.17410141364948
"10",5.57959183673469,0.31,1.38978560365968
"11",5.91510204081633,0.31,1.42726078317762
"12",6.25061224489796,0.31,1.43135047590346
"13",6.58612244897959,0.31,1.42802143581267
"14",6.92163265306123,0.31,1.43731513840042
"15",7.25714285714286,0.31,1.4419145630625
"16",7.59265306122449,0.31,1.42660640018627
"17",7.92816326530612,0.31,1.36484636258073
"18",8.26367346938776,0.31,1.36994681666398
"19",8.59918367346939,0.31,1.36994681666398
"20",8.93469387755102,0.31,1.35894961389133
"21",9.27020408163265,0.31,1.3388555347157
"22",9.60571428571429,0.31,1.33493672387757
"23",9.94122448979592,0.31,1.33493672387757
"24",10.2767346938776,0.31,1.27900805142597
"25",10.6122448979592,0.31,1.24593764361248
"26",10.9477551020408,0.31,1.14308549216741
"27",11.2832653061225,0.31,1.10532757457175
"28",11.6187755102041,0.31,1.09614514458848
"29",11.9542857142857,0.31,1.09614514458848
"30",12.2897959183673,0.31,1.07096320671416
"31",12.625306122449,0.31,1.07096320671416
"32",12.9608163265306,0.31,1.07096320671416
"33",13.2963265306122,0.31,1.04395935149359
"34",13.6318367346939,0.31,1.04395935149359
"35",13.9673469387755,0.31,1.04395935149359
"36",14.3028571428571,0.31,1.04395935149359
"37",14.6383673469388,0.31,1.04395935149359
"38",14.9738775510204,0.31,1.04395935149359
"39",15.309387755102,0.31,1.04395935149359
"40",15.6448979591837,0.31,1.04395935149359
"41",15.9804081632653,0.31,1.04395935149359
"42",16.3159183673469,0.31,1.04395935149359
"43",16.6514285714286,0.31,1.04395935149359
"44",16.9869387755102,0.31,1.04395935149359
"45",17.3224489795918,0.31,1.04395935149359
"46",17.6579591836735,0.31,1.04395935149359
"47",17.9934693877551,0.31,1.04395935149359
"48",18.3289795918367,0.31,1.04395935149359
"49",18.6644897959184,0.31,1.04395935149359
"50",19,0.31,1.04395935149359
"51",2.56,0.564897959183673,1.17958417812181
"52",2.89551020408163,0.564897959183673,1.17958417812181
"53",3.23102040816327,0.564897959183673,1.17958417812181
"54",3.5665306122449,0.564897959183673,1.17958417812181
"55",3.90204081632653,0.564897959183673,1.17958417812181
"56",4.23755102040816,0.564897959183673,1.17958417812181
"57",4.5730612244898,0.564897959183673,1.17958417812181
"58",4.90857142857143,0.564897959183673,1.17958417812181
"59",5.24408163265306,0.564897959183673,1.17410141364948
"60",5.57959183673469,0.564897959183673,1.38978560365968
"61",5.91510204081633,0.564897959183673,1.42726078317762
"62",6.25061224489796,0.564897959183673,1.43135047590346
"63",6.58612244897959,0.564897959183673,1.42802143581267
"64",6.92163265306123,0.564897959183673,1.43731513840042
"65",7.25714285714286,0.564897959183673,1.4419145630625
"66",7.59265306122449,0.564897959183673,1.42660640018627
"67",7.92816326530612,0.564897959183673,1.36484636258073
"68",8.26367346938776,0.564897959183673,1.36994681666398
"69",8.59918367346939,0.564897959183673,1.36994681666398
"70",8.93469387755102,0.564897959183673,1.35894961389133
"71",9.27020408163265,0.564897959183673,1.3388555347157
"72",9.60571428571429,0.564897959183673,1.33493672387757
"73",9.94122448979592,0.564897959183673,1.33493672387757
"74",10.2767346938776,0.564897959183673,1.27900805142597
"75",10.6122448979592,0.564897959183673,1.24593764361248
"76",10.9477551020408,0.564897959183673,1.14308549216741
"77",11.2832653061225,0.564897959183673,1.10532757457175
"78",11.6187755102041,0.564897959183673,1.09614514458848
"79",11.9542857142857,0.564897959183673,1.09614514458848
"80",12.2897959183673,0.564897959183673,1.07096320671416
"81",12.625306122449,0.564897959183673,1.07096320671416
"82",12.9608163265306,0.564897959183673,1.07096320671416
"83",13.2963265306122,0.564897959183673,1.04395935149359
"84",13.6318367346939,0.564897959183673,1.04395935149359
"85",13.9673469387755,0.564897959183673,1.04395935149359
"86",14.3028571428571,0.564897959183673,1.04395935149359
"87",14.6383673469388,0.564897959183673,1.04395935149359
"88",14.9738775510204,0.564897959183673,1.04395935149359
"89",15.309387755102,0.564897959183673,1.04395935149359
"90",15.6448979591837,0.564897959183673,1.04395935149359
"91",15.9804081632653,0.564897959183673,1.04395935149359
"92",16.3159183673469,0.564897959183673,1.04395935149359
"93",16.6514285714286,0.564897959183673,1.04395935149359
"94",16.9869387755102,0.564897959183673,1.04395935149359
"95",17.3224489795918,0.564897959183673,1.04395935149359
"96",17.6579591836735,0.564897959183673,1.04395935149359
"97",17.9934693877551,0.564897959183673,1.04395935149359
"98",18.3289795918367,0.564897959183673,1.04395935149359
"99",18.6644897959184,0.564897959183673,1.04395935149359
"100",19,0.564897959183673,1.04395935149359
"101",2.56,0.819795918367347,1.17958417812181
"102",2.89551020408163,0.819795918367347,1.17958417812181
"103",3.23102040816327,0.819795918367347,1.17958417812181
"104",3.5665306122449,0.819795918367347,1.17958417812181
"105",3.90204081632653,0.819795918367347,1.17958417812181
"106",4.23755102040816,0.819795918367347,1.17958417812181
"107",4.5730612244898,0.819795918367347,1.17958417812181
"108",4.90857142857143,0.819795918367347,1.17958417812181
"109",5.24408163265306,0.819795918367347,1.17410141364948
"110",5.57959183673469,0.819795918367347,1.38978560365968
"111",5.91510204081633,0.819795918367347,1.42726078317762
"112",6.25061224489796,0.819795918367347,1.43135047590346
"113",6.58612244897959,0.819795918367347,1.42802143581267
"114",6.92163265306123,0.819795918367347,1.43731513840042
"115",7.25714285714286,0.819795918367347,1.4419145630625
"116",7.59265306122449,0.819795918367347,1.42660640018627
"117",7.92816326530612,0.819795918367347,1.36484636258073
"118",8.26367346938776,0.819795918367347,1.36994681666398
"119",8.59918367346939,0.819795918367347,1.36994681666398
"120",8.93469387755102,0.819795918367347,1.35894961389133
"121",9.27020408163265,0.819795918367347,1.3388555347157
"122",9.60571428571429,0.819795918367347,1.33493672387757
"123",9.94122448979592,0.819795918367347,1.33493672387757
"124",10.2767346938776,0.819795918367347,1.27900805142597
"125",10.6122448979592,0.819795918367347,1.24593764361248
"126",10.9477551020408,0.819795918367347,1.14308549216741
"127",11.2832653061225,0.819795918367347,1.10532757457175
"128",11.6187755102041,0.819795918367347,1.09614514458848
"129",11.9542857142857,0.819795918367347,1.09614514458848
"130",12.2897959183673,0.819795918367347,1.07096320671416
"131",12.625306122449,0.819795918367347,1.07096320671416
