"","TDP_P","NtoP","Predicted"
"1",0.31,18.1,1.34789440549393
"2",0.564897959183673,18.1,1.34789440549393
"3",0.819795918367347,18.1,1.34789440549393
"4",1.07469387755102,18.1,1.34789440549393
"5",1.32959183673469,18.1,1.33879035779284
"6",1.58448979591837,18.1,1.31534281092868
"7",1.83938775510204,18.1,1.2816246851018
"8",2.09428571428571,18.1,1.2826637663244
"9",2.34918367346939,18.1,1.39912186534827
"10",2.60408163265306,18.1,1.39646481498371
"11",2.85897959183673,18.1,1.40084140993229
"12",3.11387755102041,18.1,1.41052550560927
"13",3.36877551020408,18.1,1.41911304371527
"14",3.62367346938776,18.1,1.423241249596
"15",3.87857142857143,18.1,1.3867961524511
"16",4.1334693877551,18.1,1.3867961524511
"17",4.38836734693878,18.1,1.41906661650845
"18",4.64326530612245,18.1,1.44317437424845
"19",4.89816326530612,18.1,1.46421203834813
"20",5.1530612244898,18.1,1.46421203834813
"21",5.40795918367347,18.1,1.46854961814453
"22",5.66285714285714,18.1,1.46140385515002
"23",5.91775510204082,18.1,1.46200346091404
"24",6.17265306122449,18.1,1.46200346091404
"25",6.42755102040816,18.1,1.46200346091404
"26",6.68244897959184,18.1,1.46200346091404
"27",6.93734693877551,18.1,1.48500931211262
"28",7.19224489795918,18.1,1.49550950307234
"29",7.44714285714286,18.1,1.50446932155167
"30",7.70204081632653,18.1,1.50446932155167
"31",7.9569387755102,18.1,1.50446932155167
"32",8.21183673469388,18.1,1.50446932155167
"33",8.46673469387755,18.1,1.50446932155167
"34",8.72163265306122,18.1,1.50446932155167
"35",8.9765306122449,18.1,1.50446932155167
"36",9.23142857142857,18.1,1.50446932155167
"37",9.48632653061225,18.1,1.50446932155167
"38",9.74122448979592,18.1,1.50446932155167
"39",9.99612244897959,18.1,1.50446932155167
"40",10.2510204081633,18.1,1.50446932155167
"41",10.5059183673469,18.1,1.50446932155167
"42",10.7608163265306,18.1,1.50446932155167
"43",11.0157142857143,18.1,1.50446932155167
"44",11.270612244898,18.1,1.50446932155167
"45",11.5255102040816,18.1,1.50446932155167
"46",11.7804081632653,18.1,1.50446932155167
"47",12.035306122449,18.1,1.50446932155167
"48",12.2902040816327,18.1,1.50446932155167
"49",12.5451020408163,18.1,1.50446932155167
"50",12.8,18.1,1.50446932155167
"51",0.31,44.0040816326531,1.34789440549393
"52",0.564897959183673,44.0040816326531,1.34789440549393
"53",0.819795918367347,44.0040816326531,1.34789440549393
"54",1.07469387755102,44.0040816326531,1.34789440549393
"55",1.32959183673469,44.0040816326531,1.33879035779284
"56",1.58448979591837,44.0040816326531,1.31534281092868
"57",1.83938775510204,44.0040816326531,1.2816246851018
"58",2.09428571428571,44.0040816326531,1.2826637663244
"59",2.34918367346939,44.0040816326531,1.39912186534827
"60",2.60408163265306,44.0040816326531,1.39646481498371
"61",2.85897959183673,44.0040816326531,1.40084140993229
"62",3.11387755102041,44.0040816326531,1.41052550560927
"63",3.36877551020408,44.0040816326531,1.41911304371527
"64",3.62367346938776,44.0040816326531,1.423241249596
"65",3.87857142857143,44.0040816326531,1.3867961524511
"66",4.1334693877551,44.0040816326531,1.3867961524511
"67",4.38836734693878,44.0040816326531,1.41906661650845
"68",4.64326530612245,44.0040816326531,1.44317437424845
"69",4.89816326530612,44.0040816326531,1.46421203834813
"70",5.1530612244898,44.0040816326531,1.46421203834813
"71",5.40795918367347,44.0040816326531,1.46854961814453
"72",5.66285714285714,44.0040816326531,1.46140385515002
"73",5.91775510204082,44.0040816326531,1.46200346091404
"74",6.17265306122449,44.0040816326531,1.46200346091404
"75",6.42755102040816,44.0040816326531,1.46200346091404
"76",6.68244897959184,44.0040816326531,1.46200346091404
"77",6.93734693877551,44.0040816326531,1.48500931211262
"78",7.19224489795918,44.0040816326531,1.49550950307234
"79",7.44714285714286,44.0040816326531,1.50446932155167
"80",7.70204081632653,44.0040816326531,1.50446932155167
"81",7.9569387755102,44.0040816326531,1.50446932155167
"82",8.21183673469388,44.0040816326531,1.50446932155167
"83",8.46673469387755,44.0040816326531,1.50446932155167
"84",8.72163265306122,44.0040816326531,1.50446932155167
"85",8.9765306122449,44.0040816326531,1.50446932155167
"86",9.23142857142857,44.0040816326531,1.50446932155167
"87",9.48632653061225,44.0040816326531,1.50446932155167
"88",9.74122448979592,44.0040816326531,1.50446932155167
"89",9.99612244897959,44.0040816326531,1.50446932155167
"90",10.2510204081633,44.0040816326531,1.50446932155167
"91",10.5059183673469,44.0040816326531,1.50446932155167
"92",10.7608163265306,44.0040816326531,1.50446932155167
"93",11.0157142857143,44.0040816326531,1.50446932155167
"94",11.270612244898,44.0040816326531,1.50446932155167
"95",11.5255102040816,44.0040816326531,1.50446932155167
"96",11.7804081632653,44.0040816326531,1.50446932155167
"97",12.035306122449,44.0040816326531,1.50446932155167
"98",12.2902040816327,44.0040816326531,1.50446932155167
"99",12.5451020408163,44.0040816326531,1.50446932155167
"100",12.8,44.0040816326531,1.50446932155167
"101",0.31,69.9081632653061,1.21334328558984
"102",0.564897959183673,69.9081632653061,1.21334328558984
"103",0.819795918367347,69.9081632653061,1.21334328558984
"104",1.07469387755102,69.9081632653061,1.21334328558984
"105",1.32959183673469,69.9081632653061,1.20423923788876
"106",1.58448979591837,69.9081632653061,1.1807916910246
"107",1.83938775510204,69.9081632653061,1.14707356519772
"108",2.09428571428571,69.9081632653061,1.14811264642032
"109",2.34918367346939,69.9081632653061,1.26457074544418
"110",2.60408163265306,69.9081632653061,1.26191369507962
"111",2.85897959183673,69.9081632653061,1.2662902900282
"112",3.11387755102041,69.9081632653061,1.27597438570519
"113",3.36877551020408,69.9081632653061,1.28456192381119
"114",3.62367346938776,69.9081632653061,1.28869012969192
"115",3.87857142857143,69.9081632653061,1.24230839222063
"116",4.1334693877551,69.9081632653061,1.24230839222063
"117",4.38836734693878,69.9081632653061,1.27457885627798
"118",4.64326530612245,69.9081632653061,1.29868661401799
"119",4.89816326530612,69.9081632653061,1.31972427811766
"120",5.1530612244898,69.9081632653061,1.31972427811766
"121",5.40795918367347,69.9081632653061,1.32406185791407
"122",5.66285714285714,69.9081632653061,1.31691609491956
"123",5.91775510204082,69.9081632653061,1.31751570068358
"124",6.17265306122449,69.9081632653061,1.31751570068358
"125",6.42755102040816,69.9081632653061,1.31751570068358
"126",6.68244897959184,69.9081632653061,1.31751570068358
"127",6.93734693877551,69.9081632653061,1.34052155188216
"128",7.19224489795918,69.9081632653061,1.35102174284188
