"","TEMP","NtoP","Predicted"
"1",2.56,18.1,1.26517289952753
"2",2.89551020408163,18.1,1.26517289952753
"3",3.23102040816327,18.1,1.26517289952753
"4",3.5665306122449,18.1,1.26517289952753
"5",3.90204081632653,18.1,1.26517289952753
"6",4.23755102040816,18.1,1.26517289952753
"7",4.5730612244898,18.1,1.26517289952753
"8",4.90857142857143,18.1,1.26517289952753
"9",5.24408163265306,18.1,1.25969013505521
"10",5.57959183673469,18.1,1.47736009034163
"11",5.91510204081633,18.1,1.5115309091973
"12",6.25061224489796,18.1,1.51914362744809
"13",6.58612244897959,18.1,1.5158145873573
"14",6.92163265306123,18.1,1.52099019880525
"15",7.25714285714286,18.1,1.52099019880525
"16",7.59265306122449,18.1,1.49239713331705
"17",7.92816326530612,18.1,1.4275554280291
"18",8.26367346938776,18.1,1.43265588211235
"19",8.59918367346939,18.1,1.42776798352351
"20",8.93469387755102,18.1,1.41080904246486
"21",9.27020408163265,18.1,1.39071496328924
"22",9.60571428571429,18.1,1.3867961524511
"23",9.94122448979592,18.1,1.3867961524511
"24",10.2767346938776,18.1,1.32462259955212
"25",10.6122448979592,18.1,1.29155219173864
"26",10.9477551020408,18.1,1.18299865500288
"27",11.2832653061225,18.1,1.13719147057852
"28",11.6187755102041,18.1,1.12800904059524
"29",11.9542857142857,18.1,1.12800904059524
"30",12.2897959183673,18.1,1.10282710272093
"31",12.625306122449,18.1,1.10282710272093
"32",12.9608163265306,18.1,1.10282710272093
"33",13.2963265306122,18.1,1.07223725916475
"34",13.6318367346939,18.1,1.07223725916475
"35",13.9673469387755,18.1,1.07223725916475
"36",14.3028571428571,18.1,1.07223725916475
"37",14.6383673469388,18.1,1.07223725916475
"38",14.9738775510204,18.1,1.07223725916475
"39",15.309387755102,18.1,1.07223725916475
"40",15.6448979591837,18.1,1.07223725916475
"41",15.9804081632653,18.1,1.07223725916475
"42",16.3159183673469,18.1,1.07223725916475
"43",16.6514285714286,18.1,1.07223725916475
"44",16.9869387755102,18.1,1.07223725916475
"45",17.3224489795918,18.1,1.07223725916475
"46",17.6579591836735,18.1,1.07223725916475
"47",17.9934693877551,18.1,1.07223725916475
"48",18.3289795918367,18.1,1.07223725916475
"49",18.6644897959184,18.1,1.07223725916475
"50",19,18.1,1.07223725916475
"51",2.56,44.0040816326531,1.26517289952753
"52",2.89551020408163,44.0040816326531,1.26517289952753
"53",3.23102040816327,44.0040816326531,1.26517289952753
"54",3.5665306122449,44.0040816326531,1.26517289952753
"55",3.90204081632653,44.0040816326531,1.26517289952753
"56",4.23755102040816,44.0040816326531,1.26517289952753
"57",4.5730612244898,44.0040816326531,1.26517289952753
"58",4.90857142857143,44.0040816326531,1.26517289952753
"59",5.24408163265306,44.0040816326531,1.25969013505521
"60",5.57959183673469,44.0040816326531,1.47736009034163
"61",5.91510204081633,44.0040816326531,1.5115309091973
"62",6.25061224489796,44.0040816326531,1.51914362744809
"63",6.58612244897959,44.0040816326531,1.5158145873573
"64",6.92163265306123,44.0040816326531,1.52099019880525
