"","NO3_N","ppt_percent_normal","Predicted"
"1",0.002,0.23120234,1.35696096490243
"2",0.0100612244897959,0.23120234,1.35696096490243
"3",0.0181224489795918,0.23120234,1.35696096490243
"4",0.0261836734693878,0.23120234,1.27793774446759
"5",0.0342448979591837,0.23120234,1.34932259176065
"6",0.0423061224489796,0.23120234,1.43124185275929
"7",0.0503673469387755,0.23120234,1.45251125264565
"8",0.0584285714285714,0.23120234,1.46400409755239
"9",0.0664897959183673,0.23120234,1.46106342498471
"10",0.0745510204081633,0.23120234,1.45233277115572
"11",0.0826122448979592,0.23120234,1.20668479396393
"12",0.0906734693877551,0.23120234,1.19328343289324
"13",0.098734693877551,0.23120234,1.19097522363252
"14",0.106795918367347,0.23120234,1.17471530035055
"15",0.114857142857143,0.23120234,1.19334080213624
"16",0.122918367346939,0.23120234,1.15907842603433
"17",0.130979591836735,0.23120234,1.15149774556772
"18",0.139040816326531,0.23120234,1.1520086523101
"19",0.147102040816327,0.23120234,1.14954915454335
"20",0.155163265306122,0.23120234,1.14954915454335
"21",0.163224489795918,0.23120234,1.14954915454335
"22",0.171285714285714,0.23120234,1.14460155174157
"23",0.17934693877551,0.23120234,1.15373401740021
"24",0.187408163265306,0.23120234,1.17210538751378
"25",0.195469387755102,0.23120234,1.17210538751378
"26",0.203530612244898,0.23120234,1.17210538751378
"27",0.211591836734694,0.23120234,1.17210538751378
"28",0.21965306122449,0.23120234,1.17210538751378
"29",0.227714285714286,0.23120234,1.17210538751378
"30",0.235775510204082,0.23120234,1.17210538751378
"31",0.243836734693878,0.23120234,1.17210538751378
"32",0.251897959183673,0.23120234,1.17210538751378
"33",0.259959183673469,0.23120234,1.17210538751378
"34",0.268020408163265,0.23120234,1.17210538751378
"35",0.276081632653061,0.23120234,1.17210538751378
"36",0.284142857142857,0.23120234,1.17210538751378
"37",0.292204081632653,0.23120234,1.17210538751378
"38",0.300265306122449,0.23120234,1.17210538751378
"39",0.308326530612245,0.23120234,1.17210538751378
"40",0.316387755102041,0.23120234,1.17210538751378
"41",0.324448979591837,0.23120234,1.17210538751378
"42",0.332510204081633,0.23120234,1.17210538751378
"43",0.340571428571429,0.23120234,1.17210538751378
"44",0.348632653061224,0.23120234,1.17210538751378
"45",0.35669387755102,0.23120234,1.17210538751378
"46",0.364755102040816,0.23120234,1.17210538751378
"47",0.372816326530612,0.23120234,1.17210538751378
"48",0.380877551020408,0.23120234,1.17210538751378
"49",0.388938775510204,0.23120234,1.17210538751378
"50",0.397,0.23120234,1.17210538751378
"51",0.002,0.251468498367347,1.35696096490243
"52",0.0100612244897959,0.251468498367347,1.35696096490243
"53",0.0181224489795918,0.251468498367347,1.35696096490243
"54",0.0261836734693878,0.251468498367347,1.27793774446759
"55",0.0342448979591837,0.251468498367347,1.34932259176065
"56",0.0423061224489796,0.251468498367347,1.43124185275929
"57",0.0503673469387755,0.251468498367347,1.45251125264565
"58",0.0584285714285714,0.251468498367347,1.46400409755239
"59",0.0664897959183673,0.251468498367347,1.46106342498471
"60",0.0745510204081633,0.251468498367347,1.45233277115572
"61",0.0826122448979592,0.251468498367347,1.20668479396393
"62",0.0906734693877551,0.251468498367347,1.19328343289324
"63",0.098734693877551,0.251468498367347,1.19097522363252
"64",0.106795918367347,0.251468498367347,1.17471530035055
"65",0.114857142857143,0.251468498367347,1.19334080213624
"66",0.122918367346939,0.251468498367347,1.15907842603433
"67",0.130979591836735,0.251468498367347,1.15149774556772
"68",0.139040816326531,0.251468498367347,1.1520086523101
"69",0.147102040816327,0.251468498367347,1.14954915454335
"70",0.155163265306122,0.251468498367347,1.14954915454335
"71",0.163224489795918,0.251468498367347,1.14954915454335
"72",0.171285714285714,0.251468498367347,1.14460155174157
"73",0.17934693877551,0.251468498367347,1.15373401740021
"74",0.187408163265306,0.251468498367347,1.17210538751378
"75",0.195469387755102,0.251468498367347,1.17210538751378
"76",0.203530612244898,0.251468498367347,1.17210538751378
"77",0.211591836734694,0.251468498367347,1.17210538751378
"78",0.21965306122449,0.251468498367347,1.17210538751378
"79",0.227714285714286,0.251468498367347,1.17210538751378
"80",0.235775510204082,0.251468498367347,1.17210538751378
"81",0.243836734693878,0.251468498367347,1.17210538751378
"82",0.251897959183673,0.251468498367347,1.17210538751378
"83",0.259959183673469,0.251468498367347,1.17210538751378
"84",0.268020408163265,0.251468498367347,1.17210538751378
"85",0.276081632653061,0.251468498367347,1.17210538751378
"86",0.284142857142857,0.251468498367347,1.17210538751378
"87",0.292204081632653,0.251468498367347,1.17210538751378
"88",0.300265306122449,0.251468498367347,1.17210538751378
"89",0.308326530612245,0.251468498367347,1.17210538751378
"90",0.316387755102041,0.251468498367347,1.17210538751378
"91",0.324448979591837,0.251468498367347,1.17210538751378
"92",0.332510204081633,0.251468498367347,1.17210538751378
"93",0.340571428571429,0.251468498367347,1.17210538751378
"94",0.348632653061224,0.251468498367347,1.17210538751378
"95",0.35669387755102,0.251468498367347,1.17210538751378
"96",0.364755102040816,0.251468498367347,1.17210538751378
"97",0.372816326530612,0.251468498367347,1.17210538751378
"98",0.380877551020408,0.251468498367347,1.17210538751378
"99",0.388938775510204,0.251468498367347,1.17210538751378
"100",0.397,0.251468498367347,1.17210538751378
"101",0.002,0.271734656734694,1.35696096490243
"102",0.0100612244897959,0.271734656734694,1.35696096490243
"103",0.0181224489795918,0.271734656734694,1.35696096490243
"104",0.0261836734693878,0.271734656734694,1.27793774446759
"105",0.0342448979591837,0.271734656734694,1.34932259176065
"106",0.0423061224489796,0.271734656734694,1.43124185275929
"107",0.0503673469387755,0.271734656734694,1.45251125264565
"108",0.0584285714285714,0.271734656734694,1.46400409755239
"109",0.0664897959183673,0.271734656734694,1.46106342498471
"110",0.0745510204081633,0.271734656734694,1.45233277115572
"111",0.0826122448979592,0.271734656734694,1.20668479396393
"112",0.0906734693877551,0.271734656734694,1.19328343289324
"113",0.098734693877551,0.271734656734694,1.19097522363252
"114",0.106795918367347,0.271734656734694,1.17471530035055
"115",0.114857142857143,0.271734656734694,1.19334080213624
"116",0.122918367346939,0.271734656734694,1.15907842603433
"117",0.130979591836735,0.271734656734694,1.15149774556772
"118",0.139040816326531,0.271734656734694,1.1520086523101
"119",0.147102040816327,0.271734656734694,1.14954915454335
"120",0.155163265306122,0.271734656734694,1.14954915454335
"121",0.163224489795918,0.271734656734694,1.14954915454335
"122",0.171285714285714,0.271734656734694,1.14460155174157
"123",0.17934693877551,0.271734656734694,1.15373401740021
"124",0.187408163265306,0.271734656734694,1.17210538751378
"125",0.195469387755102,0.271734656734694,1.17210538751378
"126",0.203530612244898,0.271734656734694,1.17210538751378
"127",0.211591836734694,0.271734656734694,1.17210538751378
