"","TEMP","tmean_day","Predicted"
"1",2.56,5.619,1.08040991874522
"2",2.89551020408163,5.619,1.08040991874522
"3",3.23102040816327,5.619,1.08040991874522
"4",3.5665306122449,5.619,1.08040991874522
"5",3.90204081632653,5.619,1.08040991874522
"6",4.23755102040816,5.619,1.08040991874522
"7",4.5730612244898,5.619,1.08040991874522
"8",4.90857142857143,5.619,1.08040991874522
"9",5.24408163265306,5.619,1.07492715427289
"10",5.57959183673469,5.619,1.29259710955932
"11",5.91510204081633,5.619,1.32676792841499
"12",6.25061224489796,5.619,1.33438064666577
"13",6.58612244897959,5.619,1.33105160657499
"14",6.92163265306123,5.619,1.34034530916274
"15",7.25714285714286,5.619,1.34494473382482
"16",7.59265306122449,5.619,1.31635166833662
"17",7.92816326530612,5.619,1.25150996304867
"18",8.26367346938776,5.619,1.25661041713192
"19",8.59918367346939,5.619,1.25661041713192
"20",8.93469387755102,5.619,1.23965147607327
"21",9.27020408163265,5.619,1.21955739689764
"22",9.60571428571429,5.619,1.2156385860595
"23",9.94122448979592,5.619,1.2156385860595
"24",10.2767346938776,5.619,1.15970991360791
"25",10.6122448979592,5.619,1.12663950579442
"26",10.9477551020408,5.619,1.02378735434934
"27",11.2832653061225,5.619,0.989815804926591
"28",11.6187755102041,5.619,0.980633374943316
"29",11.9542857142857,5.619,0.980633374943316
"30",12.2897959183673,5.619,0.955451437069001
"31",12.625306122449,5.619,0.955451437069001
"32",12.9608163265306,5.619,0.955451437069001
"33",13.2963265306122,5.619,0.929673859817386
"34",13.6318367346939,5.619,0.929673859817386
"35",13.9673469387755,5.619,0.929673859817386
"36",14.3028571428571,5.619,0.929673859817386
"37",14.6383673469388,5.619,0.929673859817386
"38",14.9738775510204,5.619,0.929673859817386
"39",15.309387755102,5.619,0.929673859817386
"40",15.6448979591837,5.619,0.929673859817386
"41",15.9804081632653,5.619,0.929673859817386
"42",16.3159183673469,5.619,0.929673859817386
"43",16.6514285714286,5.619,0.929673859817386
"44",16.9869387755102,5.619,0.929673859817386
"45",17.3224489795918,5.619,0.929673859817386
"46",17.6579591836735,5.619,0.929673859817386
"47",17.9934693877551,5.619,0.929673859817386
"48",18.3289795918367,5.619,0.929673859817386
"49",18.6644897959184,5.619,0.929673859817386
"50",19,5.619,0.929673859817386
"51",2.56,5.83942857142857,1.08040991874522
"52",2.89551020408163,5.83942857142857,1.08040991874522
"53",3.23102040816327,5.83942857142857,1.08040991874522
"54",3.5665306122449,5.83942857142857,1.08040991874522
"55",3.90204081632653,5.83942857142857,1.08040991874522
"56",4.23755102040816,5.83942857142857,1.08040991874522
"57",4.5730612244898,5.83942857142857,1.08040991874522
"58",4.90857142857143,5.83942857142857,1.08040991874522
"59",5.24408163265306,5.83942857142857,1.07492715427289
"60",5.57959183673469,5.83942857142857,1.29259710955932
"61",5.91510204081633,5.83942857142857,1.32676792841499
"62",6.25061224489796,5.83942857142857,1.33438064666577
"63",6.58612244897959,5.83942857142857,1.33105160657499
"64",6.92163265306123,5.83942857142857,1.34034530916274
"65",7.25714285714286,5.83942857142857,1.34494473382482
"66",7.59265306122449,5.83942857142857,1.31635166833662
"67",7.92816326530612,5.83942857142857,1.25150996304867
"68",8.26367346938776,5.83942857142857,1.25661041713192
"69",8.59918367346939,5.83942857142857,1.25661041713192
"70",8.93469387755102,5.83942857142857,1.23965147607327
"71",9.27020408163265,5.83942857142857,1.21955739689764
"72",9.60571428571429,5.83942857142857,1.2156385860595
"73",9.94122448979592,5.83942857142857,1.2156385860595
"74",10.2767346938776,5.83942857142857,1.15970991360791
"75",10.6122448979592,5.83942857142857,1.12663950579442
"76",10.9477551020408,5.83942857142857,1.02378735434934
"77",11.2832653061225,5.83942857142857,0.989815804926591
"78",11.6187755102041,5.83942857142857,0.980633374943316
"79",11.9542857142857,5.83942857142857,0.980633374943316
"80",12.2897959183673,5.83942857142857,0.955451437069001
"81",12.625306122449,5.83942857142857,0.955451437069001
"82",12.9608163265306,5.83942857142857,0.955451437069001
"83",13.2963265306122,5.83942857142857,0.929673859817386
"84",13.6318367346939,5.83942857142857,0.929673859817386
"85",13.9673469387755,5.83942857142857,0.929673859817386
"86",14.3028571428571,5.83942857142857,0.929673859817386
"87",14.6383673469388,5.83942857142857,0.929673859817386
"88",14.9738775510204,5.83942857142857,0.929673859817386
"89",15.309387755102,5.83942857142857,0.929673859817386
"90",15.6448979591837,5.83942857142857,0.929673859817386
"91",15.9804081632653,5.83942857142857,0.929673859817386
"92",16.3159183673469,5.83942857142857,0.929673859817386
"93",16.6514285714286,5.83942857142857,0.929673859817386
"94",16.9869387755102,5.83942857142857,0.929673859817386
"95",17.3224489795918,5.83942857142857,0.929673859817386
"96",17.6579591836735,5.83942857142857,0.929673859817386
"97",17.9934693877551,5.83942857142857,0.929673859817386
"98",18.3289795918367,5.83942857142857,0.929673859817386
"99",18.6644897959184,5.83942857142857,0.929673859817386
"100",19,5.83942857142857,0.929673859817386
"101",2.56,6.05985714285714,1.08040991874522
"102",2.89551020408163,6.05985714285714,1.08040991874522
"103",3.23102040816327,6.05985714285714,1.08040991874522
"104",3.5665306122449,6.05985714285714,1.08040991874522
"105",3.90204081632653,6.05985714285714,1.08040991874522
