"n.trees","cv.r.squared"
37425,0.72070807434785
33467,0.689928156355126
37454,0.688762202099041
35659,0.695311356332188
37434,0.695709561385145
37403,0.686457526028107
37317,0.692527397022955
37455,0.682097394087569
37302,0.678666732908441
37444,0.704144188727244
37448,0.689354039464909
37396,0.692144923295413
35388,0.694841284622874
35974,0.690294235203253
37420,0.710529307423906
36660,0.688223210920574
37249,0.687153630023488
37418,0.698012167209832
30292,0.686557093909307
28899,0.679782315300238
27269,0.67636535116106
37372,0.721281846598801
34988,0.697054889270142
37438,0.708588002146906
37406,0.691605191809938
37449,0.690494176598847
37421,0.672541290966187
30732,0.702387873029555
37179,0.700572893101815
37289,0.727837948626095
36505,0.685398387224593
29716,0.649196970790155
37289,0.707856310327176
37459,0.710845066175222
32050,0.689100561563691
37458,0.733347764109942
36890,0.725787033203424
37331,0.692822352000038
37293,0.703257489151654
37125,0.695612610283012
37452,0.671398823339488
37398,0.701019215587738
37442,0.663823085381735
37302,0.707377814235145
36703,0.710305992586696
37344,0.697558496162121
37404,0.712195546561519
37243,0.721599823392292
37190,0.675990596370741
37434,0.687473871092878
35788,0.713626713195291
37278,0.730331924418685
36579,0.678868665941194
35795,0.687732574129981
23688,0.651622222048954
30643,0.720326082615939
37459,0.718088375045775
37459,0.715295465648025
37206,0.706440517923276
37074,0.720580165319491
37133,0.67616545617808
36692,0.663422540338792
30766,0.677536883193336
37458,0.696597945089954
30492,0.68203234555024
37365,0.70312689494942
34861,0.676778480053265
37449,0.697152933329517
29079,0.674299263887087
34691,0.671702745003713
36948,0.692285181839612
37263,0.711115230941029
29628,0.694876343702633
36846,0.707558882697449
35541,0.68824949176128
37448,0.699100583876526
37458,0.690352535814026
37279,0.669736775125623
37416,0.721233190901165
36833,0.711001431747532
37271,0.664984739559917
37338,0.697444322739963
33132,0.669232512187778
37301,0.72314005559953
34712,0.691488235793343
34183,0.705405057918075
37457,0.699675061996841
36915,0.672213206546978
35954,0.65623478307753
37350,0.690153904901496
35748,0.68652298588662
37437,0.708491435216329
37357,0.713075151089537
37418,0.693999896236697
37458,0.690682740787169
37450,0.709922465778975
37366,0.680725515546821
37459,0.692274720393073
37436,0.702515550403948
37244,0.682959896039532
