"bf","lr","best.iter","cv.r.squared"
0.5,0.1,236,0.604448975238127
0.5,0.1,534,0.563188527535598
0.5,0.1,209,0.62649062216705
0.5,0.1,425,0.65147506580097
0.5,0.1,398,0.597307892988728
0.5,0.1,590,0.586980909320406
0.5,0.1,981,0.623958898956095
0.5,0.1,204,0.572835064755129
0.5,0.1,458,0.613966020001803
0.5,0.1,422,0.636205606239341
0.6,0.1,195,0.639087296957772
0.6,0.1,726,0.637868297251144
0.6,0.1,277,0.666180361330617
0.6,0.1,340,0.624746120891418
0.6,0.1,217,0.666738656268956
0.6,0.1,235,0.655154239007299
0.6,0.1,258,0.644816993483551
0.6,0.1,283,0.589959115823232
0.6,0.1,245,0.646372963813339
0.6,0.1,515,0.641000317351495
0.7,0.1,154,0.713918410360647
0.7,0.1,219,0.651731293024755
0.7,0.1,218,0.710974299007853
0.7,0.1,175,0.686598273990554
0.7,0.1,106,0.626331347418118
0.7,0.1,246,0.669580862297819
0.7,0.1,185,0.684793756312418
0.7,0.1,144,0.641542930975436
0.7,0.1,316,0.662076491630541
0.7,0.1,284,0.645736899549526
0.5,0.05,772,0.655688719784759
0.5,0.05,804,0.628226177335975
0.5,0.05,495,0.596954044037228
0.5,0.05,374,0.570551476835207
0.5,0.05,1054,0.588577081079815
0.5,0.05,932,0.651923703774307
0.5,0.05,407,0.624612925077019
0.5,0.05,1487,0.658874977121174
0.5,0.05,1675,0.653791466500027
0.5,0.05,514,0.573396832511379
0.6,0.05,594,0.62224235064685
0.6,0.05,1033,0.649429576930563
0.6,0.05,360,0.646085702387442
0.6,0.05,281,0.616069494292641
0.6,0.05,1289,0.624660468461516
0.6,0.05,738,0.691233785195666
0.6,0.05,869,0.699240435836321
0.6,0.05,448,0.676710438755257
0.6,0.05,887,0.69754058908361
0.6,0.05,359,0.658808889021178
0.7,0.05,952,0.689764924044994
0.7,0.05,552,0.65539584811371
0.7,0.05,391,0.672730612972877
0.7,0.05,534,0.660145373303415
0.7,0.05,421,0.719565863329096
0.7,0.05,577,0.668562166549201
0.7,0.05,581,0.646169993986863
0.7,0.05,495,0.677401025685313
0.7,0.05,338,0.726464317026927
0.7,0.05,472,0.618640713040969
0.5,0.01,3471,0.61551193641632
0.5,0.01,3873,0.656413695791963
0.5,0.01,4216,0.674135602971083
0.5,0.01,3716,0.654060545625868
0.5,0.01,4127,0.641533168653465
0.5,0.01,3920,0.694341870086131
0.5,0.01,3157,0.649082851920399
0.5,0.01,7116,0.65793616724854
0.5,0.01,40000,0.631535961241677
0.5,0.01,4940,0.651677987998814
0.6,0.01,4036,0.693708175021026
0.6,0.01,39346,0.653126863685063
0.6,0.01,2093,0.672568850651768
0.6,0.01,2171,0.664135871365157
0.6,0.01,5308,0.677748919497147
0.6,0.01,2906,0.668918220244743
0.6,0.01,5869,0.672012121333172
0.6,0.01,1843,0.636239284991308
0.6,0.01,1641,0.608309994413797
0.6,0.01,2775,0.662153795563422
0.7,0.01,2347,0.685374395851348
0.7,0.01,2132,0.687263548857846
0.7,0.01,1773,0.689701579150784
0.7,0.01,2642,0.672125090327848
0.7,0.01,2860,0.72256977438146
0.7,0.01,1714,0.698836664038572
0.7,0.01,2674,0.691494440130732
0.7,0.01,1749,0.675615078161789
0.7,0.01,1516,0.710545464892634
0.7,0.01,2885,0.697047895427646
0.5,0.005,7317,0.617409136594522
0.5,0.005,6447,0.639383267787015
0.5,0.005,9840,0.596499832879483
0.5,0.005,6543,0.636190836018628
0.5,0.005,13357,0.620388972262157
0.5,0.005,9748,0.665025985296396
0.5,0.005,6780,0.646209609127462
0.5,0.005,5766,0.624286253283996
0.5,0.005,30158,0.6881298389253
0.5,0.005,12074,0.648065884402619
0.6,0.005,4853,0.677890676503283
0.6,0.005,4423,0.669183089437682
0.6,0.005,4106,0.638005926451983
0.6,0.005,7791,0.648335180226436
0.6,0.005,6420,0.705200597843664
0.6,0.005,5239,0.679285670657016
0.6,0.005,3211,0.678229485101917
0.6,0.005,6277,0.656610633134702
0.6,0.005,29500,0.676929302451698
0.6,0.005,8843,0.671814074623929
0.7,0.005,2776,0.689179398637981
0.7,0.005,4069,0.680250655162326
0.7,0.005,4895,0.709197067230009
0.7,0.005,4990,0.716468675944884
0.7,0.005,4204,0.686679831089373
0.7,0.005,3321,0.698308334627167
0.7,0.005,3720,0.697698670860483
0.7,0.005,6289,0.68337078335488
0.7,0.005,2734,0.680211694520905
0.7,0.005,5116,0.661988616086112
0.5,0.001,38229,0.652274448988669
0.5,0.001,39550,0.635338492173193
0.5,0.001,39801,0.624850099207339
0.5,0.001,39999,0.644999030674986
0.5,0.001,38887,0.638498650171576
0.5,0.001,38792,0.681221286172651
0.5,0.001,25436,0.619272113860838
0.5,0.001,39991,0.650106643924813
0.5,0.001,26936,0.663563165008781
0.5,0.001,32492,0.663203357812051
0.6,0.001,25395,0.636817519119186
0.6,0.001,23176,0.658114269074687
0.6,0.001,32599,0.67635551370733
0.6,0.001,39998,0.626251115452887
0.6,0.001,35487,0.675037758679337
0.6,0.001,36094,0.646589019582548
0.6,0.001,39391,0.689610262748725
0.6,0.001,25974,0.650238193863921
0.6,0.001,39886,0.659151755055001
0.6,0.001,39209,0.678589349625323
0.7,0.001,18208,0.65691091687764
0.7,0.001,18718,0.671983457685686
0.7,0.001,18819,0.685938833000307
0.7,0.001,19217,0.710171269431318
0.7,0.001,16224,0.705013851120093
0.7,0.001,20691,0.678792141176957
0.7,0.001,22200,0.708460800378411
0.7,0.001,18863,0.699782865714388
0.7,0.001,16414,0.697266361379768
0.7,0.001,22469,0.691626027371999
0.5,5e-04,39935,0.650198859510634
0.5,5e-04,39997,0.674143218165321
0.5,5e-04,39945,0.615212375656324
0.5,5e-04,39975,0.631099078839734
0.5,5e-04,40000,0.629765524687638
0.5,5e-04,39987,0.661502387886463
0.5,5e-04,40000,0.64513346011422
0.5,5e-04,39991,0.657243907078026
0.5,5e-04,39760,0.626327708037928
0.5,5e-04,39929,0.654891123106394
0.6,5e-04,39823,0.647715364061148
0.6,5e-04,37930,0.6482330966143
0.6,5e-04,39999,0.688374381718497
0.6,5e-04,39533,0.652738102607663
