"","NO3_N","Max_SWE","Predicted"
"1",0.001,17.6,-0.516551601826934
"2",0.00551020408163265,17.6,-0.516551601826934
"3",0.0100204081632653,17.6,-0.516551601826934
"4",0.014530612244898,17.6,-0.516551601826934
"5",0.0190408163265306,17.6,-0.516551601826934
"6",0.0235510204081633,17.6,-0.516551601826934
"7",0.0280612244897959,17.6,-0.513136662408915
"8",0.0325714285714286,17.6,-0.492251874915999
"9",0.0370816326530612,17.6,0.0241003273579948
"10",0.0415918367346939,17.6,0.176664285944748
"11",0.0461020408163265,17.6,0.185895281739195
"12",0.0506122448979592,17.6,0.194729312660749
"13",0.0551224489795918,17.6,0.442327098085698
"14",0.0596326530612245,17.6,0.453712466076201
"15",0.0641428571428571,17.6,0.452481712356361
"16",0.0686530612244898,17.6,0.540567607066761
"17",0.0731632653061225,17.6,0.555676704864541
"18",0.0776734693877551,17.6,0.60983802121929
"19",0.0821836734693878,17.6,0.658264399713491
"20",0.0866938775510204,17.6,0.678985812286033
"21",0.0912040816326531,17.6,0.686894402593142
"22",0.0957142857142857,17.6,0.68796075857567
"23",0.100224489795918,17.6,0.688301657540622
"24",0.104734693877551,17.6,0.692199253370784
"25",0.109244897959184,17.6,0.690524226601011
"26",0.113755102040816,17.6,0.691358848870746
"27",0.118265306122449,17.6,0.692338601447267
"28",0.122775510204082,17.6,0.709668562289584
"29",0.127285714285714,17.6,0.691649021786696
"30",0.131795918367347,17.6,0.679196046983988
"31",0.13630612244898,17.6,0.643199689308515
"32",0.140816326530612,17.6,0.640788740869918
"33",0.145326530612245,17.6,0.617164224496908
"34",0.149836734693878,17.6,0.432502013629586
"35",0.15434693877551,17.6,0.0343254933324697
"36",0.158857142857143,17.6,0.0343254933324697
"37",0.163367346938776,17.6,0.0338082110539269
"38",0.167877551020408,17.6,0.0338082110539269
"39",0.172387755102041,17.6,0.0338082110539269
"40",0.176897959183673,17.6,0.0338082110539269
"41",0.181408163265306,17.6,0.0338082110539269
"42",0.185918367346939,17.6,0.0338082110539269
"43",0.190428571428571,17.6,0.0338082110539269
"44",0.194938775510204,17.6,0.0338082110539269
"45",0.199448979591837,17.6,0.0338082110539269
"46",0.203959183673469,17.6,0.0338082110539269
"47",0.208469387755102,17.6,0.0338082110539269
"48",0.212979591836735,17.6,0.0338082110539269
"49",0.217489795918367,17.6,0.0338082110539269
"50",0.222,17.6,0.0338082110539269
"51",0.001,17.8408163265306,-0.516551601826934
"52",0.00551020408163265,17.8408163265306,-0.516551601826934
"53",0.0100204081632653,17.8408163265306,-0.516551601826934
"54",0.014530612244898,17.8408163265306,-0.516551601826934
"55",0.0190408163265306,17.8408163265306,-0.516551601826934
"56",0.0235510204081633,17.8408163265306,-0.516551601826934
"57",0.0280612244897959,17.8408163265306,-0.513136662408915
"58",0.0325714285714286,17.8408163265306,-0.492251874915999
"59",0.0370816326530612,17.8408163265306,0.0241003273579948
"60",0.0415918367346939,17.8408163265306,0.176664285944748
