"bf","lr","best.iter","best.iter.sd","cv.r.squared","cv.r.squared.sd"
0.5,5e-04,39931,90.2896573380485,0.310515687400372,0.041038859922227
0.6,5e-04,39957.4,64.9225179220071,0.330462342012421,0.033524229792268
0.7,5e-04,39998.6,2.01108041719978,0.330725910111507,0.0260984538857305
0.5,0.001,36865.4,3368.34391223805,0.359790987910497,0.046187708613496
0.6,0.001,37634.9,3277.74554805247,0.35236997342894,0.0402941869122406
0.7,0.001,37727.9,3936.66216341825,0.348773046845068,0.0617683600098582
0.5,0.005,8306.2,1525.46567024994,0.358210080817721,0.02487649871848
0.6,0.005,8195.8,1917.53069220692,0.332770092740591,0.0343979841395733
0.7,0.005,9072.7,1983.71587627306,0.355231490041969,0.0370229664719419
0.5,0.01,4374.9,896.254483949732,0.340787136394393,0.0368732413721032
0.6,0.01,3876.6,508.327803248608,0.366783587749753,0.0372281183981462
0.7,0.01,4225.1,747.633666978688,0.36885528567024,0.0233258348534232
0.5,0.05,898.1,287.796784014153,0.315248552379606,0.048236234828664
0.6,0.05,786.7,167.16395810368,0.343458372006204,0.0309625202150986
0.7,0.05,874,212.967394478852,0.357353642436969,0.0313622342050373
0.5,0.1,462.5,174.717708827061,0.348269619306828,0.0284093715579737
0.6,0.1,544.4,233.492897822039,0.374607091634004,0.0252165625342866
0.7,0.1,452.4,187.961107088083,0.357576990212457,0.0383390005777781
