"R2","CVR2"
0.758965855892735,0.784308191913805
0.741370755170157,0.777179296394336
0.72649799215367,0.769747984841699
0.715491340940418,0.760849743211428
0.701292933575153,0.755028936191138
0.691775643661409,0.74618431937015
0.678127989161903,0.735488354627675
0.662262004438788,0.728332378096098
0.655124958552526,0.727451889812044
0.644425529653092,0.730368405240069
0.633604777793063,0.717178416297383
0.620149906598994,0.709694229391426
0.610231660293675,0.700025979364424
0.60465490205016,0.692484362045946
0.597850449939037,0.68614319033095
0.591416860379672,0.682986234093544
0.580050943195271,0.677519434983343
0.57538191450821,0.678848674679536
0.564921330737497,0.674888134891509
0.556557518976598,0.67227980535803
0.546615539573987,0.665839878639296
0.538025323961389,0.664273075979459
0.526654198070743,0.660693568841647
0.522443435059534,0.658902682859809
0.514676087252532,0.65231215778513
0.508142571805947,0.648835793087787
0.502387438959566,0.647250172095635
0.493959171811758,0.642889134407758
0.488468549364632,0.629280376388076
0.482119170261142,0.628228259503177
0.477459855427556,0.623487261732674
0.472662804804391,0.622360495794214
0.468392488122057,0.614812313151176
0.465952074060316,0.611488526377394
0.458888754066214,0.608252422322866
0.453371494781453,0.610651323797273
0.447449084467141,0.604984939189227
0.445241570774228,0.604415773798885
0.442955586540533,0.603230992800683
0.438150425765468,0.602015208272687
0.435235893301827,0.601628415597227
0.433024439772949,0.604151638787538
0.430649537977842,0.601732687392163
0.42777953526423,0.5988477130193
0.424749246802332,0.598712397406944
0.421315345127621,0.598337634301848
0.419425342740285,0.600321499104922
0.418307788503941,0.600098971079008
0.415205357430502,0.600368664167971
0.412352677656392,0.60126816325592
0.404466801199326,0.602426235796157
0.398092419431171,0.597493333472583
0.396224221800721,0.597582877567157
0.394138803231121,0.598403746788891
0.392569362465595,0.597633566259653
0.390747291523088,0.595481698532478
0.387953569381464,0.594852680581512
0.384066633381701,0.591055805261082
0.380721048916162,0.591092049921842
0.37743680212354,0.591694231578322
0.374699415427981,0.587839674096231
0.371437654134418,0.585965315549199
0.369713507650579,0.586197145271505
0.365425614053821,0.585767416794268
0.363796576828023,0.579939742725777
0.360726358806059,0.58046480548498
0.357429080747394,0.578903661171166
0.357232926215776,0.577465359002608
0.353563657568754,0.578052181498532
0.352360022825511,0.571492480643264
0.349904349235744,0.571118516957219
0.346310581741607,0.568184484154419
0.343368559758339,0.567185793296475
0.340365780546255,0.567481374365138
0.33936146834686,0.565497609833346
0.337523976366274,0.568474223133553
0.335976457184387,0.564524427758334
0.333244269492371,0.562267185806768
0.330968479655942,0.560683549818469
0.328383846513052,0.562691299687228
0.327381211590866,0.557963781934612
0.325474081212375,0.556049111253075
0.324057000633365,0.554716292765236
0.321195764608476,0.554978349554774
0.319587435047014,0.55498889210679
0.318027812709811,0.552217962906327
0.31584601025761,0.549876585023404
0.314636489602023,0.550681173819769
0.312679409659889,0.551103309003522
0.311195717603802,0.549974615865297
0.308584237463358,0.547731234700851
0.306337701570141,0.549529271769235
0.305070236143621,0.549213409579343
0.304026863595327,0.549869003350045
0.301966763689932,0.546967982625871
0.301691571730048,0.548959680160533
0.299644386166167,0.543999224749665
