"","TEMP","TDN","Predicted"
"1",2.56,0.04,1.12219450669634
"2",2.89551020408163,0.04,1.12219450669634
"3",3.23102040816327,0.04,1.12219450669634
"4",3.5665306122449,0.04,1.12219450669634
"5",3.90204081632653,0.04,1.12219450669634
"6",4.23755102040816,0.04,1.12219450669634
"7",4.5730612244898,0.04,1.25096625561804
"8",4.90857142857143,0.04,1.25096625561804
"9",5.24408163265306,0.04,1.25096625561804
"10",5.57959183673469,0.04,1.47121765570319
"11",5.91510204081633,0.04,1.47121765570319
"12",6.25061224489796,0.04,1.47121765570319
"13",6.58612244897959,0.04,1.42797443919649
"14",6.92163265306123,0.04,1.46517655383361
"15",7.25714285714286,0.04,1.42130469597843
"16",7.59265306122449,0.04,1.40859386011991
"17",7.92816326530612,0.04,1.38693933758831
"18",8.26367346938776,0.04,1.38693933758831
"19",8.59918367346939,0.04,1.38693933758831
"20",8.93469387755102,0.04,1.37145527790546
"21",9.27020408163265,0.04,1.34326283672965
"22",9.60571428571429,0.04,1.34326283672965
"23",9.94122448979592,0.04,1.34326283672965
"24",10.2767346938776,0.04,1.28677001780048
"25",10.6122448979592,0.04,1.20615454094677
"26",10.9477551020408,0.04,1.15364433036835
"27",11.2832653061225,0.04,1.027928057011
"28",11.6187755102041,0.04,1.027928057011
"29",11.9542857142857,0.04,1.05007320470808
"30",12.2897959183673,0.04,1.01321064946886
"31",12.625306122449,0.04,1.01321064946886
"32",12.9608163265306,0.04,1.01321064946886
"33",13.2963265306122,0.04,0.980299545990748
"34",13.6318367346939,0.04,0.980299545990748
"35",13.9673469387755,0.04,0.980299545990748
"36",14.3028571428571,0.04,0.980299545990748
"37",14.6383673469388,0.04,0.980299545990748
"38",14.9738775510204,0.04,0.980299545990748
"39",15.309387755102,0.04,0.980299545990748
"40",15.6448979591837,0.04,0.980299545990748
"41",15.9804081632653,0.04,0.980299545990748
"42",16.3159183673469,0.04,0.980299545990748
"43",16.6514285714286,0.04,0.980299545990748
"44",16.9869387755102,0.04,0.980299545990748
"45",17.3224489795918,0.04,0.980299545990748
"46",17.6579591836735,0.04,0.980299545990748
"47",17.9934693877551,0.04,0.980299545990748
"48",18.3289795918367,0.04,0.980299545990748
"49",18.6644897959184,0.04,0.980299545990748
"50",19,0.04,0.980299545990748
"51",2.56,0.0500612244897959,1.12219450669634
"52",2.89551020408163,0.0500612244897959,1.12219450669634
"53",3.23102040816327,0.0500612244897959,1.12219450669634
"54",3.5665306122449,0.0500612244897959,1.12219450669634
"55",3.90204081632653,0.0500612244897959,1.12219450669634
"56",4.23755102040816,0.0500612244897959,1.12219450669634
"57",4.5730612244898,0.0500612244897959,1.25096625561804
"58",4.90857142857143,0.0500612244897959,1.25096625561804
"59",5.24408163265306,0.0500612244897959,1.25096625561804
"60",5.57959183673469,0.0500612244897959,1.47121765570319
"61",5.91510204081633,0.0500612244897959,1.47121765570319
"62",6.25061224489796,0.0500612244897959,1.47121765570319
"63",6.58612244897959,0.0500612244897959,1.42797443919649
"64",6.92163265306123,0.0500612244897959,1.46517655383361
"65",7.25714285714286,0.0500612244897959,1.42130469597843
"66",7.59265306122449,0.0500612244897959,1.40859386011991
"67",7.92816326530612,0.0500612244897959,1.38693933758831
"68",8.26367346938776,0.0500612244897959,1.38693933758831
"69",8.59918367346939,0.0500612244897959,1.38693933758831
"70",8.93469387755102,0.0500612244897959,1.37145527790546
"71",9.27020408163265,0.0500612244897959,1.34326283672965
"72",9.60571428571429,0.0500612244897959,1.34326283672965
"73",9.94122448979592,0.0500612244897959,1.34326283672965
"74",10.2767346938776,0.0500612244897959,1.28677001780048
"75",10.6122448979592,0.0500612244897959,1.20615454094677
"76",10.9477551020408,0.0500612244897959,1.15364433036835
"77",11.2832653061225,0.0500612244897959,1.027928057011
"78",11.6187755102041,0.0500612244897959,1.027928057011
"79",11.9542857142857,0.0500612244897959,1.05007320470808
"80",12.2897959183673,0.0500612244897959,1.01321064946886
"81",12.625306122449,0.0500612244897959,1.01321064946886
"82",12.9608163265306,0.0500612244897959,1.01321064946886
"83",13.2963265306122,0.0500612244897959,0.980299545990748
"84",13.6318367346939,0.0500612244897959,0.980299545990748
"85",13.9673469387755,0.0500612244897959,0.980299545990748
"86",14.3028571428571,0.0500612244897959,0.980299545990748
"87",14.6383673469388,0.0500612244897959,0.980299545990748
