"","TDN","NO3_N","Predicted"
"1",0.04,0.002,1.59157991119444
"2",0.0500612244897959,0.002,1.59157991119444
"3",0.0601224489795918,0.002,1.59157991119444
"4",0.0701836734693878,0.002,1.59157991119444
"5",0.0802448979591837,0.002,1.59157991119444
"6",0.0903061224489796,0.002,1.59157991119444
"7",0.100367346938776,0.002,1.59157991119444
"8",0.110428571428571,0.002,1.59157991119444
"9",0.120489795918367,0.002,1.59157991119444
"10",0.130551020408163,0.002,1.52517860731718
"11",0.140612244897959,0.002,1.45899076054439
"12",0.150673469387755,0.002,1.45899076054439
"13",0.160734693877551,0.002,1.45899076054439
"14",0.170795918367347,0.002,1.47251157336905
"15",0.180857142857143,0.002,1.39282534266938
"16",0.190918367346939,0.002,1.39282534266938
"17",0.200979591836735,0.002,1.39282534266938
"18",0.211040816326531,0.002,1.39282534266938
"19",0.221102040816327,0.002,1.39282534266938
"20",0.231163265306122,0.002,1.39282534266938
"21",0.241224489795918,0.002,1.39282534266938
"22",0.251285714285714,0.002,1.39282534266938
"23",0.26134693877551,0.002,1.39282534266938
"24",0.271408163265306,0.002,1.37782004909609
"25",0.281469387755102,0.002,1.37782004909609
"26",0.291530612244898,0.002,1.37782004909609
"27",0.301591836734694,0.002,1.37782004909609
"28",0.31165306122449,0.002,1.37782004909609
"29",0.321714285714286,0.002,1.37782004909609
"30",0.331775510204082,0.002,1.37782004909609
"31",0.341836734693878,0.002,1.37782004909609
"32",0.351897959183674,0.002,1.37782004909609
"33",0.361959183673469,0.002,1.37782004909609
"34",0.372020408163265,0.002,1.37782004909609
"35",0.382081632653061,0.002,1.37782004909609
"36",0.392142857142857,0.002,1.37782004909609
"37",0.402204081632653,0.002,1.37782004909609
"38",0.412265306122449,0.002,1.37782004909609
"39",0.422326530612245,0.002,1.37782004909609
"40",0.432387755102041,0.002,1.37782004909609
"41",0.442448979591837,0.002,1.37782004909609
"42",0.452510204081633,0.002,1.37782004909609
"43",0.462571428571429,0.002,1.37782004909609
"44",0.472632653061225,0.002,1.37782004909609
"45",0.48269387755102,0.002,1.37782004909609
"46",0.492755102040816,0.002,1.37782004909609
"47",0.502816326530612,0.002,1.37782004909609
"48",0.512877551020408,0.002,1.37782004909609
"49",0.522938775510204,0.002,1.37782004909609
"50",0.533,0.002,1.37782004909609
"51",0.04,0.0100612244897959,1.59157991119444
"52",0.0500612244897959,0.0100612244897959,1.59157991119444
"53",0.0601224489795918,0.0100612244897959,1.59157991119444
"54",0.0701836734693878,0.0100612244897959,1.59157991119444
"55",0.0802448979591837,0.0100612244897959,1.59157991119444
"56",0.0903061224489796,0.0100612244897959,1.59157991119444
"57",0.100367346938776,0.0100612244897959,1.59157991119444
"58",0.110428571428571,0.0100612244897959,1.59157991119444
"59",0.120489795918367,0.0100612244897959,1.59157991119444
"60",0.130551020408163,0.0100612244897959,1.52517860731718
"61",0.140612244897959,0.0100612244897959,1.45899076054439
"62",0.150673469387755,0.0100612244897959,1.45899076054439
"63",0.160734693877551,0.0100612244897959,1.45899076054439
"64",0.170795918367347,0.0100612244897959,1.47251157336905
"65",0.180857142857143,0.0100612244897959,1.39282534266938
"66",0.190918367346939,0.0100612244897959,1.39282534266938
"67",0.200979591836735,0.0100612244897959,1.39282534266938
"68",0.211040816326531,0.0100612244897959,1.39282534266938
"69",0.221102040816327,0.0100612244897959,1.39282534266938
"70",0.231163265306122,0.0100612244897959,1.39282534266938
"71",0.241224489795918,0.0100612244897959,1.39282534266938
"72",0.251285714285714,0.0100612244897959,1.39282534266938
"73",0.26134693877551,0.0100612244897959,1.39282534266938
"74",0.271408163265306,0.0100612244897959,1.37782004909609
"75",0.281469387755102,0.0100612244897959,1.37782004909609
"76",0.291530612244898,0.0100612244897959,1.37782004909609
"77",0.301591836734694,0.0100612244897959,1.37782004909609
"78",0.31165306122449,0.0100612244897959,1.37782004909609
"79",0.321714285714286,0.0100612244897959,1.37782004909609
"80",0.331775510204082,0.0100612244897959,1.37782004909609
"81",0.341836734693878,0.0100612244897959,1.37782004909609
"82",0.351897959183674,0.0100612244897959,1.37782004909609
"83",0.361959183673469,0.0100612244897959,1.37782004909609
"84",0.372020408163265,0.0100612244897959,1.37782004909609
"85",0.382081632653061,0.0100612244897959,1.37782004909609
"86",0.392142857142857,0.0100612244897959,1.37782004909609
"87",0.402204081632653,0.0100612244897959,1.37782004909609
"88",0.412265306122449,0.0100612244897959,1.37782004909609
"89",0.422326530612245,0.0100612244897959,1.37782004909609
"90",0.432387755102041,0.0100612244897959,1.37782004909609
"91",0.442448979591837,0.0100612244897959,1.37782004909609
"92",0.452510204081633,0.0100612244897959,1.37782004909609
"93",0.462571428571429,0.0100612244897959,1.37782004909609
"94",0.472632653061225,0.0100612244897959,1.37782004909609
"95",0.48269387755102,0.0100612244897959,1.37782004909609
"96",0.492755102040816,0.0100612244897959,1.37782004909609
"97",0.502816326530612,0.0100612244897959,1.37782004909609
"98",0.512877551020408,0.0100612244897959,1.37782004909609
"99",0.522938775510204,0.0100612244897959,1.37782004909609
"100",0.533,0.0100612244897959,1.37782004909609
"101",0.04,0.0181224489795918,1.59157991119444
"102",0.0500612244897959,0.0181224489795918,1.59157991119444
"103",0.0601224489795918,0.0181224489795918,1.59157991119444
"104",0.0701836734693878,0.0181224489795918,1.59157991119444
"105",0.0802448979591837,0.0181224489795918,1.59157991119444
"106",0.0903061224489796,0.0181224489795918,1.59157991119444
"107",0.100367346938776,0.0181224489795918,1.59157991119444
"108",0.110428571428571,0.0181224489795918,1.59157991119444
"109",0.120489795918367,0.0181224489795918,1.59157991119444
"110",0.130551020408163,0.0181224489795918,1.52517860731718
"111",0.140612244897959,0.0181224489795918,1.45899076054439
"112",0.150673469387755,0.0181224489795918,1.45899076054439
"113",0.160734693877551,0.0181224489795918,1.45899076054439
"114",0.170795918367347,0.0181224489795918,1.47251157336905
"115",0.180857142857143,0.0181224489795918,1.39282534266938
"116",0.190918367346939,0.0181224489795918,1.39282534266938
"117",0.200979591836735,0.0181224489795918,1.39282534266938
"118",0.211040816326531,0.0181224489795918,1.39282534266938
"119",0.221102040816327,0.0181224489795918,1.39282534266938
"120",0.231163265306122,0.0181224489795918,1.39282534266938
"121",0.241224489795918,0.0181224489795918,1.39282534266938
"122",0.251285714285714,0.0181224489795918,1.39282534266938
"123",0.26134693877551,0.0181224489795918,1.39282534266938
"124",0.271408163265306,0.0181224489795918,1.37782004909609
"125",0.281469387755102,0.0181224489795918,1.37782004909609
"126",0.291530612244898,0.0181224489795918,1.37782004909609
"127",0.301591836734694,0.0181224489795918,1.37782004909609
"128",0.31165306122449,0.0181224489795918,1.37782004909609
"129",0.321714285714286,0.0181224489795918,1.37782004909609
"130",0.331775510204082,0.0181224489795918,1.37782004909609
"131",0.341836734693878,0.0181224489795918,1.37782004909609
"132",0.351897959183674,0.0181224489795918,1.37782004909609
"133",0.361959183673469,0.0181224489795918,1.37782004909609
"134",0.372020408163265,0.0181224489795918,1.37782004909609
"135",0.382081632653061,0.0181224489795918,1.37782004909609
"136",0.392142857142857,0.0181224489795918,1.37782004909609
"137",0.402204081632653,0.0181224489795918,1.37782004909609
"138",0.412265306122449,0.0181224489795918,1.37782004909609
"139",0.422326530612245,0.0181224489795918,1.37782004909609
"140",0.432387755102041,0.0181224489795918,1.37782004909609
"141",0.442448979591837,0.0181224489795918,1.37782004909609
"142",0.452510204081633,0.0181224489795918,1.37782004909609
"143",0.462571428571429,0.0181224489795918,1.37782004909609
"144",0.472632653061225,0.0181224489795918,1.37782004909609
"145",0.48269387755102,0.0181224489795918,1.37782004909609
"146",0.492755102040816,0.0181224489795918,1.37782004909609
"147",0.502816326530612,0.0181224489795918,1.37782004909609
"148",0.512877551020408,0.0181224489795918,1.37782004909609
"149",0.522938775510204,0.0181224489795918,1.37782004909609
"150",0.533,0.0181224489795918,1.37782004909609
"151",0.04,0.0261836734693878,1.45803657368066
"152",0.0500612244897959,0.0261836734693878,1.45803657368066
"153",0.0601224489795918,0.0261836734693878,1.45803657368066
"154",0.0701836734693878,0.0261836734693878,1.45803657368066
"155",0.0802448979591837,0.0261836734693878,1.45803657368066
"156",0.0903061224489796,0.0261836734693878,1.45803657368066
"157",0.100367346938776,0.0261836734693878,1.45803657368066
"158",0.110428571428571,0.0261836734693878,1.45803657368066
"159",0.120489795918367,0.0261836734693878,1.45803657368066
"160",0.130551020408163,0.0261836734693878,1.3916352698034
"161",0.140612244897959,0.0261836734693878,1.32544742303062
"162",0.150673469387755,0.0261836734693878,1.32544742303062
"163",0.160734693877551,0.0261836734693878,1.32544742303062
"164",0.170795918367347,0.0261836734693878,1.33896823585527
"165",0.180857142857143,0.0261836734693878,1.25928200515561
"166",0.190918367346939,0.0261836734693878,1.25928200515561
"167",0.200979591836735,0.0261836734693878,1.25928200515561
"168",0.211040816326531,0.0261836734693878,1.25928200515561
"169",0.221102040816327,0.0261836734693878,1.25928200515561
"170",0.231163265306122,0.0261836734693878,1.25928200515561
"171",0.241224489795918,0.0261836734693878,1.25928200515561
"172",0.251285714285714,0.0261836734693878,1.25928200515561
"173",0.26134693877551,0.0261836734693878,1.25928200515561
"174",0.271408163265306,0.0261836734693878,1.24427671158231
"175",0.281469387755102,0.0261836734693878,1.24427671158231
"176",0.291530612244898,0.0261836734693878,1.24427671158231
"177",0.301591836734694,0.0261836734693878,1.24427671158231
"178",0.31165306122449,0.0261836734693878,1.24427671158231
"179",0.321714285714286,0.0261836734693878,1.24427671158231
"180",0.331775510204082,0.0261836734693878,1.24427671158231
"181",0.341836734693878,0.0261836734693878,1.24427671158231
"182",0.351897959183674,0.0261836734693878,1.24427671158231
"183",0.361959183673469,0.0261836734693878,1.24427671158231
"184",0.372020408163265,0.0261836734693878,1.24427671158231
"185",0.382081632653061,0.0261836734693878,1.24427671158231
"186",0.392142857142857,0.0261836734693878,1.24427671158231
"187",0.402204081632653,0.0261836734693878,1.24427671158231
"188",0.412265306122449,0.0261836734693878,1.24427671158231
"189",0.422326530612245,0.0261836734693878,1.24427671158231
"190",0.432387755102041,0.0261836734693878,1.24427671158231
"191",0.442448979591837,0.0261836734693878,1.24427671158231
"192",0.452510204081633,0.0261836734693878,1.24427671158231
"193",0.462571428571429,0.0261836734693878,1.24427671158231
"194",0.472632653061225,0.0261836734693878,1.24427671158231
"195",0.48269387755102,0.0261836734693878,1.24427671158231
"196",0.492755102040816,0.0261836734693878,1.24427671158231
"197",0.502816326530612,0.0261836734693878,1.24427671158231
"198",0.512877551020408,0.0261836734693878,1.24427671158231
"199",0.522938775510204,0.0261836734693878,1.24427671158231
"200",0.533,0.0261836734693878,1.24427671158231
"201",0.04,0.0342448979591837,1.55133689270616
"202",0.0500612244897959,0.0342448979591837,1.55133689270616
"203",0.0601224489795918,0.0342448979591837,1.55133689270616
"204",0.0701836734693878,0.0342448979591837,1.55133689270616
"205",0.0802448979591837,0.0342448979591837,1.55133689270616
"206",0.0903061224489796,0.0342448979591837,1.55133689270616
"207",0.100367346938776,0.0342448979591837,1.55133689270616
"208",0.110428571428571,0.0342448979591837,1.55133689270616
"209",0.120489795918367,0.0342448979591837,1.55133689270616
"210",0.130551020408163,0.0342448979591837,1.4849355888289
"211",0.140612244897959,0.0342448979591837,1.41874774205611
"212",0.150673469387755,0.0342448979591837,1.41874774205611
"213",0.160734693877551,0.0342448979591837,1.41874774205611
"214",0.170795918367347,0.0342448979591837,1.43226855488077
"215",0.180857142857143,0.0342448979591837,1.33282578822073
"216",0.190918367346939,0.0342448979591837,1.33282578822073
"217",0.200979591836735,0.0342448979591837,1.33282578822073
"218",0.211040816326531,0.0342448979591837,1.33282578822073
"219",0.221102040816327,0.0342448979591837,1.33282578822073
"220",0.231163265306122,0.0342448979591837,1.33282578822073
"221",0.241224489795918,0.0342448979591837,1.33282578822073
