"","snow1992to2011","max_depth_m","Predicted"
"1",-0.035897436,1.8,0.951041958029432
"2",-0.0351648352653061,1.8,0.951041958029432
"3",-0.0344322345306122,1.8,0.951041958029432
"4",-0.0336996337959184,1.8,0.951041958029432
"5",-0.0329670330612245,1.8,0.951041958029432
"6",-0.0322344323265306,1.8,0.951041958029432
"7",-0.0315018315918367,1.8,0.951041958029432
"8",-0.0307692308571429,1.8,0.951041958029432
"9",-0.030036630122449,1.8,0.951041958029432
"10",-0.0293040293877551,1.8,0.951041958029432
"11",-0.0285714286530612,1.8,0.951041958029432
"12",-0.0278388279183673,1.8,0.951041958029432
"13",-0.0271062271836735,1.8,0.951041958029432
"14",-0.0263736264489796,1.8,0.951041958029432
"15",-0.0256410257142857,1.8,0.951041958029432
"16",-0.0249084249795918,1.8,0.951041958029432
"17",-0.024175824244898,1.8,0.951041958029432
"18",-0.0234432235102041,1.8,0.951041958029432
"19",-0.0227106227755102,1.8,0.951041958029432
"20",-0.0219780220408163,1.8,0.951041958029432
"21",-0.0212454213061224,1.8,0.951041958029432
"22",-0.0205128205714286,1.8,0.918547830922161
"23",-0.0197802198367347,1.8,0.918547830922161
"24",-0.0190476191020408,1.8,0.918547830922161
"25",-0.0183150183673469,1.8,0.936908085429472
"26",-0.0175824176326531,1.8,0.936908085429472
"27",-0.0168498168979592,1.8,0.936908085429472
"28",-0.0161172161632653,1.8,0.936908085429472
"29",-0.0153846154285714,1.8,0.894293172397595
"30",-0.0146520146938776,1.8,0.894293172397595
"31",-0.0139194139591837,1.8,0.894293172397595
"32",-0.0131868132244898,1.8,0.894293172397595
"33",-0.0124542124897959,1.8,0.894293172397595
"34",-0.011721611755102,1.8,0.894293172397595
"35",-0.0109890110204082,1.8,0.894293172397595
"36",-0.0102564102857143,1.8,0.894293172397595
"37",-0.00952380955102041,1.8,0.913069105297405
"38",-0.00879120881632653,1.8,0.913069105297405
"39",-0.00805860808163265,1.8,0.913069105297405
"40",-0.00732600734693878,1.8,0.913069105297405
"41",-0.0065934066122449,1.8,0.913069105297405
"42",-0.00586080587755102,1.8,0.913069105297405
"43",-0.00512820514285714,1.8,0.913069105297405
"44",-0.00439560440816326,1.8,0.913069105297405
"45",-0.00366300367346939,1.8,0.913069105297405
"46",-0.00293040293877551,1.8,0.894241305426514
"47",-0.00219780220408163,1.8,0.894241305426514
