"bf","lr","best.iter","best.iter.sd","cv.r.squared","cv.r.squared.sd"
0.5,5e-04,22411.1,9098.36707510383,0.180318069083552,0.0307078678904104
0.6,5e-04,20343.4,11789.3864339451,0.177005553782729,0.0492706891932779
0.7,5e-04,24944.8,11311.2857388834,0.200227739914434,0.0326578441498977
0.5,0.001,15115.1,9646.31106750716,0.196418766880202,0.024302212990911
0.6,0.001,12831.6,7895.79863246552,0.1999412289372,0.0246394399818446
0.7,0.001,14929,11065.4838424114,0.197042157789692,0.0441895058402747
0.5,0.005,4056,3174.13589291112,0.196978145265162,0.035199107758858
0.6,0.005,2282.7,1185.8299531458,0.199749616706088,0.0355570279027789
0.7,0.005,2822.9,2187.142552383,0.19756109863205,0.0269229023382445
0.5,0.01,3137.4,2464.00041486288,0.197393221528513,0.0259661639595656
0.6,0.01,929.7,368.633527745073,0.18749449181907,0.0380528390634334
0.7,0.01,861.3,320.274205434447,0.171342881539326,0.0262308805543309
0.5,0.05,270.2,294.582491747973,0.191209732218053,0.0357711010094182
0.6,0.05,388.3,178.096758969824,0.20097820185426,0.0253426804525047
0.7,0.05,195.3,43.2487636303693,0.187206171691728,0.0202931695983836
0.5,0.1,166.7,118.760309494002,0.176342151308709,0.0287851243985408
0.6,0.1,262.4,284.265212629177,0.198209186284872,0.0152700884613711
0.7,0.1,112.5,63.8004702177029,0.180240005667319,0.0262199172141588
