"","TDP_P","NO3_N","Predicted"
"1",0.31,0.002,1.39899367990243
"2",0.564897959183673,0.002,1.39899367990243
"3",0.819795918367347,0.002,1.39899367990243
"4",1.07469387755102,0.002,1.39899367990243
"5",1.32959183673469,0.002,1.35256323934407
"6",1.58448979591837,0.002,1.24364108853081
"7",1.83938775510204,0.002,1.19128233218357
"8",2.09428571428571,0.002,1.19128233218357
"9",2.34918367346939,0.002,1.32591399445309
"10",2.60408163265306,0.002,1.34307247036897
"11",2.85897959183673,0.002,1.34307247036897
"12",3.11387755102041,0.002,1.34307247036897
"13",3.36877551020408,0.002,1.38730214577445
"14",3.62367346938776,0.002,1.40297848353564
"15",3.87857142857143,0.002,1.39282534266938
"16",4.1334693877551,0.002,1.39282534266938
"17",4.38836734693878,0.002,1.46115709570045
"18",4.64326530612245,0.002,1.46115709570045
"19",4.89816326530612,0.002,1.47191073138007
"20",5.1530612244898,0.002,1.49644222787345
"21",5.40795918367347,0.002,1.48380037364621
"22",5.66285714285714,0.002,1.47136405618749
"23",5.91775510204082,0.002,1.47136405618749
"24",6.17265306122449,0.002,1.48557628825122
"25",6.42755102040816,0.002,1.48557628825122
"26",6.68244897959184,0.002,1.48557628825122
"27",6.93734693877551,0.002,1.53098511693135
"28",7.19224489795918,0.002,1.54982603468432
"29",7.44714285714286,0.002,1.59081556448429
"30",7.70204081632653,0.002,1.59081556448429
"31",7.9569387755102,0.002,1.59081556448429
"32",8.21183673469388,0.002,1.59081556448429
"33",8.46673469387755,0.002,1.59081556448429
"34",8.72163265306122,0.002,1.59081556448429
"35",8.9765306122449,0.002,1.59081556448429
"36",9.23142857142857,0.002,1.59081556448429
"37",9.48632653061225,0.002,1.59081556448429
"38",9.74122448979592,0.002,1.59081556448429
"39",9.99612244897959,0.002,1.59081556448429
"40",10.2510204081633,0.002,1.59081556448429
"41",10.5059183673469,0.002,1.59081556448429
"42",10.7608163265306,0.002,1.59081556448429
"43",11.0157142857143,0.002,1.59081556448429
"44",11.270612244898,0.002,1.59081556448429
"45",11.5255102040816,0.002,1.59081556448429
"46",11.7804081632653,0.002,1.59081556448429
