"","TDP_P","tmean_percent_normal","Predicted"
"1",0.31,0.855079,1.10191473802744
"2",0.564897959183673,0.855079,1.10191473802744
"3",0.819795918367347,0.855079,1.10191473802744
"4",1.07469387755102,0.855079,1.10191473802744
"5",1.32959183673469,0.855079,1.05548429746907
"6",1.58448979591837,0.855079,0.946562146655819
"7",1.83938775510204,0.855079,0.894203390308577
"8",2.09428571428571,0.855079,0.894203390308577
"9",2.34918367346939,0.855079,1.0288350525781
"10",2.60408163265306,0.855079,1.04599352849398
"11",2.85897959183673,0.855079,1.04599352849398
"12",3.11387755102041,0.855079,1.04599352849398
"13",3.36877551020408,0.855079,1.06996968547033
"14",3.62367346938776,0.855079,1.08564602323152
"15",3.87857142857143,0.855079,1.06029122771126
"16",4.1334693877551,0.855079,1.06029122771126
"17",4.38836734693878,0.855079,1.12862298074233
"18",4.64326530612245,0.855079,1.12862298074233
"19",4.89816326530612,0.855079,1.13937661642195
"20",5.1530612244898,0.855079,1.16390811291533
"21",5.40795918367347,0.855079,1.15126625868809
"22",5.66285714285714,0.855079,1.13882994122937
"23",5.91775510204082,0.855079,1.13882994122937
"24",6.17265306122449,0.855079,1.1530421732931
"25",6.42755102040816,0.855079,1.1530421732931
"26",6.68244897959184,0.855079,1.1530421732931
"27",6.93734693877551,0.855079,1.21564502623299
"28",7.19224489795918,0.855079,1.23448594398596
"29",7.44714285714286,0.855079,1.27547547378593
"30",7.70204081632653,0.855079,1.27547547378593
"31",7.9569387755102,0.855079,1.27547547378593
"32",8.21183673469388,0.855079,1.27547547378593
"33",8.46673469387755,0.855079,1.27547547378593
"34",8.72163265306122,0.855079,1.27547547378593
"35",8.9765306122449,0.855079,1.27547547378593
"36",9.23142857142857,0.855079,1.27547547378593
"37",9.48632653061225,0.855079,1.27547547378593
"38",9.74122448979592,0.855079,1.27547547378593
"39",9.99612244897959,0.855079,1.27547547378593
"40",10.2510204081633,0.855079,1.27547547378593
"41",10.5059183673469,0.855079,1.27547547378593
"42",10.7608163265306,0.855079,1.27547547378593
"43",11.0157142857143,0.855079,1.27547547378593
"44",11.270612244898,0.855079,1.27547547378593
"45",11.5255102040816,0.855079,1.27547547378593
"46",11.7804081632653,0.855079,1.27547547378593
"47",12.035306122449,0.855079,1.27547547378593
"48",12.2902040816327,0.855079,1.27547547378593
"49",12.5451020408163,0.855079,1.27547547378593
"50",12.8,0.855079,1.27547547378593
"51",0.31,0.872565385714286,1.10191473802744
"52",0.564897959183673,0.872565385714286,1.10191473802744
"53",0.819795918367347,0.872565385714286,1.10191473802744
"54",1.07469387755102,0.872565385714286,1.10191473802744
"55",1.32959183673469,0.872565385714286,1.05548429746907
"56",1.58448979591837,0.872565385714286,0.946562146655819
"57",1.83938775510204,0.872565385714286,0.894203390308577
"58",2.09428571428571,0.872565385714286,0.894203390308577
"59",2.34918367346939,0.872565385714286,1.0288350525781
"60",2.60408163265306,0.872565385714286,1.04599352849398
"61",2.85897959183673,0.872565385714286,1.04599352849398
"62",3.11387755102041,0.872565385714286,1.04599352849398
"63",3.36877551020408,0.872565385714286,1.06996968547033
"64",3.62367346938776,0.872565385714286,1.08564602323152
"65",3.87857142857143,0.872565385714286,1.06029122771126
"66",4.1334693877551,0.872565385714286,1.06029122771126
"67",4.38836734693878,0.872565385714286,1.12862298074233
"68",4.64326530612245,0.872565385714286,1.12862298074233
"69",4.89816326530612,0.872565385714286,1.13937661642195
"70",5.1530612244898,0.872565385714286,1.16390811291533
"71",5.40795918367347,0.872565385714286,1.15126625868809
"72",5.66285714285714,0.872565385714286,1.13882994122937
"73",5.91775510204082,0.872565385714286,1.13882994122937
"74",6.17265306122449,0.872565385714286,1.1530421732931
"75",6.42755102040816,0.872565385714286,1.1530421732931
"76",6.68244897959184,0.872565385714286,1.1530421732931
"77",6.93734693877551,0.872565385714286,1.21564502623299
"78",7.19224489795918,0.872565385714286,1.23448594398596
"79",7.44714285714286,0.872565385714286,1.27547547378593
"80",7.70204081632653,0.872565385714286,1.27547547378593
"81",7.9569387755102,0.872565385714286,1.27547547378593
"82",8.21183673469388,0.872565385714286,1.27547547378593
"83",8.46673469387755,0.872565385714286,1.27547547378593
"84",8.72163265306122,0.872565385714286,1.27547547378593
"85",8.9765306122449,0.872565385714286,1.27547547378593
"86",9.23142857142857,0.872565385714286,1.27547547378593
"87",9.48632653061225,0.872565385714286,1.27547547378593
"88",9.74122448979592,0.872565385714286,1.27547547378593
"89",9.99612244897959,0.872565385714286,1.27547547378593
"90",10.2510204081633,0.872565385714286,1.27547547378593
"91",10.5059183673469,0.872565385714286,1.27547547378593
"92",10.7608163265306,0.872565385714286,1.27547547378593
"93",11.0157142857143,0.872565385714286,1.27547547378593
"94",11.270612244898,0.872565385714286,1.27547547378593
"95",11.5255102040816,0.872565385714286,1.27547547378593
"96",11.7804081632653,0.872565385714286,1.27547547378593
"97",12.035306122449,0.872565385714286,1.27547547378593
"98",12.2902040816327,0.872565385714286,1.27547547378593
"99",12.5451020408163,0.872565385714286,1.27547547378593
"100",12.8,0.872565385714286,1.27547547378593
"101",0.31,0.890051771428572,1.10191473802744
"102",0.564897959183673,0.890051771428572,1.10191473802744
"103",0.819795918367347,0.890051771428572,1.10191473802744
"104",1.07469387755102,0.890051771428572,1.10191473802744
"105",1.32959183673469,0.890051771428572,1.05548429746907
"106",1.58448979591837,0.890051771428572,0.946562146655819
"107",1.83938775510204,0.890051771428572,0.894203390308577
"108",2.09428571428571,0.890051771428572,0.894203390308577
"109",2.34918367346939,0.890051771428572,1.0288350525781
"110",2.60408163265306,0.890051771428572,1.04599352849398
"111",2.85897959183673,0.890051771428572,1.04599352849398
"112",3.11387755102041,0.890051771428572,1.04599352849398
"113",3.36877551020408,0.890051771428572,1.06996968547033
"114",3.62367346938776,0.890051771428572,1.08564602323152
"115",3.87857142857143,0.890051771428572,1.06029122771126
"116",4.1334693877551,0.890051771428572,1.06029122771126
"117",4.38836734693878,0.890051771428572,1.12862298074233
"118",4.64326530612245,0.890051771428572,1.12862298074233
"119",4.89816326530612,0.890051771428572,1.13937661642195
"120",5.1530612244898,0.890051771428572,1.16390811291533
"121",5.40795918367347,0.890051771428572,1.15126625868809
"122",5.66285714285714,0.890051771428572,1.13882994122937
"123",5.91775510204082,0.890051771428572,1.13882994122937
"124",6.17265306122449,0.890051771428572,1.1530421732931
"125",6.42755102040816,0.890051771428572,1.1530421732931
"126",6.68244897959184,0.890051771428572,1.1530421732931
"127",6.93734693877551,0.890051771428572,1.21564502623299
"128",7.19224489795918,0.890051771428572,1.23448594398596
"129",7.44714285714286,0.890051771428572,1.27547547378593
"130",7.70204081632653,0.890051771428572,1.27547547378593
"131",7.9569387755102,0.890051771428572,1.27547547378593
