"","NO3_N","ppt_percent_normal","Predicted"
"1",0.002,0.23120234,1.19320192586416
"2",0.0100612244897959,0.23120234,1.19320192586416
"3",0.0181224489795918,0.23120234,1.19320192586416
"4",0.0261836734693878,0.23120234,1.05965858835039
"5",0.0342448979591837,0.23120234,1.13320237141551
"6",0.0423061224489796,0.23120234,1.19618048186411
"7",0.0503673469387755,0.23120234,1.19618048186411
"8",0.0584285714285714,0.23120234,1.20959142337793
"9",0.0664897959183673,0.23120234,1.20959142337793
"10",0.0745510204081633,0.23120234,1.20959142337793
"11",0.0826122448979592,0.23120234,0.992918225462995
"12",0.0906734693877551,0.23120234,0.992918225462995
"13",0.098734693877551,0.23120234,0.992918225462995
"14",0.106795918367347,0.23120234,0.97959432655719
"15",0.114857142857143,0.23120234,1.00501811157585
"16",0.122918367346939,0.23120234,0.95554390076357
"17",0.130979591836735,0.23120234,0.95554390076357
"18",0.139040816326531,0.23120234,0.95554390076357
"19",0.147102040816327,0.23120234,0.95554390076357
"20",0.155163265306122,0.23120234,0.95554390076357
"21",0.163224489795918,0.23120234,0.95554390076357
"22",0.171285714285714,0.23120234,0.95554390076357
"23",0.17934693877551,0.23120234,0.95554390076357
"24",0.187408163265306,0.23120234,1.00438642664565
"25",0.195469387755102,0.23120234,1.00438642664565
"26",0.203530612244898,0.23120234,1.00438642664565
"27",0.211591836734694,0.23120234,1.00438642664565
"28",0.21965306122449,0.23120234,1.00438642664565
"29",0.227714285714286,0.23120234,1.00438642664565
"30",0.235775510204082,0.23120234,1.00438642664565
"31",0.243836734693878,0.23120234,1.00438642664565
"32",0.251897959183673,0.23120234,1.00438642664565
"33",0.259959183673469,0.23120234,1.00438642664565
"34",0.268020408163265,0.23120234,1.00438642664565
"35",0.276081632653061,0.23120234,1.00438642664565
"36",0.284142857142857,0.23120234,1.00438642664565
"37",0.292204081632653,0.23120234,1.00438642664565
"38",0.300265306122449,0.23120234,1.00438642664565
"39",0.308326530612245,0.23120234,1.00438642664565
