"","TDP_P","NtoP","Predicted"
"1",0.31,18.1,1.1746853214715
"2",0.564897959183673,18.1,1.1746853214715
"3",0.819795918367347,18.1,1.1746853214715
"4",1.07469387755102,18.1,1.1746853214715
"5",1.32959183673469,18.1,1.12825488091314
"6",1.58448979591837,18.1,1.01933273009988
"7",1.83938775510204,18.1,0.96697397375264
"8",2.09428571428571,18.1,0.96697397375264
"9",2.34918367346939,18.1,1.10160563602216
"10",2.60408163265306,18.1,1.11876411193804
"11",2.85897959183673,18.1,1.11876411193804
"12",3.11387755102041,18.1,1.11876411193804
"13",3.36877551020408,18.1,1.12320033582626
"14",3.62367346938776,18.1,1.13887667358745
"15",3.87857142857143,18.1,1.1135218780672
"16",4.1334693877551,18.1,1.1135218780672
"17",4.38836734693878,18.1,1.17617223981226
"18",4.64326530612245,18.1,1.17617223981226
"19",4.89816326530612,18.1,1.18692587549188
"20",5.1530612244898,18.1,1.21145737198526
"21",5.40795918367347,18.1,1.19881551775803
"22",5.66285714285714,18.1,1.18637920029931
"23",5.91775510204082,18.1,1.18637920029931
"24",6.17265306122449,18.1,1.20059143236303
"25",6.42755102040816,18.1,1.20059143236303
"26",6.68244897959184,18.1,1.20059143236303
"27",6.93734693877551,18.1,1.24600026104316
"28",7.19224489795918,18.1,1.26484117879613
"29",7.44714285714286,18.1,1.3058307085961
"30",7.70204081632653,18.1,1.3058307085961
"31",7.9569387755102,18.1,1.3058307085961
"32",8.21183673469388,18.1,1.3058307085961
"33",8.46673469387755,18.1,1.3058307085961
"34",8.72163265306122,18.1,1.3058307085961
"35",8.9765306122449,18.1,1.3058307085961
"36",9.23142857142857,18.1,1.3058307085961
"37",9.48632653061225,18.1,1.3058307085961
"38",9.74122448979592,18.1,1.3058307085961
"39",9.99612244897959,18.1,1.3058307085961
"40",10.2510204081633,18.1,1.3058307085961
"41",10.5059183673469,18.1,1.3058307085961
"42",10.7608163265306,18.1,1.3058307085961
"43",11.0157142857143,18.1,1.3058307085961
"44",11.270612244898,18.1,1.3058307085961
"45",11.5255102040816,18.1,1.3058307085961
"46",11.7804081632653,18.1,1.3058307085961
"47",12.035306122449,18.1,1.3058307085961
"48",12.2902040816327,18.1,1.3058307085961
"49",12.5451020408163,18.1,1.3058307085961
"50",12.8,18.1,1.3058307085961
"51",0.31,44.0040816326531,1.1746853214715
"52",0.564897959183673,44.0040816326531,1.1746853214715
"53",0.819795918367347,44.0040816326531,1.1746853214715
"54",1.07469387755102,44.0040816326531,1.1746853214715
"55",1.32959183673469,44.0040816326531,1.12825488091314
"56",1.58448979591837,44.0040816326531,1.01933273009988
"57",1.83938775510204,44.0040816326531,0.96697397375264
"58",2.09428571428571,44.0040816326531,0.96697397375264
"59",2.34918367346939,44.0040816326531,1.10160563602216
"60",2.60408163265306,44.0040816326531,1.11876411193804
"61",2.85897959183673,44.0040816326531,1.11876411193804
"62",3.11387755102041,44.0040816326531,1.11876411193804
"63",3.36877551020408,44.0040816326531,1.12320033582626
"64",3.62367346938776,44.0040816326531,1.13887667358745
"65",3.87857142857143,44.0040816326531,1.1135218780672
"66",4.1334693877551,44.0040816326531,1.1135218780672
"67",4.38836734693878,44.0040816326531,1.17617223981226
"68",4.64326530612245,44.0040816326531,1.17617223981226
"69",4.89816326530612,44.0040816326531,1.18692587549188
"70",5.1530612244898,44.0040816326531,1.21145737198526
"71",5.40795918367347,44.0040816326531,1.19881551775803
"72",5.66285714285714,44.0040816326531,1.18637920029931
"73",5.91775510204082,44.0040816326531,1.18637920029931
"74",6.17265306122449,44.0040816326531,1.20059143236303
"75",6.42755102040816,44.0040816326531,1.20059143236303
"76",6.68244897959184,44.0040816326531,1.20059143236303
"77",6.93734693877551,44.0040816326531,1.24600026104316
