"bf","lr","best.iter","cv.r.squared"
0.5,0.1,79,0.212494734764054
0.5,0.1,189,0.217446851596905
0.5,0.1,152,0.161872563154799
0.5,0.1,96,0.133915920282342
0.5,0.1,264,0.184649871919367
0.5,0.1,56,0.170703236380143
0.5,0.1,399,0.195041766514155
0.5,0.1,78,0.1694419785231
0.5,0.1,55,0.132978954718579
0.5,0.1,299,0.18487563523364
0.6,0.1,73,0.189252942646635
0.6,0.1,965,0.200061831976563
0.6,0.1,118,0.205512440387461
0.6,0.1,163,0.229576802762482
0.6,0.1,193,0.176564252460726
0.6,0.1,546,0.196128689690104
0.6,0.1,139,0.193597869780673
0.6,0.1,119,0.211850681484182
0.6,0.1,260,0.198580846694727
0.6,0.1,48,0.180965504965164
0.7,0.1,87,0.189109120621445
0.7,0.1,62,0.17867908614074
0.7,0.1,112,0.192570535431813
0.7,0.1,187,0.183964423126885
0.7,0.1,124,0.235888064499447
0.7,0.1,43,0.191777050639846
0.7,0.1,251,0.157995485083183
0.7,0.1,118,0.140004701516384
0.7,0.1,61,0.156133079051917
0.7,0.1,80,0.176278510561533
0.5,0.05,141,0.14104216371042
0.5,0.05,1035,0.185564389665182
0.5,0.05,187,0.241164968870763
0.5,0.05,172,0.186881606108329
0.5,0.05,81,0.231187720171193
0.5,0.05,117,0.163287903585079
0.5,0.05,152,0.186835426676482
0.5,0.05,126,0.156093722917335
0.5,0.05,176,0.177496913615392
0.5,0.05,515,0.242542506860358
0.6,0.05,530,0.187585615491091
0.6,0.05,434,0.201604289262291
0.6,0.05,569,0.219665848685355
0.6,0.05,238,0.242001107312568
0.6,0.05,304,0.174603534317911
0.6,0.05,224,0.185152218785577
0.6,0.05,120,0.180204328652235
0.6,0.05,558,0.168869202670922
0.6,0.05,273,0.224315793288469
0.6,0.05,633,0.225780080076176
0.7,0.05,239,0.207547675558328
0.7,0.05,192,0.183130786685911
0.7,0.05,225,0.215556758089219
0.7,0.05,239,0.175951007519351
0.7,0.05,128,0.19988761850636
0.7,0.05,164,0.175507937629424
0.7,0.05,195,0.202296828061588
0.7,0.05,177,0.145187807110715
0.7,0.05,141,0.187175260254313
0.7,0.05,253,0.179820037502072
0.5,0.01,2564,0.195843863770058
0.5,0.01,5681,0.201750091794029
0.5,0.01,1033,0.177993311779473
0.5,0.01,5626,0.158271203815151
0.5,0.01,987,0.218281595681362
0.5,0.01,1074,0.208526149191972
0.5,0.01,6324,0.1642337131164
0.5,0.01,6055,0.225937913591478
0.5,0.01,439,0.186401457921646
0.5,0.01,1591,0.236692914623557
0.6,0.01,1170,0.22656100844675
0.6,0.01,533,0.152762160816947
0.6,0.01,538,0.118761232953215
0.6,0.01,1353,0.206961048503567
0.6,0.01,1274,0.218632043976727
0.6,0.01,786,0.176589272686374
0.6,0.01,481,0.140062393964111
0.6,0.01,697,0.219343217862195
0.6,0.01,1453,0.203609287144007
0.6,0.01,1012,0.211663251836806
0.7,0.01,1677,0.143420844788861
0.7,0.01,495,0.142725998602551
0.7,0.01,899,0.138626728737115
0.7,0.01,626,0.201674912357219
0.7,0.01,705,0.196882039939529
0.7,0.01,843,0.206119744806452
0.7,0.01,743,0.190384598762673
0.7,0.01,763,0.153256522196424
0.7,0.01,865,0.165196418668959
0.7,0.01,997,0.175141006533482
0.5,0.005,2313,0.172136769926791
0.5,0.005,7969,0.209642632271324
0.5,0.005,1383,0.156162053052079
0.5,0.005,2491,0.202052960975671
0.5,0.005,2162,0.218196376599692
0.5,0.005,6357,0.206537628136762
0.5,0.005,4451,0.243955612112072
0.5,0.005,10419,0.223459488899274
0.5,0.005,1178,0.126122451714827
0.5,0.005,1837,0.211515478963134
0.6,0.005,2426,0.212537956052063
0.6,0.005,2730,0.204569566323712
0.6,0.005,3984,0.242928796447228
0.6,0.005,1459,0.214711518911614
0.6,0.005,1000,0.145041642027917
0.6,0.005,1120,0.149555064353925
0.6,0.005,2022,0.212770741458655
0.6,0.005,4405,0.241536499261251
0.6,0.005,2512,0.21286840435994
0.6,0.005,1169,0.160975977864574
0.7,0.005,4946,0.186488593581425
0.7,0.005,1559,0.203232577022673
0.7,0.005,1381,0.193046501195916
0.7,0.005,2019,0.227405927143573
0.7,0.005,8281,0.25482399141114
0.7,0.005,2284,0.195023985236334
0.7,0.005,1115,0.164346217769984
0.7,0.005,2386,0.168525626834222
0.7,0.005,1942,0.182726795607628
0.7,0.005,2316,0.19999077051761
0.5,0.001,9691,0.207553447115325
0.5,0.001,29937,0.212079914537328
0.5,0.001,34992,0.205608372476825
0.5,0.001,10616,0.187715699431761
0.5,0.001,11329,0.168346184820205
0.5,0.001,10540,0.186716822311275
0.5,0.001,8680,0.206862904044963
0.5,0.001,6326,0.15290042912896
0.5,0.001,11488,0.196386862140158
