"","snow2011","max_depth_m","Predicted"
"1",0,1.8,0.905411336792971
"2",0.015694466755102,1.8,0.905411336792971
"3",0.0313889335102041,1.8,0.905411336792971
"4",0.0470834002653061,1.8,0.905411336792971
"5",0.0627778670204082,1.8,0.905411336792971
"6",0.0784723337755102,1.8,0.905411336792971
"7",0.0941668005306122,1.8,0.905411336792971
"8",0.109861267285714,1.8,0.905411336792971
"9",0.125555734040816,1.8,0.905411336792971
"10",0.141250200795918,1.8,0.905411336792971
"11",0.15694466755102,1.8,0.905411336792971
"12",0.172639134306122,1.8,0.905411336792971
"13",0.188333601061224,1.8,0.905411336792971
"14",0.204028067816327,1.8,0.905411336792971
"15",0.219722534571429,1.8,0.894293172397595
"16",0.235417001326531,1.8,0.894293172397595
"17",0.251111468081633,1.8,0.894293172397595
"18",0.266805934836735,1.8,0.894293172397595
"19",0.282500401591837,1.8,0.894293172397595
"20",0.298194868346939,1.8,0.894293172397595
"21",0.313889335102041,1.8,0.894293172397595
"22",0.329583801857143,1.8,0.894293172397595
"23",0.345278268612245,1.8,0.894039335376724
"24",0.360972735367347,1.8,0.660934976327441
"25",0.376667202122449,1.8,0.660934976327441
"26",0.392361668877551,1.8,0.660934976327441
"27",0.408056135632653,1.8,0.649730061035813
"28",0.423750602387755,1.8,0.649730061035813
"29",0.439445069142857,1.8,0.649730061035813
"30",0.455139535897959,1.8,0.649730061035813
"31",0.470834002653061,1.8,0.649730061035813
"32",0.486528469408163,1.8,0.649730061035813
"33",0.502222936163265,1.8,0.595077790350161
"34",0.517917402918367,1.8,0.595077790350161
"35",0.533611869673469,1.8,0.595077790350161
"36",0.549306336428571,1.8,0.595077790350161
"37",0.565000803183674,1.8,0.595077790350161
"38",0.580695269938776,1.8,0.595077790350161
"39",0.596389736693878,1.8,0.595077790350161
"40",0.61208420344898,1.8,0.595077790350161
"41",0.627778670204082,1.8,0.595077790350161
"42",0.643473136959184,1.8,0.595077790350161
"43",0.659167603714286,1.8,0.595077790350161
"44",0.674862070469388,1.8,0.595077790350161
"45",0.69055653722449,1.8,0.595077790350161
"46",0.706251003979592,1.8,0.595077790350161
"47",0.721945470734694,1.8,0.595077790350161
"48",0.737639937489796,1.8,0.595077790350161
"49",0.753334404244898,1.8,0.595077790350161
"50",0.769028871,1.8,0.595077790350161
"51",0,2.62040816326531,0.905411336792971
"52",0.015694466755102,2.62040816326531,0.905411336792971
"53",0.0313889335102041,2.62040816326531,0.905411336792971
"54",0.0470834002653061,2.62040816326531,0.905411336792971
"55",0.0627778670204082,2.62040816326531,0.905411336792971
"56",0.0784723337755102,2.62040816326531,0.905411336792971
"57",0.0941668005306122,2.62040816326531,0.905411336792971
"58",0.109861267285714,2.62040816326531,0.905411336792971
"59",0.125555734040816,2.62040816326531,0.905411336792971
"60",0.141250200795918,2.62040816326531,0.905411336792971
"61",0.15694466755102,2.62040816326531,0.905411336792971
"62",0.172639134306122,2.62040816326531,0.905411336792971
"63",0.188333601061224,2.62040816326531,0.905411336792971
"64",0.204028067816327,2.62040816326531,0.905411336792971
"65",0.219722534571429,2.62040816326531,0.894293172397595
"66",0.235417001326531,2.62040816326531,0.894293172397595
"67",0.251111468081633,2.62040816326531,0.894293172397595
"68",0.266805934836735,2.62040816326531,0.894293172397595
"69",0.282500401591837,2.62040816326531,0.894293172397595
"70",0.298194868346939,2.62040816326531,0.894293172397595
"71",0.313889335102041,2.62040816326531,0.894293172397595
"72",0.329583801857143,2.62040816326531,0.894293172397595
"73",0.345278268612245,2.62040816326531,0.894039335376724
"74",0.360972735367347,2.62040816326531,0.660934976327441
