"","TEMP","lake_perc_area","Predicted"
"1",2.56,0.48,0.337985496612892
"2",2.89551020408163,0.48,0.337985496612892
"3",3.23102040816327,0.48,0.337985496612892
"4",3.5665306122449,0.48,0.337985496612892
"5",3.90204081632653,0.48,0.337985496612892
"6",4.23755102040816,0.48,0.337985496612892
"7",4.5730612244898,0.48,0.46675724553459
"8",4.90857142857143,0.48,0.46675724553459
"9",5.24408163265306,0.48,0.46675724553459
"10",5.57959183673469,0.48,0.687008645619744
"11",5.91510204081633,0.48,0.687008645619744
"12",6.25061224489796,0.48,0.687008645619744
"13",6.58612244897959,0.48,0.643765429113039
"14",6.92163265306123,0.48,0.680967543750159
"15",7.25714285714286,0.48,0.637095685894974
"16",7.59265306122449,0.48,0.624384850036458
"17",7.92816326530612,0.48,0.602730327504854
"18",8.26367346938776,0.48,0.602730327504854
"19",8.59918367346939,0.48,0.602730327504854
"20",8.93469387755102,0.48,0.587246267822014
"21",9.27020408163265,0.48,0.559053826646203
"22",9.60571428571429,0.48,0.559053826646203
"23",9.94122448979592,0.48,0.559053826646203
"24",10.2767346938776,0.48,0.528558791536545
"25",10.6122448979592,0.48,0.466180035305049
"26",10.9477551020408,0.48,0.413669824726626
"27",11.2832653061225,0.48,0.287953551369274
"28",11.6187755102041,0.48,0.287953551369274
"29",11.9542857142857,0.48,0.31009869906636
"30",12.2897959183673,0.48,0.31009869906636
"31",12.625306122449,0.48,0.31009869906636
"32",12.9608163265306,0.48,0.31009869906636
"33",13.2963265306122,0.48,0.277187595588248
"34",13.6318367346939,0.48,0.277187595588248
"35",13.9673469387755,0.48,0.277187595588248
"36",14.3028571428571,0.48,0.277187595588248
"37",14.6383673469388,0.48,0.277187595588248
"38",14.9738775510204,0.48,0.277187595588248
"39",15.309387755102,0.48,0.277187595588248
"40",15.6448979591837,0.48,0.277187595588248
"41",15.9804081632653,0.48,0.277187595588248
"42",16.3159183673469,0.48,0.277187595588248
"43",16.6514285714286,0.48,0.277187595588248
"44",16.9869387755102,0.48,0.277187595588248
"45",17.3224489795918,0.48,0.277187595588248
"46",17.6579591836735,0.48,0.277187595588248
"47",17.9934693877551,0.48,0.277187595588248
"48",18.3289795918367,0.48,0.277187595588248
"49",18.6644897959184,0.48,0.277187595588248
"50",19,0.48,0.277187595588248
"51",2.56,0.680204081632653,0.337985496612892
