"","TDP_P","ppt_week","Predicted"
"1",0.31,0,1.5142231861281
"2",0.564897959183673,0,1.5142231861281
"3",0.819795918367347,0,1.5142231861281
"4",1.07469387755102,0,1.5142231861281
"5",1.32959183673469,0,1.46779274556974
"6",1.58448979591837,0,1.35887059475648
"7",1.83938775510204,0,1.30651183840924
"8",2.09428571428571,0,1.30651183840924
"9",2.34918367346939,0,1.39623233383196
"10",2.60408163265306,0,1.41339080974784
"11",2.85897959183673,0,1.41339080974784
"12",3.11387755102041,0,1.41339080974784
"13",3.36877551020408,0,1.43736696672419
"14",3.62367346938776,0,1.45304330448538
"15",3.87857142857143,0,1.42768850896513
"16",4.1334693877551,0,1.42768850896513
"17",4.38836734693878,0,1.49602026199619
"18",4.64326530612245,0,1.49602026199619
"19",4.89816326530612,0,1.50677389767581
"20",5.1530612244898,0,1.53130539416919
"21",5.40795918367347,0,1.51866353994196
"22",5.66285714285714,0,1.50622722248324
"23",5.91775510204082,0,1.50622722248324
"24",6.17265306122449,0,1.52043945454696
"25",6.42755102040816,0,1.52043945454696
"26",6.68244897959184,0,1.52043945454696
"27",6.93734693877551,0,1.54673000633551
"28",7.19224489795918,0,1.56557092408848
"29",7.44714285714286,0,1.60656045388845
"30",7.70204081632653,0,1.60656045388845
"31",7.9569387755102,0,1.60656045388845
"32",8.21183673469388,0,1.60656045388845
"33",8.46673469387755,0,1.60656045388845
"34",8.72163265306122,0,1.60656045388845
"35",8.9765306122449,0,1.60656045388845
"36",9.23142857142857,0,1.60656045388845
"37",9.48632653061225,0,1.60656045388845
"38",9.74122448979592,0,1.60656045388845
"39",9.99612244897959,0,1.60656045388845
"40",10.2510204081633,0,1.60656045388845
"41",10.5059183673469,0,1.60656045388845
"42",10.7608163265306,0,1.60656045388845
"43",11.0157142857143,0,1.60656045388845
"44",11.270612244898,0,1.60656045388845
"45",11.5255102040816,0,1.60656045388845
"46",11.7804081632653,0,1.60656045388845
"47",12.035306122449,0,1.60656045388845
"48",12.2902040816327,0,1.60656045388845
"49",12.5451020408163,0,1.60656045388845
"50",12.8,0,1.60656045388845
"51",0.31,0.551857142857143,1.34809239279074
"52",0.564897959183673,0.551857142857143,1.34809239279074
"53",0.819795918367347,0.551857142857143,1.34809239279074
"54",1.07469387755102,0.551857142857143,1.34809239279074
"55",1.32959183673469,0.551857142857143,1.30166195223237
"56",1.58448979591837,0.551857142857143,1.19273980141912
"57",1.83938775510204,0.551857142857143,1.14038104507188
"58",2.09428571428571,0.551857142857143,1.14038104507188
"59",2.34918367346939,0.551857142857143,1.2301015404946
"60",2.60408163265306,0.551857142857143,1.24726001641048
"61",2.85897959183673,0.551857142857143,1.24726001641048
"62",3.11387755102041,0.551857142857143,1.24726001641048
"63",3.36877551020408,0.551857142857143,1.27123617338683
"64",3.62367346938776,0.551857142857143,1.28691251114802
"65",3.87857142857143,0.551857142857143,1.26155771562776
"66",4.1334693877551,0.551857142857143,1.26155771562776
"67",4.38836734693878,0.551857142857143,1.32988946865883
"68",4.64326530612245,0.551857142857143,1.32988946865883
"69",4.89816326530612,0.551857142857143,1.34064310433845
"70",5.1530612244898,0.551857142857143,1.36517460083183
"71",5.40795918367347,0.551857142857143,1.35253274660459
"72",5.66285714285714,0.551857142857143,1.34009642914587
"73",5.91775510204082,0.551857142857143,1.34009642914587
"74",6.17265306122449,0.551857142857143,1.3543086612096
"75",6.42755102040816,0.551857142857143,1.3543086612096
"76",6.68244897959184,0.551857142857143,1.3543086612096
"77",6.93734693877551,0.551857142857143,1.39971748988973
"78",7.19224489795918,0.551857142857143,1.4185584076427
"79",7.44714285714286,0.551857142857143,1.45954793744267
"80",7.70204081632653,0.551857142857143,1.45954793744267
"81",7.9569387755102,0.551857142857143,1.45954793744267
"82",8.21183673469388,0.551857142857143,1.45954793744267
"83",8.46673469387755,0.551857142857143,1.45954793744267
"84",8.72163265306122,0.551857142857143,1.45954793744267
"85",8.9765306122449,0.551857142857143,1.45954793744267
"86",9.23142857142857,0.551857142857143,1.45954793744267
"87",9.48632653061225,0.551857142857143,1.45954793744267
"88",9.74122448979592,0.551857142857143,1.45954793744267
"89",9.99612244897959,0.551857142857143,1.45954793744267
"90",10.2510204081633,0.551857142857143,1.45954793744267
"91",10.5059183673469,0.551857142857143,1.45954793744267
"92",10.7608163265306,0.551857142857143,1.45954793744267
"93",11.0157142857143,0.551857142857143,1.45954793744267
"94",11.270612244898,0.551857142857143,1.45954793744267
