"","TDP_P","TDN","Predicted"
"1",0.31,0.04,1.41522628938654
"2",0.564897959183673,0.04,1.41522628938654
"3",0.819795918367347,0.04,1.41522628938654
"4",1.07469387755102,0.04,1.41522628938654
"5",1.32959183673469,0.04,1.36879584882817
"6",1.58448979591837,0.04,1.25987369801492
"7",1.83938775510204,0.04,1.20751494166767
"8",2.09428571428571,0.04,1.20751494166767
"9",2.34918367346939,0.04,1.33018327963683
"10",2.60408163265306,0.04,1.3473417555527
"11",2.85897959183673,0.04,1.3473417555527
"12",3.11387755102041,0.04,1.3473417555527
"13",3.36877551020408,0.04,1.37131791252905
"14",3.62367346938776,0.04,1.38699425029025
"15",3.87857142857143,0.04,1.34326283672965
"16",4.1334693877551,0.04,1.34326283672965
"17",4.38836734693878,0.04,1.41159458976072
"18",4.64326530612245,0.04,1.41159458976072
"19",4.89816326530612,0.04,1.42234822544034
"20",5.1530612244898,0.04,1.44687972193372
"21",5.40795918367347,0.04,1.43423786770648
"22",5.66285714285714,0.04,1.42180155024776
"23",5.91775510204082,0.04,1.42180155024776
"24",6.17265306122449,0.04,1.43601378231149
"25",6.42755102040816,0.04,1.43601378231149
"26",6.68244897959184,0.04,1.43601378231149
"27",6.93734693877551,0.04,1.48142261099162
"28",7.19224489795918,0.04,1.50026352874459
"29",7.44714285714286,0.04,1.54125305854456
"30",7.70204081632653,0.04,1.54125305854456
"31",7.9569387755102,0.04,1.54125305854456
"32",8.21183673469388,0.04,1.54125305854456
"33",8.46673469387755,0.04,1.54125305854456
"34",8.72163265306122,0.04,1.54125305854456
"35",8.9765306122449,0.04,1.54125305854456
"36",9.23142857142857,0.04,1.54125305854456
"37",9.48632653061225,0.04,1.54125305854456
"38",9.74122448979592,0.04,1.54125305854456
"39",9.99612244897959,0.04,1.54125305854456
"40",10.2510204081633,0.04,1.54125305854456
"41",10.5059183673469,0.04,1.54125305854456
"42",10.7608163265306,0.04,1.54125305854456
"43",11.0157142857143,0.04,1.54125305854456
"44",11.270612244898,0.04,1.54125305854456
"45",11.5255102040816,0.04,1.54125305854456
"46",11.7804081632653,0.04,1.54125305854456
"47",12.035306122449,0.04,1.54125305854456
"48",12.2902040816327,0.04,1.54125305854456
"49",12.5451020408163,0.04,1.54125305854456
"50",12.8,0.04,1.54125305854456
"51",0.31,0.0500612244897959,1.41522628938654
"52",0.564897959183673,0.0500612244897959,1.41522628938654
"53",0.819795918367347,0.0500612244897959,1.41522628938654
"54",1.07469387755102,0.0500612244897959,1.41522628938654
"55",1.32959183673469,0.0500612244897959,1.36879584882817
"56",1.58448979591837,0.0500612244897959,1.25987369801492
"57",1.83938775510204,0.0500612244897959,1.20751494166767
"58",2.09428571428571,0.0500612244897959,1.20751494166767
"59",2.34918367346939,0.0500612244897959,1.33018327963683
"60",2.60408163265306,0.0500612244897959,1.3473417555527
"61",2.85897959183673,0.0500612244897959,1.3473417555527
"62",3.11387755102041,0.0500612244897959,1.3473417555527
"63",3.36877551020408,0.0500612244897959,1.37131791252905
"64",3.62367346938776,0.0500612244897959,1.38699425029025
"65",3.87857142857143,0.0500612244897959,1.34326283672965
"66",4.1334693877551,0.0500612244897959,1.34326283672965
"67",4.38836734693878,0.0500612244897959,1.41159458976072
"68",4.64326530612245,0.0500612244897959,1.41159458976072
"69",4.89816326530612,0.0500612244897959,1.42234822544034
"70",5.1530612244898,0.0500612244897959,1.44687972193372
