"","NtoP","eastMEAN","Predicted"
"1",18.1,-0.078810751,1.10843124819104
"2",44.0040816326531,-0.078810751,1.10843124819104
"3",69.9081632653061,-0.078810751,0.91264390274815
"4",95.8122448979592,-0.078810751,1.05191444675985
"5",121.716326530612,-0.078810751,1.07286771269034
"6",147.620408163265,-0.078810751,1.09166734502873
"7",173.524489795918,-0.078810751,1.10528194841192
"8",199.428571428571,-0.078810751,1.09903989020137
"9",225.332653061225,-0.078810751,1.12737468415353
"10",251.236734693878,-0.078810751,1.26732657222824
"11",277.140816326531,-0.078810751,1.26732657222824
"12",303.044897959184,-0.078810751,1.26732657222824
"13",328.948979591837,-0.078810751,1.26732657222824
"14",354.85306122449,-0.078810751,1.26732657222824
"15",380.757142857143,-0.078810751,1.26732657222824
"16",406.661224489796,-0.078810751,1.26732657222824
"17",432.565306122449,-0.078810751,1.26732657222824
"18",458.469387755102,-0.078810751,1.26732657222824
"19",484.373469387755,-0.078810751,1.26732657222824
"20",510.277551020408,-0.078810751,1.26732657222824
"21",536.181632653061,-0.078810751,1.26732657222824
"22",562.085714285714,-0.078810751,1.26732657222824
"23",587.989795918367,-0.078810751,1.26732657222824
"24",613.893877551021,-0.078810751,1.26732657222824
"25",639.797959183674,-0.078810751,1.26732657222824
"26",665.702040816327,-0.078810751,1.26732657222824
"27",691.60612244898,-0.078810751,1.26732657222824
"28",717.510204081633,-0.078810751,1.26732657222824
"29",743.414285714286,-0.078810751,1.26732657222824
"30",769.318367346939,-0.078810751,1.26732657222824
"31",795.222448979592,-0.078810751,1.26732657222824
"32",821.126530612245,-0.078810751,1.26732657222824
"33",847.030612244898,-0.078810751,1.26732657222824
"34",872.934693877551,-0.078810751,1.26732657222824
"35",898.838775510204,-0.078810751,1.26732657222824
"36",924.742857142857,-0.078810751,1.26732657222824
"37",950.64693877551,-0.078810751,1.26732657222824
"38",976.551020408163,-0.078810751,1.26732657222824
"39",1002.45510204082,-0.078810751,1.26732657222824
"40",1028.35918367347,-0.078810751,1.26732657222824
"41",1054.26326530612,-0.078810751,1.26732657222824
"42",1080.16734693878,-0.078810751,1.26732657222824
"43",1106.07142857143,-0.078810751,1.26732657222824
"44",1131.97551020408,-0.078810751,1.26732657222824
"45",1157.87959183673,-0.078810751,1.26732657222824
"46",1183.78367346939,-0.078810751,1.26732657222824
"47",1209.68775510204,-0.078810751,1.26732657222824
"48",1235.59183673469,-0.078810751,1.26732657222824
"49",1261.49591836735,-0.078810751,1.26732657222824
"50",1287.4,-0.078810751,1.26732657222824
"51",18.1,-0.0743777187142857,1.10843124819104
"52",44.0040816326531,-0.0743777187142857,1.10843124819104
"53",69.9081632653061,-0.0743777187142857,0.91264390274815
"54",95.8122448979592,-0.0743777187142857,1.05191444675985
"55",121.716326530612,-0.0743777187142857,1.07286771269034
"56",147.620408163265,-0.0743777187142857,1.09166734502873
"57",173.524489795918,-0.0743777187142857,1.10528194841192
"58",199.428571428571,-0.0743777187142857,1.09903989020137
"59",225.332653061225,-0.0743777187142857,1.12737468415353
"60",251.236734693878,-0.0743777187142857,1.26732657222824
"61",277.140816326531,-0.0743777187142857,1.26732657222824
"62",303.044897959184,-0.0743777187142857,1.26732657222824
"63",328.948979591837,-0.0743777187142857,1.26732657222824
"64",354.85306122449,-0.0743777187142857,1.26732657222824
"65",380.757142857143,-0.0743777187142857,1.26732657222824
"66",406.661224489796,-0.0743777187142857,1.26732657222824
"67",432.565306122449,-0.0743777187142857,1.26732657222824
"68",458.469387755102,-0.0743777187142857,1.26732657222824
"69",484.373469387755,-0.0743777187142857,1.26732657222824
"70",510.277551020408,-0.0743777187142857,1.26732657222824
"71",536.181632653061,-0.0743777187142857,1.26732657222824
"72",562.085714285714,-0.0743777187142857,1.26732657222824
"73",587.989795918367,-0.0743777187142857,1.26732657222824
"74",613.893877551021,-0.0743777187142857,1.26732657222824
"75",639.797959183674,-0.0743777187142857,1.26732657222824
"76",665.702040816327,-0.0743777187142857,1.26732657222824
"77",691.60612244898,-0.0743777187142857,1.26732657222824
"78",717.510204081633,-0.0743777187142857,1.26732657222824
"79",743.414285714286,-0.0743777187142857,1.26732657222824
"80",769.318367346939,-0.0743777187142857,1.26732657222824
"81",795.222448979592,-0.0743777187142857,1.26732657222824
"82",821.126530612245,-0.0743777187142857,1.26732657222824
"83",847.030612244898,-0.0743777187142857,1.26732657222824
"84",872.934693877551,-0.0743777187142857,1.26732657222824
"85",898.838775510204,-0.0743777187142857,1.26732657222824
"86",924.742857142857,-0.0743777187142857,1.26732657222824
"87",950.64693877551,-0.0743777187142857,1.26732657222824
"88",976.551020408163,-0.0743777187142857,1.26732657222824
"89",1002.45510204082,-0.0743777187142857,1.26732657222824
"90",1028.35918367347,-0.0743777187142857,1.26732657222824
