"","NO3_N","lake_perc_area","Predicted"
"1",0.002,0.48,0.949619120293194
"2",0.0100612244897959,0.48,0.949619120293194
"3",0.0181224489795918,0.48,0.949619120293194
"4",0.0261836734693878,0.48,0.816075782779418
"5",0.0342448979591837,0.48,0.876027318934962
"6",0.0423061224489796,0.48,0.939005429383554
"7",0.0503673469387755,0.48,0.939005429383554
"8",0.0584285714285714,0.48,0.952416370897378
"9",0.0664897959183673,0.48,0.952416370897378
"10",0.0745510204081633,0.48,0.952416370897378
"11",0.0826122448979592,0.48,0.559053826646203
"12",0.0906734693877551,0.48,0.559053826646203
"13",0.098734693877551,0.48,0.559053826646203
"14",0.106795918367347,0.48,0.545729927740399
"15",0.114857142857143,0.48,0.554184272750676
"16",0.122918367346939,0.48,0.504710061938395
"17",0.130979591836735,0.48,0.504710061938395
"18",0.139040816326531,0.48,0.504710061938395
"19",0.147102040816327,0.48,0.504710061938395
"20",0.155163265306122,0.48,0.504710061938395
"21",0.163224489795918,0.48,0.504710061938395
"22",0.171285714285714,0.48,0.504710061938395
"23",0.17934693877551,0.48,0.504710061938395
"24",0.187408163265306,0.48,0.553552587820471
"25",0.195469387755102,0.48,0.553552587820471
"26",0.203530612244898,0.48,0.553552587820471
"27",0.211591836734694,0.48,0.553552587820471
"28",0.21965306122449,0.48,0.553552587820471
"29",0.227714285714286,0.48,0.553552587820471
"30",0.235775510204082,0.48,0.553552587820471
"31",0.243836734693878,0.48,0.553552587820471
"32",0.251897959183673,0.48,0.553552587820471
"33",0.259959183673469,0.48,0.553552587820471
"34",0.268020408163265,0.48,0.553552587820471
"35",0.276081632653061,0.48,0.553552587820471
"36",0.284142857142857,0.48,0.553552587820471
"37",0.292204081632653,0.48,0.553552587820471
"38",0.300265306122449,0.48,0.553552587820471
"39",0.308326530612245,0.48,0.553552587820471
"40",0.316387755102041,0.48,0.553552587820471
"41",0.324448979591837,0.48,0.553552587820471
"42",0.332510204081633,0.48,0.553552587820471
"43",0.340571428571429,0.48,0.553552587820471
"44",0.348632653061224,0.48,0.553552587820471
"45",0.35669387755102,0.48,0.553552587820471
"46",0.364755102040816,0.48,0.553552587820471
"47",0.372816326530612,0.48,0.553552587820471
"48",0.380877551020408,0.48,0.553552587820471
"49",0.388938775510204,0.48,0.553552587820471
"50",0.397,0.48,0.553552587820471
"51",0.002,0.680204081632653,0.949619120293194
"52",0.0100612244897959,0.680204081632653,0.949619120293194
"53",0.0181224489795918,0.680204081632653,0.949619120293194
"54",0.0261836734693878,0.680204081632653,0.816075782779418
"55",0.0342448979591837,0.680204081632653,0.876027318934962
"56",0.0423061224489796,0.680204081632653,0.939005429383554
"57",0.0503673469387755,0.680204081632653,0.939005429383554
"58",0.0584285714285714,0.680204081632653,0.952416370897378
