"n.trees","cv.r.squared"
211,0.195876515054591
154,0.175377574702206
182,0.197029474844368
136,0.225592891210247
193,0.189616849211344
194,0.212364575420629
87,0.160903050166041
110,0.17330008079267
324,0.188411518343803
119,0.165289475887625
132,0.173235801225809
316,0.178809567532494
289,0.191250058661315
387,0.215051454261024
174,0.212452889372007
198,0.224275221528507
172,0.243368818581526
78,0.169009358450051
315,0.191061649596841
236,0.205800403945416
378,0.127354475672205
103,0.160576454297393
239,0.248920621076608
167,0.209820142115623
109,0.243442422149576
257,0.232657617524834
226,0.147758559236361
281,0.212654961748133
203,0.201228054713456
305,0.153336699566469
316,0.193082894343477
156,0.175721782623818
374,0.183423924475804
53,0.167490979632382
387,0.199949265373711
284,0.174228770659139
346,0.220754194598649
129,0.178020735017656
164,0.219336511200004
150,0.188415178835067
181,0.137676583537836
236,0.217858305273262
388,0.200559289445412
270,0.150082239323819
170,0.197581768306967
215,0.25745024636158
382,0.237768929716906
237,0.187833555830405
301,0.203844890064119
304,0.186848221273494
134,0.173223152609067
384,0.196695200432906
112,0.210839087499694
201,0.178701419624232
129,0.232822648202653
156,0.20117369355926
249,0.218148726423566
239,0.205080292304276
227,0.131686018770844
380,0.168225007216249
319,0.177381762947317
133,0.183935433363131
181,0.199767596509655
144,0.11737866796684
152,0.159534883598855
381,0.266280297683086
93,0.171481048025673
382,0.151828276496828
122,0.18993583748643
196,0.204814244173939
358,0.218584735207112
331,0.199107519261255
288,0.223308657593815
242,0.172640912219059
184,0.211349294772429
143,0.154976148152106
184,0.217207655756464
48,0.11746291041978
278,0.206288835278039
97,0.192187519483108
316,0.227711792251263
155,0.19067970000152
103,0.151457580774913
234,0.224280477203379
209,0.181803459203745
276,0.193283227987737
192,0.229954549525636
122,0.150228084439193
266,0.21672014879644
380,0.185867463663451
296,0.241910523834129
218,0.257632115140282
107,0.200196734667711
284,0.201684619265067
213,0.245541894823944
271,0.130817548768972
158,0.159206422585876
263,0.206090918609181
305,0.190845561379762
80,0.145606363909813
