"bf","lr","best.iter","best.iter.sd","cv.r.squared","cv.r.squared.sd"
0.5,5e-04,39985.6,31.0419071579051,0.331797883034415,0.0272805722900593
0.6,5e-04,39986.2,31.8810288416168,0.333820387075017,0.0266121864376943
0.7,5e-04,39994.6,6.36308799946134,0.326926976774415,0.0165933169959785
0.5,0.001,38483.5,2093.36190267129,0.361874576460682,0.0405635285675089
0.6,0.001,35716.1,4820.99057248612,0.366293579370576,0.0290267629355687
0.7,0.001,36017.2,4666.53399335214,0.324844289692443,0.054103830111586
0.5,0.005,8226.9,1369.1277393533,0.354352111169905,0.0401628405087753
0.6,0.005,8821.8,2590.79454994023,0.371024569544476,0.0352787724414278
0.7,0.005,8148.5,1377.3772379256,0.338916829916395,0.0384151400183489
0.5,0.01,4597.9,865.790383920316,0.377744111235429,0.0508511007467379
0.6,0.01,3747,584.943871951261,0.31962312823552,0.0553590119339246
0.7,0.01,4276.3,929.172517171417,0.360298772483628,0.0535207175641241
0.5,0.05,894.6,242.642031716592,0.371057596927198,0.0377363328174618
0.6,0.05,863.3,91.9239419907083,0.354569042379265,0.0456661195818859
0.7,0.05,1045.4,390.072699776735,0.357494709279308,0.0529546844478083
0.5,0.1,415.3,64.8194929528662,0.380364763992689,0.0295043955773294
0.6,0.1,432.5,115.708685931524,0.368895904860114,0.0394535075277568
0.7,0.1,391.6,148.177971072326,0.348272630777545,0.0285349178111211
