"","tmean_month","TDP_P","Predicted"
"1",7.482333,0.3,1.68138951390071
"2",7.56980308163265,0.3,1.68138951390071
"3",7.65727316326531,0.3,1.68138951390071
"4",7.74474324489796,0.3,1.68138951390071
"5",7.83221332653061,0.3,1.68138951390071
"6",7.91968340816326,0.3,1.68138951390071
"7",8.00715348979592,0.3,1.68138951390071
"8",8.09462357142857,0.3,1.68138951390071
"9",8.18209365306122,0.3,1.68138951390071
"10",8.26956373469388,0.3,1.68138951390071
"11",8.35703381632653,0.3,1.68138951390071
"12",8.44450389795918,0.3,1.68138951390071
"13",8.53197397959184,0.3,1.68138951390071
"14",8.61944406122449,0.3,1.68138951390071
"15",8.70691414285714,0.3,1.68138951390071
"16",8.7943842244898,0.3,1.68138951390071
"17",8.88185430612245,0.3,1.68138951390071
"18",8.9693243877551,0.3,1.68138951390071
"19",9.05679446938776,0.3,1.72577004264147
"20",9.14426455102041,0.3,1.5917574891009
"21",9.23173463265306,0.3,1.57681213623549
"22",9.31920471428571,0.3,1.56185930964727
"23",9.40667479591837,0.3,1.65290802890107
"24",9.49414487755102,0.3,1.65238339751038
"25",9.58161495918367,0.3,1.6520380333843
"26",9.66908504081633,0.3,1.65786192309061
"27",9.75655512244898,0.3,1.70319671299606
"28",9.84402520408163,0.3,1.77651683805971
"29",9.93149528571429,0.3,1.98439816839214
"30",10.0189653673469,0.3,1.99056939850387
"31",10.1064354489796,0.3,1.9901709925587
"32",10.1939055306122,0.3,1.99176012840601
"33",10.2813756122449,0.3,1.99683692172412
"34",10.3688456938776,0.3,1.99683692172412
"35",10.4563157755102,0.3,1.99857138321684
"36",10.5437858571429,0.3,1.99812625925217
"37",10.6312559387755,0.3,1.99761902325761
"38",10.7187260204082,0.3,1.99761902325761
"39",10.8061961020408,0.3,1.99755946703597
"40",10.8936661836735,0.3,2.02127084814742
"41",10.9811362653061,0.3,2.03091500505024
"42",11.0686063469388,0.3,2.03091500505024
"43",11.1560764285714,0.3,2.03091500505024
"44",11.2435465102041,0.3,2.03091500505024
"45",11.3310165918367,0.3,2.03091500505024
"46",11.4184866734694,0.3,2.03091500505024
"47",11.505956755102,0.3,2.03091500505024
"48",11.5934268367347,0.3,2.03091500505024
"49",11.6808969183673,0.3,2.03091500505024
"50",11.768367,0.3,2.03091500505024
"51",7.482333,0.539183673469388,1.68138951390071
"52",7.56980308163265,0.539183673469388,1.68138951390071
"53",7.65727316326531,0.539183673469388,1.68138951390071
"54",7.74474324489796,0.539183673469388,1.68138951390071
"55",7.83221332653061,0.539183673469388,1.68138951390071
"56",7.91968340816326,0.539183673469388,1.68138951390071
"57",8.00715348979592,0.539183673469388,1.68138951390071
"58",8.09462357142857,0.539183673469388,1.68138951390071
"59",8.18209365306122,0.539183673469388,1.68138951390071
"60",8.26956373469388,0.539183673469388,1.68138951390071
"61",8.35703381632653,0.539183673469388,1.68138951390071
"62",8.44450389795918,0.539183673469388,1.68138951390071
"63",8.53197397959184,0.539183673469388,1.68138951390071
"64",8.61944406122449,0.539183673469388,1.68138951390071
"65",8.70691414285714,0.539183673469388,1.68138951390071
"66",8.7943842244898,0.539183673469388,1.68138951390071
"67",8.88185430612245,0.539183673469388,1.68138951390071
"68",8.9693243877551,0.539183673469388,1.68138951390071
"69",9.05679446938776,0.539183673469388,1.72577004264147
"70",9.14426455102041,0.539183673469388,1.5917574891009
"71",9.23173463265306,0.539183673469388,1.57681213623549
"72",9.31920471428571,0.539183673469388,1.56185930964727
"73",9.40667479591837,0.539183673469388,1.65290802890107
"74",9.49414487755102,0.539183673469388,1.65238339751038
"75",9.58161495918367,0.539183673469388,1.6520380333843
"76",9.66908504081633,0.539183673469388,1.65786192309061
"77",9.75655512244898,0.539183673469388,1.70319671299606
"78",9.84402520408163,0.539183673469388,1.77651683805971
"79",9.93149528571429,0.539183673469388,1.98439816839214
"80",10.0189653673469,0.539183673469388,1.99056939850387
"81",10.1064354489796,0.539183673469388,1.9901709925587
"82",10.1939055306122,0.539183673469388,1.99176012840601
