"bf","lr","best.iter","cv.r.squared"
0.5,0.1,278,0.644717616467156
0.5,0.1,628,0.632105997221934
0.5,0.1,355,0.622134681030586
0.5,0.1,435,0.660541513774878
0.5,0.1,606,0.649506176820192
0.5,0.1,231,0.577922842157869
0.5,0.1,573,0.629176760184056
0.5,0.1,429,0.699574281569557
0.5,0.1,433,0.652321328860092
0.5,0.1,538,0.689735733936225
0.6,0.1,219,0.668761916304169
0.6,0.1,376,0.691853527072297
0.6,0.1,524,0.688278383697754
0.6,0.1,410,0.696066803309709
0.6,0.1,873,0.684280516144129
0.6,0.1,258,0.642351262943538
0.6,0.1,480,0.666013092575658
0.6,0.1,326,0.676358223630506
0.6,0.1,868,0.661614341915128
0.6,0.1,419,0.722532064503547
0.7,0.1,288,0.706201312730613
0.7,0.1,303,0.698747861343016
0.7,0.1,190,0.628149415620806
0.7,0.1,130,0.653211681130862
0.7,0.1,290,0.699280921417584
0.7,0.1,208,0.672066396902301
0.7,0.1,295,0.694676049816434
0.7,0.1,161,0.630318495978235
0.7,0.1,295,0.715058017169136
0.7,0.1,149,0.640760021956364
0.5,0.05,1677,0.686303175831909
0.5,0.05,399,0.633298442151811
0.5,0.05,748,0.722693615374594
0.5,0.05,475,0.6460658513613
0.5,0.05,723,0.676267925157335
0.5,0.05,754,0.630383725667815
0.5,0.05,917,0.640835387928951
0.5,0.05,873,0.666701718244543
0.5,0.05,1021,0.64961947373366
0.5,0.05,635,0.674299337543992
0.6,0.05,969,0.662000792346148
0.6,0.05,1182,0.659492416774974
0.6,0.05,526,0.666782080401016
0.6,0.05,1383,0.678354524236027
0.6,0.05,630,0.68893901665368
0.6,0.05,713,0.714227647785082
0.6,0.05,796,0.690038645434784
0.6,0.05,543,0.669104440826969
0.6,0.05,978,0.703013619779849
0.6,0.05,448,0.609573910057245
0.7,0.05,1146,0.690563835773815
0.7,0.05,618,0.703257491615027
0.7,0.05,329,0.687654694897459
0.7,0.05,322,0.690757115510097
0.7,0.05,672,0.700173430236705
0.7,0.05,744,0.714537272391012
0.7,0.05,836,0.701757807992785
0.7,0.05,790,0.70801509821082
0.7,0.05,380,0.649744450723726
0.7,0.05,936,0.741838480518726
0.5,0.01,2154,0.622518587178876
0.5,0.01,4273,0.696941850311432
0.5,0.01,3976,0.648701096443714
0.5,0.01,4828,0.715172275856542
0.5,0.01,2698,0.671398377961242
0.5,0.01,3466,0.662061913301501
0.5,0.01,4467,0.65768249089341
0.5,0.01,7125,0.707561375839524
0.5,0.01,3882,0.707201305872693
0.5,0.01,7888,0.681081647632609
0.6,0.01,4034,0.721289174225633
0.6,0.01,3044,0.675154191458966
0.6,0.01,5767,0.675661213193701
0.6,0.01,7513,0.708328275336965
0.6,0.01,5442,0.698960977606535
0.6,0.01,4146,0.709849819379064
0.6,0.01,4537,0.669460829226654
0.6,0.01,3661,0.695400647857685
0.6,0.01,2940,0.673779816122198
