"bf","lr","best.iter","best.iter.sd","cv.r.squared","cv.r.squared.sd"
0.5,5e-04,39368.9,1884.44029120349,0.668690355820209,0.0247276772912573
0.6,5e-04,39451.8,1634.03582172077,0.681108307493884,0.0269336587462289
0.7,5e-04,39976.4,44.6994904271228,0.700387363990055,0.019756296100123
0.5,0.001,39880.3,155.63636393137,0.67735571779501,0.0206268552124573
0.6,0.001,38410.7,2661.62552879919,0.693091965362333,0.0244722034829074
0.7,0.001,32639.7,7862.47109939928,0.720846076412783,0.0182274177084435
0.5,0.005,11149.9,3470.51336100135,0.677635187375907,0.0342402171343378
0.6,0.005,9295.9,3991.47398143148,0.697216313398238,0.0222180223336598
0.7,0.005,5904.5,2932.42028403539,0.708936634752255,0.0210803059102167
0.5,0.01,4475.7,1795.05623867332,0.677032092129154,0.03002648683175
0.6,0.01,4527.4,1384.86711757242,0.690246476465572,0.0187573532940249
0.7,0.01,3015.8,1282.37754884347,0.706749515502986,0.0327339920655432
0.5,0.05,822.2,355.349530587686,0.662646865299591,0.0285299298116436
0.6,0.05,816.8,306.367535268779,0.674152709429577,0.0289452197324773
0.7,0.05,677.3,272.524025444445,0.698829967787017,0.0232822605454638
0.5,0.1,450.6,135.97973705258,0.645773693202254,0.034525314555306
0.6,0.1,475.3,227.856216846404,0.679811013209644,0.0220725383511225
0.7,0.1,230.9,70.0324527947183,0.673847017406535,0.0332543580898078
