"","DOC","Max_SWE","Predicted"
"1",0.298,17.6,1.30108237153442
"2",0.343428571428571,17.6,1.30108237153442
"3",0.388857142857143,17.6,1.30108237153442
"4",0.434285714285714,17.6,1.30108237153442
"5",0.479714285714286,17.6,1.30108237153442
"6",0.525142857142857,17.6,1.3398851575601
"7",0.570571428571429,17.6,1.16605489665435
"8",0.616,17.6,1.10527795562652
"9",0.661428571428571,17.6,1.04629660797162
"10",0.706857142857143,17.6,1.09941663751886
"11",0.752285714285714,17.6,1.09002916769604
"12",0.797714285714286,17.6,1.08393621253538
"13",0.843142857142857,17.6,1.07313629929282
"14",0.888571428571429,17.6,1.25295759470047
"15",0.934,17.6,1.28343876418526
"16",0.979428571428572,17.6,1.2826548626332
"17",1.02485714285714,17.6,1.28670421491074
"18",1.07028571428571,17.6,1.2872699900486
"19",1.11571428571429,17.6,1.24232640100815
"20",1.16114285714286,17.6,1.25046233835287
"21",1.20657142857143,17.6,1.28325193991412
"22",1.252,17.6,1.28573212981692
"23",1.29742857142857,17.6,1.28573212981692
"24",1.34285714285714,17.6,1.28573212981692
"25",1.38828571428571,17.6,1.28573212981692
"26",1.43371428571429,17.6,1.28573212981692
"27",1.47914285714286,17.6,1.28573212981692
"28",1.52457142857143,17.6,1.28573212981692
"29",1.57,17.6,1.28573212981692
"30",1.61542857142857,17.6,1.28573212981692
"31",1.66085714285714,17.6,1.28573212981692
"32",1.70628571428571,17.6,1.28573212981692
"33",1.75171428571429,17.6,1.28573212981692
"34",1.79714285714286,17.6,1.28573212981692
"35",1.84257142857143,17.6,1.28573212981692
"36",1.888,17.6,1.28573212981692
"37",1.93342857142857,17.6,1.28573212981692
"38",1.97885714285714,17.6,1.28573212981692
"39",2.02428571428571,17.6,1.28573212981692
"40",2.06971428571429,17.6,1.28573212981692
"41",2.11514285714286,17.6,1.28573212981692
"42",2.16057142857143,17.6,1.28573212981692
"43",2.206,17.6,1.28573212981692
"44",2.25142857142857,17.6,1.28573212981692
"45",2.29685714285714,17.6,1.28573212981692
"46",2.34228571428571,17.6,1.28573212981692
"47",2.38771428571429,17.6,1.28573212981692
"48",2.43314285714286,17.6,1.28573212981692
"49",2.47857142857143,17.6,1.28573212981692
"50",2.524,17.6,1.28573212981692
"51",0.298,17.8408163265306,1.30108237153442
"52",0.343428571428571,17.8408163265306,1.30108237153442
"53",0.388857142857143,17.8408163265306,1.30108237153442
"54",0.434285714285714,17.8408163265306,1.30108237153442
"55",0.479714285714286,17.8408163265306,1.30108237153442
"56",0.525142857142857,17.8408163265306,1.3398851575601
"57",0.570571428571429,17.8408163265306,1.16605489665435
"58",0.616,17.8408163265306,1.10527795562652
"59",0.661428571428571,17.8408163265306,1.04629660797162
"60",0.706857142857143,17.8408163265306,1.09941663751886
"61",0.752285714285714,17.8408163265306,1.09002916769604
"62",0.797714285714286,17.8408163265306,1.08393621253538
"63",0.843142857142857,17.8408163265306,1.07313629929282
"64",0.888571428571429,17.8408163265306,1.25295759470047
"65",0.934,17.8408163265306,1.28343876418526
"66",0.979428571428572,17.8408163265306,1.2826548626332
"67",1.02485714285714,17.8408163265306,1.28670421491074
"68",1.07028571428571,17.8408163265306,1.2872699900486
"69",1.11571428571429,17.8408163265306,1.24232640100815
"70",1.16114285714286,17.8408163265306,1.25046233835287
"71",1.20657142857143,17.8408163265306,1.28325193991412
"72",1.252,17.8408163265306,1.28573212981692
"73",1.29742857142857,17.8408163265306,1.28573212981692
"74",1.34285714285714,17.8408163265306,1.28573212981692
"75",1.38828571428571,17.8408163265306,1.28573212981692
"76",1.43371428571429,17.8408163265306,1.28573212981692
"77",1.47914285714286,17.8408163265306,1.28573212981692
"78",1.52457142857143,17.8408163265306,1.28573212981692
"79",1.57,17.8408163265306,1.28573212981692
"80",1.61542857142857,17.8408163265306,1.28573212981692
"81",1.66085714285714,17.8408163265306,1.28573212981692
"82",1.70628571428571,17.8408163265306,1.28573212981692
"83",1.75171428571429,17.8408163265306,1.28573212981692
"84",1.79714285714286,17.8408163265306,1.28573212981692
"85",1.84257142857143,17.8408163265306,1.28573212981692
"86",1.888,17.8408163265306,1.28573212981692
"87",1.93342857142857,17.8408163265306,1.28573212981692
"88",1.97885714285714,17.8408163265306,1.28573212981692
"89",2.02428571428571,17.8408163265306,1.28573212981692
"90",2.06971428571429,17.8408163265306,1.28573212981692
"91",2.11514285714286,17.8408163265306,1.28573212981692
"92",2.16057142857143,17.8408163265306,1.28573212981692
"93",2.206,17.8408163265306,1.28573212981692
"94",2.25142857142857,17.8408163265306,1.28573212981692
"95",2.29685714285714,17.8408163265306,1.28573212981692
"96",2.34228571428571,17.8408163265306,1.28573212981692
"97",2.38771428571429,17.8408163265306,1.28573212981692
"98",2.43314285714286,17.8408163265306,1.28573212981692
"99",2.47857142857143,17.8408163265306,1.28573212981692
"100",2.524,17.8408163265306,1.28573212981692
"101",0.298,18.0816326530612,1.30108237153442
"102",0.343428571428571,18.0816326530612,1.30108237153442
"103",0.388857142857143,18.0816326530612,1.30108237153442
"104",0.434285714285714,18.0816326530612,1.30108237153442
"105",0.479714285714286,18.0816326530612,1.30108237153442
"106",0.525142857142857,18.0816326530612,1.3398851575601
"107",0.570571428571429,18.0816326530612,1.16605489665435
"108",0.616,18.0816326530612,1.10527795562652
"109",0.661428571428571,18.0816326530612,1.04629660797162
"110",0.706857142857143,18.0816326530612,1.09941663751886
"111",0.752285714285714,18.0816326530612,1.09002916769604
"112",0.797714285714286,18.0816326530612,1.08393621253538
"113",0.843142857142857,18.0816326530612,1.07313629929282
"114",0.888571428571429,18.0816326530612,1.25295759470047
"115",0.934,18.0816326530612,1.28343876418526
"116",0.979428571428572,18.0816326530612,1.2826548626332
"117",1.02485714285714,18.0816326530612,1.28670421491074
"118",1.07028571428571,18.0816326530612,1.2872699900486
"119",1.11571428571429,18.0816326530612,1.24232640100815
"120",1.16114285714286,18.0816326530612,1.25046233835287
"121",1.20657142857143,18.0816326530612,1.28325193991412
"122",1.252,18.0816326530612,1.28573212981692
"123",1.29742857142857,18.0816326530612,1.28573212981692
"124",1.34285714285714,18.0816326530612,1.28573212981692
"125",1.38828571428571,18.0816326530612,1.28573212981692
