"","TDP_P","TEMP","Predicted"
"1",0.3,5.75,2.06729376838021
"2",0.539183673469388,5.75,2.06729376838021
"3",0.778367346938776,5.75,1.92657721031911
"4",1.01755102040816,5.75,2.01600233109532
"5",1.25673469387755,5.75,2.08140757679469
"6",1.49591836734694,5.75,2.07813758523738
"7",1.73510204081633,5.75,1.95541296950017
"8",1.97428571428571,5.75,1.72264573604028
"9",2.2134693877551,5.75,1.77307104928468
"10",2.45265306122449,5.75,1.85707789317493
"11",2.69183673469388,5.75,1.85709069984723
"12",2.93102040816327,5.75,1.83992792965162
"13",3.17020408163265,5.75,1.84748038655606
"14",3.40938775510204,5.75,1.87804006446534
"15",3.64857142857143,5.75,1.88621960432692
"16",3.88775510204082,5.75,2.24212599623648
"17",4.1269387755102,5.75,2.22537168238447
"18",4.36612244897959,5.75,2.18523778423507
"19",4.60530612244898,5.75,2.17706104779839
"20",4.84448979591837,5.75,2.17706104779839
"21",5.08367346938775,5.75,2.17706104779839
"22",5.32285714285714,5.75,2.17706104779839
"23",5.56204081632653,5.75,2.17706104779839
"24",5.80122448979592,5.75,2.17706104779839
"25",6.04040816326531,5.75,2.17706104779839
"26",6.27959183673469,5.75,2.17706104779839
"27",6.51877551020408,5.75,2.17706104779839
"28",6.75795918367347,5.75,2.17706104779839
"29",6.99714285714286,5.75,2.17706104779839
"30",7.23632653061224,5.75,2.17706104779839
"31",7.47551020408163,5.75,2.17706104779839
"32",7.71469387755102,5.75,2.17706104779839
"33",7.95387755102041,5.75,2.17706104779839
"34",8.1930612244898,5.75,2.17706104779839
"35",8.43224489795918,5.75,2.17706104779839
"36",8.67142857142857,5.75,2.17706104779839
"37",8.91061224489796,5.75,2.17706104779839
"38",9.14979591836735,5.75,2.17706104779839
"39",9.38897959183674,5.75,2.17706104779839
"40",9.62816326530612,5.75,2.17706104779839
"41",9.86734693877551,5.75,2.17706104779839
"42",10.1065306122449,5.75,2.17706104779839
"43",10.3457142857143,5.75,2.17706104779839
"44",10.5848979591837,5.75,2.17706104779839
"45",10.8240816326531,5.75,2.17706104779839
"46",11.0632653061224,5.75,2.17706104779839
"47",11.3024489795918,5.75,2.17706104779839
"48",11.5416326530612,5.75,2.17706104779839
"49",11.7808163265306,5.75,2.17706104779839
"50",12.02,5.75,2.17706104779839
"51",0.3,5.90979591836735,2.06729376838021
"52",0.539183673469388,5.90979591836735,2.06729376838021
"53",0.778367346938776,5.90979591836735,1.92657721031911
"54",1.01755102040816,5.90979591836735,2.01600233109532
"55",1.25673469387755,5.90979591836735,2.08140757679469
"56",1.49591836734694,5.90979591836735,2.07813758523738
"57",1.73510204081633,5.90979591836735,1.95541296950017
"58",1.97428571428571,5.90979591836735,1.72264573604028
"59",2.2134693877551,5.90979591836735,1.77307104928468
"60",2.45265306122449,5.90979591836735,1.85707789317493
"61",2.69183673469388,5.90979591836735,1.85709069984723
"62",2.93102040816327,5.90979591836735,1.83992792965162
"63",3.17020408163265,5.90979591836735,1.84748038655606
