"","NtoP","NO3_N","Predicted"
"1",33.2,0.001,-0.501823071446132
"2",66.9122448979592,0.001,-0.501823071446132
"3",100.624489795918,0.001,0.204616852973686
"4",134.336734693878,0.001,0.342473222405913
"5",168.048979591837,0.001,0.194928139750181
"6",201.761224489796,0.001,0.0128575363854683
"7",235.473469387755,0.001,-0.0862190335568075
"8",269.185714285714,0.001,0.265915449857009
"9",302.897959183673,0.001,0.188653288183498
"10",336.610204081633,0.001,0.189659807265811
"11",370.322448979592,0.001,0.193622822300162
"12",404.034693877551,0.001,0.392969115061892
"13",437.74693877551,0.001,0.411294147252347
"14",471.459183673469,0.001,0.421291844202265
"15",505.171428571429,0.001,0.295655294079185
"16",538.883673469388,0.001,0.253302863674518
"17",572.595918367347,0.001,0.248764200580046
"18",606.308163265306,0.001,0.248764200580046
"19",640.020408163265,0.001,0.248764200580046
"20",673.732653061224,0.001,0.248764200580046
"21",707.444897959184,0.001,0.248764200580046
"22",741.157142857143,0.001,0.248764200580046
"23",774.869387755102,0.001,0.248764200580046
"24",808.581632653061,0.001,0.248764200580046
"25",842.29387755102,0.001,0.248764200580046
"26",876.00612244898,0.001,0.248764200580046
"27",909.718367346939,0.001,0.248764200580046
"28",943.430612244898,0.001,0.248764200580046
"29",977.142857142857,0.001,0.248764200580046
"30",1010.85510204082,0.001,0.248764200580046
"31",1044.56734693878,0.001,0.248764200580046
"32",1078.27959183673,0.001,0.248764200580046
"33",1111.99183673469,0.001,0.248764200580046
"34",1145.70408163265,0.001,0.248764200580046
"35",1179.41632653061,0.001,0.248764200580046
"36",1213.12857142857,0.001,0.248764200580046
"37",1246.84081632653,0.001,0.248764200580046
"38",1280.55306122449,0.001,0.248764200580046
"39",1314.26530612245,0.001,0.248764200580046
"40",1347.97755102041,0.001,0.248764200580046
"41",1381.68979591837,0.001,0.248764200580046
"42",1415.40204081633,0.001,0.248764200580046
"43",1449.11428571429,0.001,0.248764200580046
"44",1482.82653061224,0.001,0.248764200580046
"45",1516.5387755102,0.001,0.248764200580046
"46",1550.25102040816,0.001,0.248764200580046
"47",1583.96326530612,0.001,0.248764200580046
"48",1617.67551020408,0.001,0.248764200580046
"49",1651.38775510204,0.001,0.248764200580046
"50",1685.1,0.001,0.248764200580046
"51",33.2,0.00551020408163265,-0.501823071446132
"52",66.9122448979592,0.00551020408163265,-0.501823071446132
"53",100.624489795918,0.00551020408163265,0.204616852973686
"54",134.336734693878,0.00551020408163265,0.342473222405913
"55",168.048979591837,0.00551020408163265,0.194928139750181
"56",201.761224489796,0.00551020408163265,0.0128575363854683
"57",235.473469387755,0.00551020408163265,-0.0862190335568075
"58",269.185714285714,0.00551020408163265,0.265915449857009
"59",302.897959183673,0.00551020408163265,0.188653288183498
"60",336.610204081633,0.00551020408163265,0.189659807265811
"61",370.322448979592,0.00551020408163265,0.193622822300162
"62",404.034693877551,0.00551020408163265,0.392969115061892
"63",437.74693877551,0.00551020408163265,0.411294147252347
"64",471.459183673469,0.00551020408163265,0.421291844202265
"65",505.171428571429,0.00551020408163265,0.295655294079185
"66",538.883673469388,0.00551020408163265,0.253302863674518
"67",572.595918367347,0.00551020408163265,0.248764200580046
"68",606.308163265306,0.00551020408163265,0.248764200580046
"69",640.020408163265,0.00551020408163265,0.248764200580046
"70",673.732653061224,0.00551020408163265,0.248764200580046
"71",707.444897959184,0.00551020408163265,0.248764200580046
"72",741.157142857143,0.00551020408163265,0.248764200580046
"73",774.869387755102,0.00551020408163265,0.248764200580046
"74",808.581632653061,0.00551020408163265,0.248764200580046
"75",842.29387755102,0.00551020408163265,0.248764200580046
"76",876.00612244898,0.00551020408163265,0.248764200580046
"77",909.718367346939,0.00551020408163265,0.248764200580046
"78",943.430612244898,0.00551020408163265,0.248764200580046
"79",977.142857142857,0.00551020408163265,0.248764200580046
"80",1010.85510204082,0.00551020408163265,0.248764200580046
"81",1044.56734693878,0.00551020408163265,0.248764200580046
"82",1078.27959183673,0.00551020408163265,0.248764200580046
"83",1111.99183673469,0.00551020408163265,0.248764200580046
"84",1145.70408163265,0.00551020408163265,0.248764200580046
"85",1179.41632653061,0.00551020408163265,0.248764200580046
"86",1213.12857142857,0.00551020408163265,0.248764200580046
"87",1246.84081632653,0.00551020408163265,0.248764200580046
"88",1280.55306122449,0.00551020408163265,0.248764200580046
"89",1314.26530612245,0.00551020408163265,0.248764200580046
"90",1347.97755102041,0.00551020408163265,0.248764200580046
"91",1381.68979591837,0.00551020408163265,0.248764200580046
"92",1415.40204081633,0.00551020408163265,0.248764200580046
"93",1449.11428571429,0.00551020408163265,0.248764200580046
"94",1482.82653061224,0.00551020408163265,0.248764200580046
"95",1516.5387755102,0.00551020408163265,0.248764200580046
"96",1550.25102040816,0.00551020408163265,0.248764200580046
"97",1583.96326530612,0.00551020408163265,0.248764200580046
"98",1617.67551020408,0.00551020408163265,0.248764200580046
"99",1651.38775510204,0.00551020408163265,0.248764200580046
"100",1685.1,0.00551020408163265,0.248764200580046
"101",33.2,0.0100204081632653,-0.501823071446132
"102",66.9122448979592,0.0100204081632653,-0.501823071446132
"103",100.624489795918,0.0100204081632653,0.204616852973686
"104",134.336734693878,0.0100204081632653,0.342473222405913
"105",168.048979591837,0.0100204081632653,0.194928139750181
"106",201.761224489796,0.0100204081632653,0.0128575363854683
"107",235.473469387755,0.0100204081632653,-0.0862190335568075
"108",269.185714285714,0.0100204081632653,0.265915449857009
"109",302.897959183673,0.0100204081632653,0.188653288183498
"110",336.610204081633,0.0100204081632653,0.189659807265811
"111",370.322448979592,0.0100204081632653,0.193622822300162
"112",404.034693877551,0.0100204081632653,0.392969115061892
"113",437.74693877551,0.0100204081632653,0.411294147252347
"114",471.459183673469,0.0100204081632653,0.421291844202265
"115",505.171428571429,0.0100204081632653,0.295655294079185
"116",538.883673469388,0.0100204081632653,0.253302863674518
"117",572.595918367347,0.0100204081632653,0.248764200580046
"118",606.308163265306,0.0100204081632653,0.248764200580046
"119",640.020408163265,0.0100204081632653,0.248764200580046
"120",673.732653061224,0.0100204081632653,0.248764200580046
"121",707.444897959184,0.0100204081632653,0.248764200580046
"122",741.157142857143,0.0100204081632653,0.248764200580046
"123",774.869387755102,0.0100204081632653,0.248764200580046
"124",808.581632653061,0.0100204081632653,0.248764200580046
"125",842.29387755102,0.0100204081632653,0.248764200580046
"126",876.00612244898,0.0100204081632653,0.248764200580046
"127",909.718367346939,0.0100204081632653,0.248764200580046
"128",943.430612244898,0.0100204081632653,0.248764200580046
"129",977.142857142857,0.0100204081632653,0.248764200580046
"130",1010.85510204082,0.0100204081632653,0.248764200580046
"131",1044.56734693878,0.0100204081632653,0.248764200580046
"132",1078.27959183673,0.0100204081632653,0.248764200580046
"133",1111.99183673469,0.0100204081632653,0.248764200580046
"134",1145.70408163265,0.0100204081632653,0.248764200580046
"135",1179.41632653061,0.0100204081632653,0.248764200580046
"136",1213.12857142857,0.0100204081632653,0.248764200580046
"137",1246.84081632653,0.0100204081632653,0.248764200580046
"138",1280.55306122449,0.0100204081632653,0.248764200580046
"139",1314.26530612245,0.0100204081632653,0.248764200580046
"140",1347.97755102041,0.0100204081632653,0.248764200580046
"141",1381.68979591837,0.0100204081632653,0.248764200580046
"142",1415.40204081633,0.0100204081632653,0.248764200580046
"143",1449.11428571429,0.0100204081632653,0.248764200580046
"144",1482.82653061224,0.0100204081632653,0.248764200580046
"145",1516.5387755102,0.0100204081632653,0.248764200580046
"146",1550.25102040816,0.0100204081632653,0.248764200580046
"147",1583.96326530612,0.0100204081632653,0.248764200580046
"148",1617.67551020408,0.0100204081632653,0.248764200580046
"149",1651.38775510204,0.0100204081632653,0.248764200580046
"150",1685.1,0.0100204081632653,0.248764200580046
"151",33.2,0.014530612244898,-0.501823071446132
"152",66.9122448979592,0.014530612244898,-0.501823071446132
"153",100.624489795918,0.014530612244898,0.204616852973686
"154",134.336734693878,0.014530612244898,0.342473222405913
"155",168.048979591837,0.014530612244898,0.194928139750181
"156",201.761224489796,0.014530612244898,0.0128575363854683
"157",235.473469387755,0.014530612244898,-0.0862190335568075
"158",269.185714285714,0.014530612244898,0.265915449857009
"159",302.897959183673,0.014530612244898,0.188653288183498
"160",336.610204081633,0.014530612244898,0.189659807265811
"161",370.322448979592,0.014530612244898,0.193622822300162
"162",404.034693877551,0.014530612244898,0.392969115061892
"163",437.74693877551,0.014530612244898,0.411294147252347
"164",471.459183673469,0.014530612244898,0.421291844202265
"165",505.171428571429,0.014530612244898,0.295655294079185
"166",538.883673469388,0.014530612244898,0.253302863674518
"167",572.595918367347,0.014530612244898,0.248764200580046
"168",606.308163265306,0.014530612244898,0.248764200580046
"169",640.020408163265,0.014530612244898,0.248764200580046
"170",673.732653061224,0.014530612244898,0.248764200580046
"171",707.444897959184,0.014530612244898,0.248764200580046
"172",741.157142857143,0.014530612244898,0.248764200580046
"173",774.869387755102,0.014530612244898,0.248764200580046
"174",808.581632653061,0.014530612244898,0.248764200580046
"175",842.29387755102,0.014530612244898,0.248764200580046
"176",876.00612244898,0.014530612244898,0.248764200580046
"177",909.718367346939,0.014530612244898,0.248764200580046
"178",943.430612244898,0.014530612244898,0.248764200580046
"179",977.142857142857,0.014530612244898,0.248764200580046
"180",1010.85510204082,0.014530612244898,0.248764200580046
"181",1044.56734693878,0.014530612244898,0.248764200580046
"182",1078.27959183673,0.014530612244898,0.248764200580046
"183",1111.99183673469,0.014530612244898,0.248764200580046
"184",1145.70408163265,0.014530612244898,0.248764200580046
"185",1179.41632653061,0.014530612244898,0.248764200580046
"186",1213.12857142857,0.014530612244898,0.248764200580046
"187",1246.84081632653,0.014530612244898,0.248764200580046
"188",1280.55306122449,0.014530612244898,0.248764200580046
"189",1314.26530612245,0.014530612244898,0.248764200580046
"190",1347.97755102041,0.014530612244898,0.248764200580046
"191",1381.68979591837,0.014530612244898,0.248764200580046
"192",1415.40204081633,0.014530612244898,0.248764200580046
"193",1449.11428571429,0.014530612244898,0.248764200580046
"194",1482.82653061224,0.014530612244898,0.248764200580046
"195",1516.5387755102,0.014530612244898,0.248764200580046
"196",1550.25102040816,0.014530612244898,0.248764200580046
"197",1583.96326530612,0.014530612244898,0.248764200580046
"198",1617.67551020408,0.014530612244898,0.248764200580046
"199",1651.38775510204,0.014530612244898,0.248764200580046
"200",1685.1,0.014530612244898,0.248764200580046
"201",33.2,0.0190408163265306,-0.501823071446132
"202",66.9122448979592,0.0190408163265306,-0.501823071446132
"203",100.624489795918,0.0190408163265306,0.204616852973686
"204",134.336734693878,0.0190408163265306,0.342473222405913
"205",168.048979591837,0.0190408163265306,0.194928139750181
"206",201.761224489796,0.0190408163265306,0.0128575363854683
"207",235.473469387755,0.0190408163265306,-0.0862190335568075
"208",269.185714285714,0.0190408163265306,0.265915449857009
"209",302.897959183673,0.0190408163265306,0.188653288183498
"210",336.610204081633,0.0190408163265306,0.189659807265811
"211",370.322448979592,0.0190408163265306,0.193622822300162
"212",404.034693877551,0.0190408163265306,0.392969115061892
"213",437.74693877551,0.0190408163265306,0.411294147252347
"214",471.459183673469,0.0190408163265306,0.421291844202265
"215",505.171428571429,0.0190408163265306,0.295655294079185
"216",538.883673469388,0.0190408163265306,0.253302863674518
"217",572.595918367347,0.0190408163265306,0.248764200580046
"218",606.308163265306,0.0190408163265306,0.248764200580046
"219",640.020408163265,0.0190408163265306,0.248764200580046
"220",673.732653061224,0.0190408163265306,0.248764200580046
"221",707.444897959184,0.0190408163265306,0.248764200580046
"222",741.157142857143,0.0190408163265306,0.248764200580046
"223",774.869387755102,0.0190408163265306,0.248764200580046
"224",808.581632653061,0.0190408163265306,0.248764200580046
"225",842.29387755102,0.0190408163265306,0.248764200580046
"226",876.00612244898,0.0190408163265306,0.248764200580046
"227",909.718367346939,0.0190408163265306,0.248764200580046
"228",943.430612244898,0.0190408163265306,0.248764200580046
"229",977.142857142857,0.0190408163265306,0.248764200580046
"230",1010.85510204082,0.0190408163265306,0.248764200580046
"231",1044.56734693878,0.0190408163265306,0.248764200580046
"232",1078.27959183673,0.0190408163265306,0.248764200580046
"233",1111.99183673469,0.0190408163265306,0.248764200580046
"234",1145.70408163265,0.0190408163265306,0.248764200580046
"235",1179.41632653061,0.0190408163265306,0.248764200580046
"236",1213.12857142857,0.0190408163265306,0.248764200580046
"237",1246.84081632653,0.0190408163265306,0.248764200580046
"238",1280.55306122449,0.0190408163265306,0.248764200580046
"239",1314.26530612245,0.0190408163265306,0.248764200580046
"240",1347.97755102041,0.0190408163265306,0.248764200580046
"241",1381.68979591837,0.0190408163265306,0.248764200580046
"242",1415.40204081633,0.0190408163265306,0.248764200580046
"243",1449.11428571429,0.0190408163265306,0.248764200580046
"244",1482.82653061224,0.0190408163265306,0.248764200580046
"245",1516.5387755102,0.0190408163265306,0.248764200580046
"246",1550.25102040816,0.0190408163265306,0.248764200580046
"247",1583.96326530612,0.0190408163265306,0.248764200580046
"248",1617.67551020408,0.0190408163265306,0.248764200580046
"249",1651.38775510204,0.0190408163265306,0.248764200580046
"250",1685.1,0.0190408163265306,0.248764200580046
"251",33.2,0.0235510204081633,-0.501823071446132
"252",66.9122448979592,0.0235510204081633,-0.501823071446132
"253",100.624489795918,0.0235510204081633,0.204616852973686
"254",134.336734693878,0.0235510204081633,0.342473222405913
"255",168.048979591837,0.0235510204081633,0.194928139750181
"256",201.761224489796,0.0235510204081633,0.0128575363854683
"257",235.473469387755,0.0235510204081633,-0.0862190335568075
"258",269.185714285714,0.0235510204081633,0.265915449857009
"259",302.897959183673,0.0235510204081633,0.188653288183498
"260",336.610204081633,0.0235510204081633,0.189659807265811
"261",370.322448979592,0.0235510204081633,0.193622822300162
"262",404.034693877551,0.0235510204081633,0.392969115061892
"263",437.74693877551,0.0235510204081633,0.411294147252347
"264",471.459183673469,0.0235510204081633,0.421291844202265
"265",505.171428571429,0.0235510204081633,0.295655294079185
"266",538.883673469388,0.0235510204081633,0.253302863674518
"267",572.595918367347,0.0235510204081633,0.248764200580046
"268",606.308163265306,0.0235510204081633,0.248764200580046
"269",640.020408163265,0.0235510204081633,0.248764200580046
"270",673.732653061224,0.0235510204081633,0.248764200580046
"271",707.444897959184,0.0235510204081633,0.248764200580046
"272",741.157142857143,0.0235510204081633,0.248764200580046
"273",774.869387755102,0.0235510204081633,0.248764200580046
"274",808.581632653061,0.0235510204081633,0.248764200580046
"275",842.29387755102,0.0235510204081633,0.248764200580046
"276",876.00612244898,0.0235510204081633,0.248764200580046
"277",909.718367346939,0.0235510204081633,0.248764200580046
"278",943.430612244898,0.0235510204081633,0.248764200580046
"279",977.142857142857,0.0235510204081633,0.248764200580046
"280",1010.85510204082,0.0235510204081633,0.248764200580046
"281",1044.56734693878,0.0235510204081633,0.248764200580046
"282",1078.27959183673,0.0235510204081633,0.248764200580046
"283",1111.99183673469,0.0235510204081633,0.248764200580046
"284",1145.70408163265,0.0235510204081633,0.248764200580046
"285",1179.41632653061,0.0235510204081633,0.248764200580046
"286",1213.12857142857,0.0235510204081633,0.248764200580046
"287",1246.84081632653,0.0235510204081633,0.248764200580046
"288",1280.55306122449,0.0235510204081633,0.248764200580046
"289",1314.26530612245,0.0235510204081633,0.248764200580046
"290",1347.97755102041,0.0235510204081633,0.248764200580046
"291",1381.68979591837,0.0235510204081633,0.248764200580046
"292",1415.40204081633,0.0235510204081633,0.248764200580046
"293",1449.11428571429,0.0235510204081633,0.248764200580046
"294",1482.82653061224,0.0235510204081633,0.248764200580046
"295",1516.5387755102,0.0235510204081633,0.248764200580046
"296",1550.25102040816,0.0235510204081633,0.248764200580046
"297",1583.96326530612,0.0235510204081633,0.248764200580046
"298",1617.67551020408,0.0235510204081633,0.248764200580046
"299",1651.38775510204,0.0235510204081633,0.248764200580046
"300",1685.1,0.0235510204081633,0.248764200580046
"301",33.2,0.0280612244897959,-0.498043391984518
"302",66.9122448979592,0.0280612244897959,-0.498043391984518
"303",100.624489795918,0.0280612244897959,0.208396532435299
"304",134.336734693878,0.0280612244897959,0.346252901867526
"305",168.048979591837,0.0280612244897959,0.198707819211794
"306",201.761224489796,0.0280612244897959,0.0166372158470815
"307",235.473469387755,0.0280612244897959,-0.0824393540951942
"308",269.185714285714,0.0280612244897959,0.269695129318623
"309",302.897959183673,0.0280612244897959,0.192432967645111
"310",336.610204081633,0.0280612244897959,0.193439486727425
"311",370.322448979592,0.0280612244897959,0.197402501761776
"312",404.034693877551,0.0280612244897959,0.396748794523505
"313",437.74693877551,0.0280612244897959,0.41507382671396
"314",471.459183673469,0.0280612244897959,0.425071523663878
"315",505.171428571429,0.0280612244897959,0.299434973540798
"316",538.883673469388,0.0280612244897959,0.257082543136131
"317",572.595918367347,0.0280612244897959,0.252543880041659
"318",606.308163265306,0.0280612244897959,0.252543880041659
"319",640.020408163265,0.0280612244897959,0.252543880041659
"320",673.732653061224,0.0280612244897959,0.252543880041659
"321",707.444897959184,0.0280612244897959,0.252543880041659
"322",741.157142857143,0.0280612244897959,0.252543880041659
"323",774.869387755102,0.0280612244897959,0.252543880041659
"324",808.581632653061,0.0280612244897959,0.252543880041659
"325",842.29387755102,0.0280612244897959,0.252543880041659
"326",876.00612244898,0.0280612244897959,0.252543880041659
"327",909.718367346939,0.0280612244897959,0.252543880041659
"328",943.430612244898,0.0280612244897959,0.252543880041659
"329",977.142857142857,0.0280612244897959,0.252543880041659
"330",1010.85510204082,0.0280612244897959,0.252543880041659
"331",1044.56734693878,0.0280612244897959,0.252543880041659
"332",1078.27959183673,0.0280612244897959,0.252543880041659
"333",1111.99183673469,0.0280612244897959,0.252543880041659
"334",1145.70408163265,0.0280612244897959,0.252543880041659
"335",1179.41632653061,0.0280612244897959,0.252543880041659
"336",1213.12857142857,0.0280612244897959,0.252543880041659
"337",1246.84081632653,0.0280612244897959,0.252543880041659
"338",1280.55306122449,0.0280612244897959,0.252543880041659
"339",1314.26530612245,0.0280612244897959,0.252543880041659
"340",1347.97755102041,0.0280612244897959,0.252543880041659
"341",1381.68979591837,0.0280612244897959,0.252543880041659
