"","tmean_day","tmean_month","Predicted"
"1",5.619,2.403333,1.42032916830963
"2",5.83942857142857,2.403333,1.42032916830963
"3",6.05985714285714,2.403333,1.42032916830963
"4",6.28028571428571,2.403333,1.42032916830963
"5",6.50071428571429,2.403333,1.42032916830963
"6",6.72114285714286,2.403333,1.42032916830963
"7",6.94157142857143,2.403333,1.42032916830963
"8",7.162,2.403333,1.42032916830963
"9",7.38242857142857,2.403333,1.42032916830963
"10",7.60285714285714,2.403333,1.42032916830963
"11",7.82328571428571,2.403333,1.42032916830963
"12",8.04371428571429,2.403333,1.42032916830963
"13",8.26414285714286,2.403333,1.42032916830963
"14",8.48457142857143,2.403333,1.42032916830963
"15",8.705,2.403333,1.3781190693525
"16",8.92542857142857,2.403333,1.35746140510088
"17",9.14585714285714,2.403333,1.39610417279741
"18",9.36628571428571,2.403333,1.39610417279741
"19",9.58671428571429,2.403333,1.41519326877411
"20",9.80714285714286,2.403333,1.41519326877411
"21",10.0275714285714,2.403333,1.41519326877411
"22",10.248,2.403333,1.41519326877411
"23",10.4684285714286,2.403333,1.38147582569373
"24",10.6888571428571,2.403333,1.38147582569373
"25",10.9092857142857,2.403333,1.36020006089694
"26",11.1297142857143,2.403333,1.47760676044062
"27",11.3501428571429,2.403333,1.65917389691318
"28",11.5705714285714,2.403333,1.72598396093261
"29",11.791,2.403333,1.77197821728762
"30",12.0114285714286,2.403333,1.82945327573518
"31",12.2318571428571,2.403333,1.79779661959474
"32",12.4522857142857,2.403333,1.73458067757198
"33",12.6727142857143,2.403333,1.8959208616509
"34",12.8931428571429,2.403333,1.8959208616509
"35",13.1135714285714,2.403333,1.81610716006025
"36",13.334,2.403333,1.4125221058182
"37",13.5544285714286,2.403333,1.31562794158308
"38",13.7748571428571,2.403333,1.31562794158308
"39",13.9952857142857,2.403333,1.31562794158308
"40",14.2157142857143,2.403333,1.31562794158308
"41",14.4361428571429,2.403333,1.31562794158308
"42",14.6565714285714,2.403333,1.31562794158308
"43",14.877,2.403333,1.31562794158308
"44",15.0974285714286,2.403333,1.31562794158308
"45",15.3178571428571,2.403333,1.31562794158308
"46",15.5382857142857,2.403333,1.31562794158308
"47",15.7587142857143,2.403333,1.31562794158308
"48",15.9791428571429,2.403333,1.31562794158308
"49",16.1995714285714,2.403333,1.31562794158308
"50",16.42,2.403333,1.31562794158308
"51",5.619,2.64973506122449,1.42032916830963
"52",5.83942857142857,2.64973506122449,1.42032916830963
"53",6.05985714285714,2.64973506122449,1.42032916830963
"54",6.28028571428571,2.64973506122449,1.42032916830963
"55",6.50071428571429,2.64973506122449,1.42032916830963
"56",6.72114285714286,2.64973506122449,1.42032916830963
"57",6.94157142857143,2.64973506122449,1.42032916830963
"58",7.162,2.64973506122449,1.42032916830963
"59",7.38242857142857,2.64973506122449,1.42032916830963
"60",7.60285714285714,2.64973506122449,1.42032916830963
"61",7.82328571428571,2.64973506122449,1.42032916830963
"62",8.04371428571429,2.64973506122449,1.42032916830963
"63",8.26414285714286,2.64973506122449,1.42032916830963
"64",8.48457142857143,2.64973506122449,1.42032916830963
"65",8.705,2.64973506122449,1.3781190693525
"66",8.92542857142857,2.64973506122449,1.35746140510088
"67",9.14585714285714,2.64973506122449,1.39610417279741
"68",9.36628571428571,2.64973506122449,1.39610417279741
"69",9.58671428571429,2.64973506122449,1.41519326877411
"70",9.80714285714286,2.64973506122449,1.41519326877411
"71",10.0275714285714,2.64973506122449,1.41519326877411
"72",10.248,2.64973506122449,1.41519326877411
"73",10.4684285714286,2.64973506122449,1.38147582569373
"74",10.6888571428571,2.64973506122449,1.38147582569373
"75",10.9092857142857,2.64973506122449,1.36020006089694
"76",11.1297142857143,2.64973506122449,1.47760676044062
"77",11.3501428571429,2.64973506122449,1.65917389691318
"78",11.5705714285714,2.64973506122449,1.72598396093261
"79",11.791,2.64973506122449,1.77197821728762
"80",12.0114285714286,2.64973506122449,1.82945327573518
"81",12.2318571428571,2.64973506122449,1.79779661959474
"82",12.4522857142857,2.64973506122449,1.73458067757198
"83",12.6727142857143,2.64973506122449,1.8959208616509
"84",12.8931428571429,2.64973506122449,1.8959208616509
"85",13.1135714285714,2.64973506122449,1.81610716006025
"86",13.334,2.64973506122449,1.4125221058182
"87",13.5544285714286,2.64973506122449,1.31562794158308
"88",13.7748571428571,2.64973506122449,1.31562794158308
"89",13.9952857142857,2.64973506122449,1.31562794158308
"90",14.2157142857143,2.64973506122449,1.31562794158308
"91",14.4361428571429,2.64973506122449,1.31562794158308
"92",14.6565714285714,2.64973506122449,1.31562794158308
"93",14.877,2.64973506122449,1.31562794158308
"94",15.0974285714286,2.64973506122449,1.31562794158308
"95",15.3178571428571,2.64973506122449,1.31562794158308
"96",15.5382857142857,2.64973506122449,1.31562794158308
"97",15.7587142857143,2.64973506122449,1.31562794158308
"98",15.9791428571429,2.64973506122449,1.31562794158308
"99",16.1995714285714,2.64973506122449,1.31562794158308
"100",16.42,2.64973506122449,1.31562794158308
"101",5.619,2.89613712244898,1.42032916830963
"102",5.83942857142857,2.89613712244898,1.42032916830963
"103",6.05985714285714,2.89613712244898,1.42032916830963
"104",6.28028571428571,2.89613712244898,1.42032916830963
"105",6.50071428571429,2.89613712244898,1.42032916830963
"106",6.72114285714286,2.89613712244898,1.42032916830963
"107",6.94157142857143,2.89613712244898,1.42032916830963
"108",7.162,2.89613712244898,1.42032916830963
"109",7.38242857142857,2.89613712244898,1.42032916830963
"110",7.60285714285714,2.89613712244898,1.42032916830963
"111",7.82328571428571,2.89613712244898,1.42032916830963
