"bf","lr","best.iter","best.iter.sd","cv.r.squared","cv.r.squared.sd"
0.5,5e-04,39838.2,120.381615429157,0.342634244117264,0.0332566687934746
0.6,5e-04,39756.5,421.501087384916,0.339365701043601,0.0372506659539182
0.7,5e-04,39962.8,53.0404457832783,0.340879489244255,0.0383538737176197
0.5,0.001,30863.3,5503.52925251909,0.343573906054131,0.0308078678492499
0.6,0.001,27188.2,4274.3706957217,0.332072445821563,0.0476368485226927
0.7,0.001,31545.8,4558.91363277603,0.36325084331453,0.0269530775717368
0.5,0.005,5905.6,2117.89157208558,0.338369884544167,0.0374061466910593
0.6,0.005,5514,960.025346887605,0.341839269957038,0.0361667982332821
0.7,0.005,5817.6,1587.6541884876,0.367555719146679,0.0241590810055571
0.5,0.01,3239.1,926.146670649717,0.325659836386757,0.032657915356089
0.6,0.01,3047.8,726.848264770578,0.332358615016425,0.0557609780001438
0.7,0.01,3197.6,560.19603711558,0.346181498081014,0.0445035879535774
0.5,0.05,571.9,183.828089982643,0.369053602418362,0.0338754602913293
0.6,0.05,555.8,138.429926115867,0.34099749349737,0.031557427445305
0.7,0.05,627.4,160.121620443129,0.353367148676354,0.0381327824926896
0.5,0.1,384.5,140.525403002051,0.414226480953616,0.054201139936643
0.6,0.1,317.3,109.979846638676,0.391520324064167,0.0384165861439497
0.7,0.1,306.8,94.6687793191492,0.355566916250375,0.0456209307745108
