"","tmean_month","Ordinal_date","Predicted"
"1",2.403333,152,1.64126954693681
"2",2.64973506122449,152,1.64126954693681
"3",2.89613712244898,152,1.64126954693681
"4",3.14253918367347,152,1.64126954693681
"5",3.38894124489796,152,1.64126954693681
"6",3.63534330612245,152,1.64126954693681
"7",3.88174536734694,152,1.64126954693681
"8",4.12814742857143,152,1.64126954693681
"9",4.37454948979592,152,1.64126954693681
"10",4.62095155102041,152,1.64126954693681
"11",4.8673536122449,152,1.64126954693681
"12",5.11375567346939,152,1.64126954693681
"13",5.36015773469388,152,1.64126954693681
"14",5.60655979591837,152,1.64126954693681
"15",5.85296185714286,152,1.64126954693681
"16",6.09936391836735,152,1.64126954693681
"17",6.34576597959184,152,1.64126954693681
"18",6.59216804081633,152,1.64126954693681
"19",6.83857010204082,152,1.64126954693681
"20",7.08497216326531,152,1.64126954693681
"21",7.3313742244898,152,1.64126954693681
"22",7.57777628571429,152,1.64126954693681
"23",7.82417834693878,152,1.64126954693681
"24",8.07058040816327,152,1.64126954693681
"25",8.31698246938775,152,1.64126954693681
"26",8.56338453061224,152,1.64126954693681
"27",8.80978659183673,152,1.64126954693681
"28",9.05618865306122,152,1.64126954693681
"29",9.30259071428571,152,1.70989621380284
"30",9.5489927755102,152,1.73137290762933
"31",9.79539483673469,152,1.7824790315656
"32",10.0417968979592,152,1.58332891666002
"33",10.2881989591837,152,1.58332891666002
"34",10.5346010204082,152,1.62417644957196
"35",10.7810030816327,152,1.29534646742248
"36",11.0274051428571,152,1.42419530448685
"37",11.2738072040816,152,1.51013217026986
"38",11.5202092653061,152,1.66639312024987
"39",11.7666113265306,152,1.53931967984705
"40",12.0130133877551,152,1.6158455910245
"41",12.2594154489796,152,1.6158455910245
"42",12.5058175102041,152,1.57661408883573
"43",12.7522195714286,152,1.57661408883573
"44",12.9986216326531,152,1.57661408883573
"45",13.2450236938776,152,1.57661408883573
"46",13.491425755102,152,1.57661408883573
"47",13.7378278163265,152,1.57661408883573
"48",13.984229877551,152,1.57661408883573
"49",14.2306319387755,152,1.57661408883573
"50",14.477034,152,1.57661408883573
"51",2.403333,154.326530612245,1.64126954693681
"52",2.64973506122449,154.326530612245,1.64126954693681
"53",2.89613712244898,154.326530612245,1.64126954693681
"54",3.14253918367347,154.326530612245,1.64126954693681
"55",3.38894124489796,154.326530612245,1.64126954693681
"56",3.63534330612245,154.326530612245,1.64126954693681
