"","site_type_num","ppt_percent_normal","Predicted"
"1",0,0.23120234,0.857102779235225
"2",0.0204081632653061,0.23120234,0.857102779235225
"3",0.0408163265306122,0.23120234,0.857102779235225
"4",0.0612244897959184,0.23120234,0.857102779235225
"5",0.0816326530612245,0.23120234,0.857102779235225
"6",0.102040816326531,0.23120234,0.857102779235225
"7",0.122448979591837,0.23120234,0.857102779235225
"8",0.142857142857143,0.23120234,0.857102779235225
"9",0.163265306122449,0.23120234,0.857102779235225
"10",0.183673469387755,0.23120234,0.857102779235225
"11",0.204081632653061,0.23120234,0.857102779235225
"12",0.224489795918367,0.23120234,0.857102779235225
"13",0.244897959183673,0.23120234,0.857102779235225
"14",0.26530612244898,0.23120234,0.857102779235225
"15",0.285714285714286,0.23120234,0.857102779235225
"16",0.306122448979592,0.23120234,0.857102779235225
"17",0.326530612244898,0.23120234,0.857102779235225
"18",0.346938775510204,0.23120234,0.857102779235225
"19",0.36734693877551,0.23120234,0.857102779235225
"20",0.387755102040816,0.23120234,0.857102779235225
"21",0.408163265306122,0.23120234,0.857102779235225
"22",0.428571428571429,0.23120234,0.857102779235225
"23",0.448979591836735,0.23120234,0.857102779235225
"24",0.469387755102041,0.23120234,0.857102779235225
"25",0.489795918367347,0.23120234,0.857102779235225
"26",0.510204081632653,0.23120234,1.13078823223799
"27",0.530612244897959,0.23120234,1.13078823223799
"28",0.551020408163265,0.23120234,1.13078823223799
"29",0.571428571428571,0.23120234,1.13078823223799
"30",0.591836734693878,0.23120234,1.13078823223799
"31",0.612244897959184,0.23120234,1.13078823223799
"32",0.63265306122449,0.23120234,1.13078823223799
"33",0.653061224489796,0.23120234,1.13078823223799
"34",0.673469387755102,0.23120234,1.13078823223799
"35",0.693877551020408,0.23120234,1.13078823223799
"36",0.714285714285714,0.23120234,1.13078823223799
"37",0.73469387755102,0.23120234,1.13078823223799
"38",0.755102040816326,0.23120234,1.13078823223799
"39",0.775510204081633,0.23120234,1.13078823223799
"40",0.795918367346939,0.23120234,1.13078823223799
"41",0.816326530612245,0.23120234,1.13078823223799
"42",0.836734693877551,0.23120234,1.13078823223799
"43",0.857142857142857,0.23120234,1.13078823223799
"44",0.877551020408163,0.23120234,1.13078823223799
"45",0.897959183673469,0.23120234,1.13078823223799
"46",0.918367346938775,0.23120234,1.13078823223799
"47",0.938775510204082,0.23120234,1.13078823223799
"48",0.959183673469388,0.23120234,1.13078823223799
"49",0.979591836734694,0.23120234,1.13078823223799
"50",1,0.23120234,1.13078823223799
"51",0,0.251468498367347,0.857102779235225
"52",0.0204081632653061,0.251468498367347,0.857102779235225
"53",0.0408163265306122,0.251468498367347,0.857102779235225
"54",0.0612244897959184,0.251468498367347,0.857102779235225
"55",0.0816326530612245,0.251468498367347,0.857102779235225
"56",0.102040816326531,0.251468498367347,0.857102779235225
"57",0.122448979591837,0.251468498367347,0.857102779235225
"58",0.142857142857143,0.251468498367347,0.857102779235225
"59",0.163265306122449,0.251468498367347,0.857102779235225
"60",0.183673469387755,0.251468498367347,0.857102779235225
"61",0.204081632653061,0.251468498367347,0.857102779235225
"62",0.224489795918367,0.251468498367347,0.857102779235225
"63",0.244897959183673,0.251468498367347,0.857102779235225
"64",0.26530612244898,0.251468498367347,0.857102779235225
"65",0.285714285714286,0.251468498367347,0.857102779235225
"66",0.306122448979592,0.251468498367347,0.857102779235225
"67",0.326530612244898,0.251468498367347,0.857102779235225
"68",0.346938775510204,0.251468498367347,0.857102779235225
"69",0.36734693877551,0.251468498367347,0.857102779235225
"70",0.387755102040816,0.251468498367347,0.857102779235225
"71",0.408163265306122,0.251468498367347,0.857102779235225
"72",0.428571428571429,0.251468498367347,0.857102779235225
"73",0.448979591836735,0.251468498367347,0.857102779235225
"74",0.469387755102041,0.251468498367347,0.857102779235225
