"bf","lr","best.iter","best.iter.sd","cv.r.squared","cv.r.squared.sd"
0.5,5e-04,39939.9,75.1834053794083,0.635791673931522,0.0201361250434636
0.6,5e-04,39984.7,22.2762953233551,0.669767132925431,0.0114187131315281
0.7,5e-04,39510.9,926.631228339156,0.693212482611689,0.0146087064761329
0.5,0.001,39910.7,80.0889089283487,0.660170900731954,0.014717326622403
0.6,0.001,38604.7,2841.27847006316,0.667661047919825,0.0193681869399018
0.7,0.001,28912,8117.1124039142,0.698012852127978,0.0167741537003041
0.5,0.005,36811.9,9660.71778389163,0.672070355135883,0.0314559921240059
0.6,0.005,31753.4,12983.5933067682,0.685527027010513,0.0260055107771263
0.7,0.005,4724.3,1292.99935980048,0.690505582624352,0.0229344870744254
0.5,0.01,36027.5,5872.62103607353,0.678189338628571,0.0309344776250621
0.6,0.01,28504.9,14857.533371249,0.680130464972974,0.0259753300242021
0.7,0.01,4651.3,4312.60493720958,0.692027399187994,0.017817407535997
0.5,0.05,22692.3,16288.6841842905,0.649844504669166,0.0363583758188562
0.6,0.05,8725.2,13947.202418008,0.65908072217441,0.0307725436644186
0.7,0.05,8437.2,16494.4680140545,0.687790549234936,0.0154006950808456
0.5,0.1,6194.4,11475.732706697,0.614158681850386,0.0352327163088118
0.6,0.1,921.6,934.511779843714,0.642195477977815,0.0204891156830655
0.7,0.1,227.1,93.5597848080752,0.659503345170209,0.0306963629016864
