"","tmean_percent_normal","rglac_km2","Predicted"
"1",0.855079,0,1.24235864924804
"2",0.872565385714286,0,1.24235864924804
"3",0.890051771428572,0,1.24235864924804
"4",0.907538157142857,0,1.24235864924804
"5",0.925024542857143,0,1.24235864924804
"6",0.942510928571429,0,1.24235864924804
"7",0.959997314285714,0,1.24235864924804
"8",0.9774837,0,1.24235864924804
"9",0.994970085714286,0,1.24235864924804
"10",1.01245647142857,0,1.25086589288087
"11",1.02994285714286,0,1.25086589288087
"12",1.04742924285714,0,1.25086589288087
"13",1.06491562857143,0,1.25086589288087
"14",1.08240201428571,0,1.25086589288087
"15",1.0998884,0,1.25086589288087
"16",1.11737478571429,0,1.25086589288087
"17",1.13486117142857,0,1.25086589288087
"18",1.15234755714286,0,1.26057461163886
"19",1.16983394285714,0,1.27327864521247
"20",1.18732032857143,0,1.27327864521247
"21",1.20480671428571,0,1.27462289613471
"22",1.2222931,0,1.27462289613471
"23",1.23977948571429,0,1.27462289613471
"24",1.25726587142857,0,1.27462289613471
"25",1.27475225714286,0,1.27462289613471
"26",1.29223864285714,0,1.27462289613471
"27",1.30972502857143,0,1.27462289613471
"28",1.32721141428571,0,1.27462289613471
"29",1.3446978,0,1.27462289613471
"30",1.36218418571429,0,1.28584999436327
"31",1.37967057142857,0,1.28584999436327
"32",1.39715695714286,0,1.28584999436327
"33",1.41464334285714,0,1.28584999436327
"34",1.43212972857143,0,1.28584999436327
"35",1.44961611428571,0,1.28195192308866
"36",1.4671025,0,1.27367387398653
"37",1.48458888571429,0,1.27367387398653
"38",1.50207527142857,0,1.27367387398653
"39",1.51956165714286,0,1.25890367772539
"40",1.53704804285714,0,1.25235775841359
"41",1.55453442857143,0,1.25235775841359
"42",1.57202081428571,0,1.25235775841359
"43",1.5895072,0,1.25235775841359
"44",1.60699358571429,0,1.25235775841359
"45",1.62447997142857,0,1.25235775841359
"46",1.64196635714286,0,1.25235775841359
"47",1.65945274285714,0,1.25235775841359
"48",1.67693912857143,0,1.25235775841359
"49",1.69442551428571,0,1.25235775841359
"50",1.7119119,0,1.25235775841359
"51",0.855079,0.0114969387755102,1.24235864924804
"52",0.872565385714286,0.0114969387755102,1.24235864924804
"53",0.890051771428572,0.0114969387755102,1.24235864924804
"54",0.907538157142857,0.0114969387755102,1.24235864924804
"55",0.925024542857143,0.0114969387755102,1.24235864924804
"56",0.942510928571429,0.0114969387755102,1.24235864924804
"57",0.959997314285714,0.0114969387755102,1.24235864924804
"58",0.9774837,0.0114969387755102,1.24235864924804
"59",0.994970085714286,0.0114969387755102,1.24235864924804
"60",1.01245647142857,0.0114969387755102,1.25086589288087
"61",1.02994285714286,0.0114969387755102,1.25086589288087
"62",1.04742924285714,0.0114969387755102,1.25086589288087
"63",1.06491562857143,0.0114969387755102,1.25086589288087
"64",1.08240201428571,0.0114969387755102,1.25086589288087
"65",1.0998884,0.0114969387755102,1.25086589288087
"66",1.11737478571429,0.0114969387755102,1.25086589288087
"67",1.13486117142857,0.0114969387755102,1.25086589288087
