"","TDP_P","NtoP","Predicted"
"1",0.31,18.1,1.38688970296241
"2",0.564897959183673,18.1,1.38688970296241
"3",0.819795918367347,18.1,1.38688970296241
"4",1.07469387755102,18.1,1.38688970296241
"5",1.32959183673469,18.1,1.37786824263627
"6",1.58448979591837,18.1,1.35156013037727
"7",1.83938775510204,18.1,1.32413786224042
"8",2.09428571428571,18.1,1.32463919564046
"9",2.34918367346939,18.1,1.37269582707951
"10",2.60408163265306,18.1,1.38123808685307
"11",2.85897959183673,18.1,1.38123808685307
"12",3.11387755102041,18.1,1.38275016094237
"13",3.36877551020408,18.1,1.3956082685288
"14",3.62367346938776,18.1,1.41744065685905
"15",3.87857142857143,18.1,1.38987917764827
"16",4.1334693877551,18.1,1.38987917764827
"17",4.38836734693878,18.1,1.39835977817274
"18",4.64326530612245,18.1,1.404515497404
"19",4.89816326530612,18.1,1.41055597555431
"20",5.1530612244898,18.1,1.41055597555431
"21",5.40795918367347,18.1,1.40718619591016
"22",5.66285714285714,18.1,1.40266632380589
"23",5.91775510204082,18.1,1.40266632380589
"24",6.17265306122449,18.1,1.40431586756857
"25",6.42755102040816,18.1,1.40431586756857
"26",6.68244897959184,18.1,1.40934549057711
"27",6.93734693877551,18.1,1.42602646123197
"28",7.19224489795918,18.1,1.43584240845784
"29",7.44714285714286,18.1,1.45213052348329
"30",7.70204081632653,18.1,1.45213052348329
"31",7.9569387755102,18.1,1.45213052348329
"32",8.21183673469388,18.1,1.45213052348329
"33",8.46673469387755,18.1,1.45213052348329
"34",8.72163265306122,18.1,1.45213052348329
"35",8.9765306122449,18.1,1.45213052348329
"36",9.23142857142857,18.1,1.45213052348329
"37",9.48632653061225,18.1,1.45213052348329
"38",9.74122448979592,18.1,1.45213052348329
"39",9.99612244897959,18.1,1.45213052348329
"40",10.2510204081633,18.1,1.45213052348329
"41",10.5059183673469,18.1,1.45213052348329
"42",10.7608163265306,18.1,1.45213052348329
"43",11.0157142857143,18.1,1.45213052348329
"44",11.270612244898,18.1,1.45213052348329
"45",11.5255102040816,18.1,1.45213052348329
"46",11.7804081632653,18.1,1.45213052348329
"47",12.035306122449,18.1,1.45213052348329
"48",12.2902040816327,18.1,1.45213052348329
"49",12.5451020408163,18.1,1.45213052348329
"50",12.8,18.1,1.45213052348329
"51",0.31,44.0040816326531,1.38688970296241
"52",0.564897959183673,44.0040816326531,1.38688970296241
"53",0.819795918367347,44.0040816326531,1.38688970296241
"54",1.07469387755102,44.0040816326531,1.38688970296241
"55",1.32959183673469,44.0040816326531,1.37786824263627
"56",1.58448979591837,44.0040816326531,1.35156013037727
"57",1.83938775510204,44.0040816326531,1.32413786224042
"58",2.09428571428571,44.0040816326531,1.32463919564046
"59",2.34918367346939,44.0040816326531,1.37269582707951
