"","ppt_percent_normal","eastMEAN","Predicted"
"1",0.23120234,-0.078810751,1.19622814232711
"2",0.251468498367347,-0.078810751,1.19622814232711
"3",0.271734656734694,-0.078810751,1.19978588636232
"4",0.292000815102041,-0.078810751,1.19978588636232
"5",0.312266973469388,-0.078810751,1.20651067504716
"6",0.332533131836735,-0.078810751,1.20114011124179
"7",0.352799290204082,-0.078810751,1.20114011124179
"8",0.373065448571429,-0.078810751,1.20114011124179
"9",0.393331606938776,-0.078810751,1.2033000437941
"10",0.413597765306122,-0.078810751,1.2033000437941
"11",0.433863923673469,-0.078810751,1.2033000437941
"12",0.454130082040816,-0.078810751,1.22152893936846
"13",0.474396240408163,-0.078810751,1.25436932234697
"14",0.49466239877551,-0.078810751,1.25436932234697
"15",0.514928557142857,-0.078810751,1.25436932234697
"16",0.535194715510204,-0.078810751,1.25436932234697
"17",0.555460873877551,-0.078810751,1.25436932234697
"18",0.575727032244898,-0.078810751,1.25436932234697
"19",0.595993190612245,-0.078810751,1.25436932234697
"20",0.616259348979592,-0.078810751,1.25436932234697
"21",0.636525507346939,-0.078810751,1.25436932234697
"22",0.656791665714286,-0.078810751,1.25436932234697
"23",0.677057824081633,-0.078810751,1.25436932234697
"24",0.69732398244898,-0.078810751,1.25436932234697
"25",0.717590140816327,-0.078810751,1.25436932234697
"26",0.737856299183673,-0.078810751,1.25436932234697
"27",0.75812245755102,-0.078810751,1.25436932234697
"28",0.778388615918367,-0.078810751,1.25436932234697
"29",0.798654774285714,-0.078810751,1.25436932234697
"30",0.818920932653061,-0.078810751,1.25436932234697
"31",0.839187091020408,-0.078810751,1.25436932234697
"32",0.859453249387755,-0.078810751,1.25436932234697
"33",0.879719407755102,-0.078810751,1.25436932234697
"34",0.899985566122449,-0.078810751,1.25436932234697
"35",0.920251724489796,-0.078810751,1.2514914804387
"36",0.940517882857143,-0.078810751,1.2514914804387
"37",0.96078404122449,-0.078810751,1.2514914804387
"38",0.981050199591837,-0.078810751,1.24648986047242
"39",1.00131635795918,-0.078810751,1.23601074962264
"40",1.02158251632653,-0.078810751,1.19176328947746
"41",1.04184867469388,-0.078810751,1.18120057281965
"42",1.06211483306122,-0.078810751,1.16913935767569
"43",1.08238099142857,-0.078810751,1.16913935767569
"44",1.10264714979592,-0.078810751,1.16913935767569
"45",1.12291330816327,-0.078810751,1.16913935767569
