"bf","lr","best.iter","best.iter.sd","cv.r.squared","cv.r.squared.sd"
0.5,5e-04,12075.8,2196.4822785536,0.178845820278969,0.0217952338269166
0.6,5e-04,12349.2,4133.19918599517,0.175389832418798,0.0237511353758428
0.7,5e-04,10636.2,3793.52049333246,0.154571272436876,0.0282027675645284
0.5,0.001,5443.6,1021.82507744177,0.177700651378827,0.0185212763625181
0.6,0.001,6256.2,2478.21144286672,0.174618910429752,0.0302764050121529
0.7,0.001,5117.5,1381.94719709385,0.160806169953878,0.0187309978526773
0.5,0.005,1179.9,330.238112747622,0.178325043118124,0.010168782396712
0.6,0.005,1186.2,340.873322837417,0.186187203822494,0.0312803477544975
0.7,0.005,1125.5,312.74990007992,0.189286710815651,0.0265245062919335
0.5,0.01,891.4,949.827376129181,0.187047920301657,0.0187416837999866
0.6,0.01,701.9,436.178977026633,0.200294786135711,0.0228196837275629
0.7,0.01,571.9,110.591791939748,0.187713785754162,0.0127513576345699
0.5,0.05,108.3,42.0741409102234,0.177003815063067,0.0202986426801881
0.6,0.05,164.4,77.9161942944683,0.193403358062777,0.0153270738766972
0.7,0.05,134.9,43.6818039920514,0.183941290780401,0.037363392903509
0.5,0.1,103.8,84.9533205158378,0.195936591615483,0.034623730976979
0.6,0.1,84.6,63.9968749237023,0.183338626529308,0.0364683032983738
0.7,0.1,71.6,39.7357941072446,0.194178216479318,0.0209704508836421
