"","NO3_N","lake_perc_area","Predicted"
"1",0.002,0.48,1.15110576569373
"2",0.0100612244897959,0.48,1.15110576569373
"3",0.0181224489795918,0.48,1.15110576569373
"4",0.0261836734693878,0.48,1.08282686347705
"5",0.0342448979591837,0.48,1.09952600936207
"6",0.0423061224489796,0.48,1.13673758197682
"7",0.0503673469387755,0.48,1.14098972195954
"8",0.0584285714285714,0.48,1.14362029229095
"9",0.0664897959183673,0.48,1.14831042467676
"10",0.0745510204081633,0.48,1.13312965465875
"11",0.0826122448979592,0.48,0.859250208232821
"12",0.0906734693877551,0.48,0.845495262346093
"13",0.098734693877551,0.48,0.836471423400493
"14",0.106795918367347,0.48,0.829495279103926
"15",0.114857142857143,0.48,0.829495279103926
"16",0.122918367346939,0.48,0.819948386007639
"17",0.130979591836735,0.48,0.819948386007639
"18",0.139040816326531,0.48,0.819948386007639
"19",0.147102040816327,0.48,0.819948386007639
"20",0.155163265306122,0.48,0.819948386007639
"21",0.163224489795918,0.48,0.819948386007639
"22",0.171285714285714,0.48,0.819948386007639
"23",0.17934693877551,0.48,0.824251138703065
"24",0.187408163265306,0.48,0.837780008789308
"25",0.195469387755102,0.48,0.837780008789308
"26",0.203530612244898,0.48,0.837780008789308
"27",0.211591836734694,0.48,0.837780008789308
"28",0.21965306122449,0.48,0.837780008789308
"29",0.227714285714286,0.48,0.837780008789308
"30",0.235775510204082,0.48,0.837780008789308
"31",0.243836734693878,0.48,0.837780008789308
"32",0.251897959183673,0.48,0.837780008789308
"33",0.259959183673469,0.48,0.837780008789308
"34",0.268020408163265,0.48,0.837780008789308
"35",0.276081632653061,0.48,0.837780008789308
"36",0.284142857142857,0.48,0.837780008789308
"37",0.292204081632653,0.48,0.837780008789308
"38",0.300265306122449,0.48,0.837780008789308
"39",0.308326530612245,0.48,0.837780008789308
"40",0.316387755102041,0.48,0.837780008789308
"41",0.324448979591837,0.48,0.837780008789308
"42",0.332510204081633,0.48,0.837780008789308
"43",0.340571428571429,0.48,0.837780008789308
"44",0.348632653061224,0.48,0.837780008789308
"45",0.35669387755102,0.48,0.837780008789308
"46",0.364755102040816,0.48,0.837780008789308
"47",0.372816326530612,0.48,0.837780008789308
"48",0.380877551020408,0.48,0.837780008789308
"49",0.388938775510204,0.48,0.837780008789308
"50",0.397,0.48,0.837780008789308
"51",0.002,0.680204081632653,1.15110576569373
"52",0.0100612244897959,0.680204081632653,1.15110576569373
"53",0.0181224489795918,0.680204081632653,1.15110576569373
"54",0.0261836734693878,0.680204081632653,1.08282686347705
"55",0.0342448979591837,0.680204081632653,1.09952600936207
"56",0.0423061224489796,0.680204081632653,1.13673758197682
"57",0.0503673469387755,0.680204081632653,1.14098972195954
"58",0.0584285714285714,0.680204081632653,1.14362029229095
"59",0.0664897959183673,0.680204081632653,1.14831042467676
"60",0.0745510204081633,0.680204081632653,1.13312965465875
"61",0.0826122448979592,0.680204081632653,0.859250208232821
"62",0.0906734693877551,0.680204081632653,0.845495262346093
"63",0.098734693877551,0.680204081632653,0.836471423400493
"64",0.106795918367347,0.680204081632653,0.829495279103926
"65",0.114857142857143,0.680204081632653,0.829495279103926
"66",0.122918367346939,0.680204081632653,0.819948386007639
"67",0.130979591836735,0.680204081632653,0.819948386007639
"68",0.139040816326531,0.680204081632653,0.819948386007639
"69",0.147102040816327,0.680204081632653,0.819948386007639
"70",0.155163265306122,0.680204081632653,0.819948386007639
"71",0.163224489795918,0.680204081632653,0.819948386007639
"72",0.171285714285714,0.680204081632653,0.819948386007639
"73",0.17934693877551,0.680204081632653,0.824251138703065
"74",0.187408163265306,0.680204081632653,0.837780008789308
"75",0.195469387755102,0.680204081632653,0.837780008789308
"76",0.203530612244898,0.680204081632653,0.837780008789308
"77",0.211591836734694,0.680204081632653,0.837780008789308
"78",0.21965306122449,0.680204081632653,0.837780008789308
"79",0.227714285714286,0.680204081632653,0.837780008789308
"80",0.235775510204082,0.680204081632653,0.837780008789308
"81",0.243836734693878,0.680204081632653,0.837780008789308
"82",0.251897959183673,0.680204081632653,0.837780008789308
"83",0.259959183673469,0.680204081632653,0.837780008789308
"84",0.268020408163265,0.680204081632653,0.837780008789308
"85",0.276081632653061,0.680204081632653,0.837780008789308
