"","TEMP","NtoTP","Predicted"
"1",3.2,22.3,1.84494317994689
"2",3.42857142857143,22.3,1.84494317994689
"3",3.65714285714286,22.3,1.84494317994689
"4",3.88571428571429,22.3,1.84494317994689
"5",4.11428571428571,22.3,1.84494317994689
"6",4.34285714285714,22.3,1.84494317994689
"7",4.57142857142857,22.3,1.84494317994689
"8",4.8,22.3,1.84494317994689
"9",5.02857142857143,22.3,1.84494317994689
"10",5.25714285714286,22.3,1.84494317994689
"11",5.48571428571429,22.3,1.84494317994689
"12",5.71428571428571,22.3,1.84495968494483
"13",5.94285714285714,22.3,1.84518263892539
"14",6.17142857142857,22.3,1.84865131231115
"15",6.4,22.3,1.84608881107694
"16",6.62857142857143,22.3,1.84583387137779
"17",6.85714285714286,22.3,1.84290995563724
"18",7.08571428571429,22.3,1.84376054120234
"19",7.31428571428571,22.3,1.83686546084852
"20",7.54285714285714,22.3,1.83728836226462
"21",7.77142857142857,22.3,1.8353947039546
"22",8,22.3,1.83380457040205
"23",8.22857142857143,22.3,1.83204311159122
"24",8.45714285714286,22.3,1.82682106951785
"25",8.68571428571429,22.3,1.83947359970277
"26",8.91428571428571,22.3,1.64661504112617
"27",9.14285714285714,22.3,1.67281195393606
"28",9.37142857142857,22.3,1.53410357889659
"29",9.6,22.3,1.52681620834521
"30",9.82857142857143,22.3,1.58709520363659
"31",10.0571428571429,22.3,1.58382960806165
"32",10.2857142857143,22.3,1.56392458224949
"33",10.5142857142857,22.3,1.61587259184748
"34",10.7428571428571,22.3,1.45474803607236
"35",10.9714285714286,22.3,1.39222859926471
"36",11.2,22.3,1.2664977333324
"37",11.4285714285714,22.3,1.26532822933614
"38",11.6571428571429,22.3,1.26579387587293
"39",11.8857142857143,22.3,1.26644602533261
"40",12.1142857142857,22.3,1.26644602533261
"41",12.3428571428571,22.3,1.26644602533261
"42",12.5714285714286,22.3,1.26644602533261
"43",12.8,22.3,1.26644602533261
"44",13.0285714285714,22.3,1.26644602533261
"45",13.2571428571429,22.3,1.26644602533261
"46",13.4857142857143,22.3,1.26644602533261
"47",13.7142857142857,22.3,1.26644602533261
"48",13.9428571428571,22.3,1.26644602533261
"49",14.1714285714286,22.3,1.26644602533261
"50",14.4,22.3,1.26644602533261
"51",3.2,24.4102040816327,1.84494317994689
"52",3.42857142857143,24.4102040816327,1.84494317994689
"53",3.65714285714286,24.4102040816327,1.84494317994689
"54",3.88571428571429,24.4102040816327,1.84494317994689
"55",4.11428571428571,24.4102040816327,1.84494317994689
"56",4.34285714285714,24.4102040816327,1.84494317994689
"57",4.57142857142857,24.4102040816327,1.84494317994689
"58",4.8,24.4102040816327,1.84494317994689
"59",5.02857142857143,24.4102040816327,1.84494317994689
"60",5.25714285714286,24.4102040816327,1.84494317994689
"61",5.48571428571429,24.4102040816327,1.84494317994689
"62",5.71428571428571,24.4102040816327,1.84495968494483
"63",5.94285714285714,24.4102040816327,1.84518263892539
"64",6.17142857142857,24.4102040816327,1.84865131231115
"65",6.4,24.4102040816327,1.84608881107694
"66",6.62857142857143,24.4102040816327,1.84583387137779
"67",6.85714285714286,24.4102040816327,1.84290995563724
"68",7.08571428571429,24.4102040816327,1.84376054120234
"69",7.31428571428571,24.4102040816327,1.83686546084852
"70",7.54285714285714,24.4102040816327,1.83728836226462
"71",7.77142857142857,24.4102040816327,1.8353947039546
"72",8,24.4102040816327,1.83380457040205
"73",8.22857142857143,24.4102040816327,1.83204311159122
"74",8.45714285714286,24.4102040816327,1.82682106951785
"75",8.68571428571429,24.4102040816327,1.83947359970277
"76",8.91428571428571,24.4102040816327,1.64661504112617
"77",9.14285714285714,24.4102040816327,1.67281195393606
"78",9.37142857142857,24.4102040816327,1.53410357889659
"79",9.6,24.4102040816327,1.52681620834521
"80",9.82857142857143,24.4102040816327,1.58709520363659
"81",10.0571428571429,24.4102040816327,1.58382960806165
"82",10.2857142857143,24.4102040816327,1.56392458224949
"83",10.5142857142857,24.4102040816327,1.61587259184748
"84",10.7428571428571,24.4102040816327,1.45474803607236
"85",10.9714285714286,24.4102040816327,1.39222859926471
"86",11.2,24.4102040816327,1.2664977333324
"87",11.4285714285714,24.4102040816327,1.26532822933614
"88",11.6571428571429,24.4102040816327,1.26579387587293
"89",11.8857142857143,24.4102040816327,1.26644602533261
"90",12.1142857142857,24.4102040816327,1.26644602533261
"91",12.3428571428571,24.4102040816327,1.26644602533261
"92",12.5714285714286,24.4102040816327,1.26644602533261
"93",12.8,24.4102040816327,1.26644602533261
"94",13.0285714285714,24.4102040816327,1.26644602533261
"95",13.2571428571429,24.4102040816327,1.26644602533261
"96",13.4857142857143,24.4102040816327,1.26644602533261
"97",13.7142857142857,24.4102040816327,1.26644602533261
"98",13.9428571428571,24.4102040816327,1.26644602533261
"99",14.1714285714286,24.4102040816327,1.26644602533261
"100",14.4,24.4102040816327,1.26644602533261
"101",3.2,26.5204081632653,1.84494317994689
"102",3.42857142857143,26.5204081632653,1.84494317994689
"103",3.65714285714286,26.5204081632653,1.84494317994689
"104",3.88571428571429,26.5204081632653,1.84494317994689
"105",4.11428571428571,26.5204081632653,1.84494317994689
"106",4.34285714285714,26.5204081632653,1.84494317994689
"107",4.57142857142857,26.5204081632653,1.84494317994689
"108",4.8,26.5204081632653,1.84494317994689
"109",5.02857142857143,26.5204081632653,1.84494317994689
"110",5.25714285714286,26.5204081632653,1.84494317994689
"111",5.48571428571429,26.5204081632653,1.84494317994689
"112",5.71428571428571,26.5204081632653,1.84495968494483
"113",5.94285714285714,26.5204081632653,1.84518263892539
"114",6.17142857142857,26.5204081632653,1.84865131231115
"115",6.4,26.5204081632653,1.84608881107694
"116",6.62857142857143,26.5204081632653,1.84583387137779
"117",6.85714285714286,26.5204081632653,1.84290995563724
"118",7.08571428571429,26.5204081632653,1.84376054120234
"119",7.31428571428571,26.5204081632653,1.83686546084852
"120",7.54285714285714,26.5204081632653,1.83728836226462
"121",7.77142857142857,26.5204081632653,1.8353947039546
"122",8,26.5204081632653,1.83380457040205
"123",8.22857142857143,26.5204081632653,1.83204311159122
"124",8.45714285714286,26.5204081632653,1.82682106951785
"125",8.68571428571429,26.5204081632653,1.83947359970277
"126",8.91428571428571,26.5204081632653,1.64661504112617
"127",9.14285714285714,26.5204081632653,1.67281195393606
"128",9.37142857142857,26.5204081632653,1.53410357889659
"129",9.6,26.5204081632653,1.52681620834521
"130",9.82857142857143,26.5204081632653,1.58709520363659
"131",10.0571428571429,26.5204081632653,1.58382960806165
"132",10.2857142857143,26.5204081632653,1.56392458224949
"133",10.5142857142857,26.5204081632653,1.61587259184748
"134",10.7428571428571,26.5204081632653,1.45474803607236
"135",10.9714285714286,26.5204081632653,1.39222859926471
"136",11.2,26.5204081632653,1.2664977333324
"137",11.4285714285714,26.5204081632653,1.26532822933614
"138",11.6571428571429,26.5204081632653,1.26579387587293
"139",11.8857142857143,26.5204081632653,1.26644602533261
"140",12.1142857142857,26.5204081632653,1.26644602533261
"141",12.3428571428571,26.5204081632653,1.26644602533261
"142",12.5714285714286,26.5204081632653,1.26644602533261
"143",12.8,26.5204081632653,1.26644602533261
"144",13.0285714285714,26.5204081632653,1.26644602533261
"145",13.2571428571429,26.5204081632653,1.26644602533261
"146",13.4857142857143,26.5204081632653,1.26644602533261
"147",13.7142857142857,26.5204081632653,1.26644602533261
"148",13.9428571428571,26.5204081632653,1.26644602533261
"149",14.1714285714286,26.5204081632653,1.26644602533261
"150",14.4,26.5204081632653,1.26644602533261
"151",3.2,28.630612244898,1.84494317994689
"152",3.42857142857143,28.630612244898,1.84494317994689
"153",3.65714285714286,28.630612244898,1.84494317994689
"154",3.88571428571429,28.630612244898,1.84494317994689
"155",4.11428571428571,28.630612244898,1.84494317994689
"156",4.34285714285714,28.630612244898,1.84494317994689
"157",4.57142857142857,28.630612244898,1.84494317994689
"158",4.8,28.630612244898,1.84494317994689
"159",5.02857142857143,28.630612244898,1.84494317994689
"160",5.25714285714286,28.630612244898,1.84494317994689
"161",5.48571428571429,28.630612244898,1.84494317994689
"162",5.71428571428571,28.630612244898,1.84495968494483
"163",5.94285714285714,28.630612244898,1.84518263892539
"164",6.17142857142857,28.630612244898,1.84865131231115
"165",6.4,28.630612244898,1.84608881107694
"166",6.62857142857143,28.630612244898,1.84583387137779
"167",6.85714285714286,28.630612244898,1.84290995563724
"168",7.08571428571429,28.630612244898,1.84376054120234
"169",7.31428571428571,28.630612244898,1.83686546084852
"170",7.54285714285714,28.630612244898,1.83728836226462
"171",7.77142857142857,28.630612244898,1.8353947039546
"172",8,28.630612244898,1.83380457040205
"173",8.22857142857143,28.630612244898,1.83204311159122
"174",8.45714285714286,28.630612244898,1.82682106951785
"175",8.68571428571429,28.630612244898,1.83947359970277
"176",8.91428571428571,28.630612244898,1.64661504112617
"177",9.14285714285714,28.630612244898,1.67281195393606
"178",9.37142857142857,28.630612244898,1.53410357889659
"179",9.6,28.630612244898,1.52681620834521
"180",9.82857142857143,28.630612244898,1.58709520363659
"181",10.0571428571429,28.630612244898,1.58382960806165
"182",10.2857142857143,28.630612244898,1.56392458224949
"183",10.5142857142857,28.630612244898,1.61587259184748
"184",10.7428571428571,28.630612244898,1.45474803607236
"185",10.9714285714286,28.630612244898,1.39222859926471
"186",11.2,28.630612244898,1.2664977333324
"187",11.4285714285714,28.630612244898,1.26532822933614
"188",11.6571428571429,28.630612244898,1.26579387587293
"189",11.8857142857143,28.630612244898,1.26644602533261
"190",12.1142857142857,28.630612244898,1.26644602533261
"191",12.3428571428571,28.630612244898,1.26644602533261
"192",12.5714285714286,28.630612244898,1.26644602533261
"193",12.8,28.630612244898,1.26644602533261
"194",13.0285714285714,28.630612244898,1.26644602533261
"195",13.2571428571429,28.630612244898,1.26644602533261
"196",13.4857142857143,28.630612244898,1.26644602533261
"197",13.7142857142857,28.630612244898,1.26644602533261
"198",13.9428571428571,28.630612244898,1.26644602533261
"199",14.1714285714286,28.630612244898,1.26644602533261
"200",14.4,28.630612244898,1.26644602533261
"201",3.2,30.7408163265306,1.84494317994689
"202",3.42857142857143,30.7408163265306,1.84494317994689
"203",3.65714285714286,30.7408163265306,1.84494317994689
"204",3.88571428571429,30.7408163265306,1.84494317994689
"205",4.11428571428571,30.7408163265306,1.84494317994689
"206",4.34285714285714,30.7408163265306,1.84494317994689
"207",4.57142857142857,30.7408163265306,1.84494317994689
"208",4.8,30.7408163265306,1.84494317994689
"209",5.02857142857143,30.7408163265306,1.84494317994689
"210",5.25714285714286,30.7408163265306,1.84494317994689
"211",5.48571428571429,30.7408163265306,1.84494317994689
"212",5.71428571428571,30.7408163265306,1.84495968494483
"213",5.94285714285714,30.7408163265306,1.84518263892539
"214",6.17142857142857,30.7408163265306,1.84865131231115
"215",6.4,30.7408163265306,1.84608881107694
"216",6.62857142857143,30.7408163265306,1.84583387137779
