"var","rel.inf"
"NtoTP",25.4289663825904
"TEMP",18.6402859044092
"Ordinal_date",14.8248484751434
"ppt_month",9.37250528176074
"tmean_week",6.92164942061233
"ppt_percent_normal",6.26190680078023
"NtoP",5.61911453597704
"ppt_week",5.26733924948911
"NO3_N",4.66180602426972
"tmean_percent_normal",3.00157792496772
